class,DS,DU
0,1324.5,7
4,1529.46,13
4,1767.86,10
0,3949.87,42
5,1244.37,8
7,2342.05,13
0,1059.89,8
3,619.7,6
0,1871.6,17
0,2859.78,26
0,348.17,8
7,454.73,7
0,3186.45,22
7,464.63,3
0,1413.18,9
6,1258.05,16
0,692.36,7
4,2920.05,18
4,865.68,5
5,2074.88,34
4,1234.02,5
2,4833.29,27
0,2091.4,26
2,1268.13,7
4,2034.02,14
0,1195.81,8
0,735.93,5
7,1924.74,29
2,455.2,6
2,856.97,7
5,2884.33,30
3,1084.1,21
5,923.47,9
5,914.71,6
0,1069.47,8
3,1667.82,10
5,2411.45,20
5,900.24,8
5,1472.8,8
7,846.75,5
2,1524.28,13
5,3315.78,50
4,900.94,13
2,1033.44,6
4,5597.2,35
4,2085.32,19
7,1828.09,9
5,2121.26,21
5,1508.43,8
0,856.64,4
5,1242.77,9
2,1804.86,10
3,920.3,7
5,1078.42,6
2,920.3,7
0,1479.34,25
7,1287.41,6
0,1931.32,15
3,986.28,4
7,1237.62,6
3,967.79,11
0,904.77,6
0,841.49,7
5,1088.4,7
2,643.12,5
2,1722.36,14
0,1345.58,6
2,1911.86,16
5,1467.94,12
3,2388.29,15
7,1731.65,12
5,10646.88,53
4,3541.62,13
2,566.45,3
5,3130.03,18
4,797.91,29
4,1025.75,9
0,1681.69,10
3,855.88,4
5,2526.43,15
0,1136,12
0,958.35,5
2,2458.13,11
6,971.93,5
7,2418.61,12
7,1359.74,7
5,1292.2,8
0,338.8,3
7,960.42,23
4,803.19,4
0,788.31,4
5,2840.66,11
7,847.6,5
2,2313.14,27
3,397.56,4
5,1775.48,12
5,643.26,4
0,847.08,5
0,1319.97,10
7,799.08,10
7,1388.17,8
0,1229.04,7
5,338.84,7
3,1267.57,8
0,227.58,5
3,2952.1,21
2,2536.37,18
0,2536.46,18
5,566.46,3
0,972.27,6
2,1701.57,10
5,1563.18,6
7,696.21,10
4,1846.13,14
4,1218.79,10
0,1311.74,8
7,1142.31,7
1,3841.79,37
0,3719.45,28
6,967.27,7
5,991.4,4
1,1494.12,7
2,1340.92,9
5,1011.83,7
4,842.29,6
0,2337.79,11
4,1773.33,7
5,2125.61,9
0,1686.09,7
5,1296.45,8
3,919.19,10
5,914.57,13
5,784.35,5
0,227.53,34
5,802.95,4
3,3101.65,19
5,1660.01,7
5,3825.44,43
2,926.34,13
0,1655.29,9
5,1911.59,10
7,744.52,5
7,3402.61,17
5,846.81,5
5,1796.59,11
7,745.07,4
5,566.36,3
7,1021.06,7
3,1244.65,15
7,1143.99,15
5,1514.05,5
0,865.72,5
3,3209.77,22
2,2626.8,17
4,2245.12,20
2,3369.11,20
1,2464.13,14
0,1064.96,8
4,1672.9,19
5,4608.7,47
0,1375.62,8
0,789.33,5
0,1122.63,9
0,9479.53,42
7,682.21,5
5,1440.28,10
1,1393.86,7
3,1181.49,7
5,1271.65,8
7,1636.5,8
0,745.8,10
3,2971.33,19
1,1770.52,12
6,1738.2,10
7,280.74,4
7,1011.44,5
5,1322,11
5,401.15,5
4,1248.56,9
7,1065.16,6
1,1080.18,20
5,580.37,5
0,1641.28,12
0,1074.47,5
3,1956.07,15
7,986.72,8
0,4934.25,34
7,1514.35,8
1,1028.22,13
3,2652.04,14
2,3231.13,18
5,396.97,4
5,1711.37,11
5,2466.45,23
4,2436.19,15
0,846.99,7
7,1631.5,12
0,1732.99,10
5,2194.56,12
7,804.84,9
1,1142.65,5
4,1204.38,9
0,3868.96,24
5,1097.84,9
0,3386.09,34
2,963.36,7
0,1210.51,12
2,1241.56,9
0,1839.14,7
5,1461.86,10
5,619.49,3
3,1078.3,6
7,1418.25,11
5,1485.27,6
2,971.16,8
0,575.29,7
3,2183.5,9
5,1083.46,10
4,2202.01,12
0,1089.28,6
0,6991.97,43
7,2477.24,18
7,280.78,3
5,4195.49,23
1,619.62,20
7,914.47,11
0,1195.68,9
0,3086.94,19
2,1970.33,29
7,972.7,4
7,3173.78,17
5,1011.91,6
2,2783.06,17
2,1180.25,7
0,976.84,8
5,3234.93,32
4,856.33,7
4,2254.48,10
0,2904.95,15
5,1164.56,6
0,794.59,6
0,2159.05,17
0,1035.61,9
2,1301.9,7
4,2880.12,28
5,2296.7,15
7,797.38,5
5,2303.57,16
3,1291.01,9
5,2322.33,15
0,794.58,4
7,1364.23,7
5,1638.74,11
1,2167.95,29
6,1354.71,14
5,1839.23,36
0,2657.82,19
3,633.02,9
2,928.76,25
0,1136.62,11
0,2099.97,13
5,813.09,5
1,1011.91,5
5,1609.82,17
0,972.55,7
3,1413.59,42
0,2737.81,19
5,1660.07,11
5,1250.31,8
5,1171.13,8
5,914.52,3
2,3832.09,20
5,402.78,4
5,1801.34,9
3,1137.19,9
3,1568.29,6
7,643.08,3
4,338.85,3
0,454.84,8
0,286.04,7
5,1631.42,10
7,3910.23,23
0,1223.24,11
4,1016.09,5
3,459.54,4
3,1694.4,16
4,1358.1,13
0,3616.29,18
5,396.37,5
0,459.28,5
2,1195.42,7
0,902.64,4
6,1524.62,11
0,971.52,8
7,1111.71,8
1,750.61,3
0,2329.98,11
7,2274.01,15
5,2221.06,14
5,678.05,13
5,2734.24,83
3,397.06,25
7,797.75,7
0,1960.52,17
1,749.22,7
0,1359.36,9
7,905.38,7
7,2939.74,14
3,455.02,45
0,1137.4,6
7,2133.04,15
2,1069.89,6
5,1991.07,11
5,6153.01,26
5,1028.31,35
7,508.36,3
5,449.87,5
3,1867.86,11
7,1851.07,11
7,3783.45,60
5,1640.77,11
2,1510.21,11
7,4340.03,28
0,1934.88,13
2,2357.12,17
7,1010.72,8
4,2885.63,19
0,842.82,4
0,522.51,4
5,798.54,23
5,1432,11
2,2951.81,15
0,1888.13,14
7,1938.65,16
7,396.98,4
2,730.36,6
4,411.45,17
0,801.81,5
3,731.73,4
3,2432.54,14
3,4306.48,23
0,4303.88,30
3,2146.79,7
7,2010.42,15
0,1006.81,8
7,1021.26,11
7,3157.16,29
3,2687.25,19
0,4689.49,35
5,1533.77,9
5,851.39,7
5,2243.98,15
3,906.14,6
0,1783.86,11
0,1093.7,7
3,1413.81,10
4,1533.9,10
0,1432.67,8
3,1253.57,8
5,344.22,22
5,1731.85,14
0,1509.45,23
4,1028.54,9
5,3025.26,26
1,8986.71,48
4,1738.21,11
0,4044.11,27
4,1402.74,9
5,1872.95,12
0,847.21,7
2,1673,15
0,227.38,28
7,1893.22,16
4,3951.36,22
5,1480.96,8
4,1476.63,8
7,691.55,7
7,3298.49,27
0,2315.28,24
3,1017.37,4
3,1526.68,26
5,963.61,12
5,9862.64,65
7,3341.69,25
0,2953.66,23
3,512.78,8
7,794.94,11
5,1548.55,12
0,7085.9,40
3,1987.56,8
2,2340.21,12
2,577.46,5
2,793.88,6
5,1097.95,9
5,2296.97,15
0,1752.22,8
7,3537.69,29
2,1243.06,15
0,798.21,3
3,2264.78,12
0,1605.88,7
1,6497.75,33
7,2039.91,14
7,731.03,5
5,1084.42,7
7,1239.44,10
3,5789.68,50
7,1962.36,9
5,2735.91,25
7,606.16,7
6,1713,17
5,1897.23,11
7,1307.78,12
3,2464.09,10
5,3010.17,14
5,855.6,7
4,5933.34,23
4,280.66,4
5,1833.77,9
5,575.65,18
7,7304.9,41
5,2288.91,12
0,864.98,7
7,3029.19,15
3,633.35,7
4,905.49,6
0,962.16,4
5,2611.29,16
1,455.2,4
7,1476.66,15
5,2468.53,17
4,1225.97,9
5,3700.46,31
0,1610.44,13
1,1195.25,9
6,614.66,4
0,1176.08,4
1,396.98,4
7,4067.9,27
3,2183.2,37
0,2422.8,25
2,1262.44,7
5,857.12,18
5,663.58,4
0,1430.13,11
7,1514.84,9
1,1301.45,10
0,2263.44,32
0,1536.8,22
0,968.03,4
3,3285.03,23
0,4534.3,41
5,2380.6,13
0,3097.47,21
0,1204.52,7
5,1234.71,13
0,469.05,6
3,2244.36,13
7,1393.91,7
0,1029.18,21
5,1296.85,8
0,2065.25,16
5,2344.34,14
2,3111.39,17
4,619.37,4
3,1673.45,28
5,3075.49,14
5,392.2,4
5,3064.49,26
0,1771.06,12
5,396.99,7
5,2522.49,11
2,1123.17,5
5,454.84,5
5,1031.38,9
3,856.26,4
2,749.97,5
0,3517.33,20
7,767.32,10
0,2015,12
0,758.89,7
5,285.2,4
3,857.01,5
7,353.3,4
3,900.08,5
7,937.99,4
7,846.54,8
0,1693.66,8
0,11325.56,73
5,11243.16,50
5,2439.02,18
5,2707.69,13
4,3047.5,25
5,1573.84,14
0,1356.29,10
5,3079.13,20
5,856.46,5
0,1524.27,11
5,2104.97,11
4,860.9,4
4,3688.89,24
5,5411.85,60
3,7179.8,30
5,967.89,9
7,636.6,3
2,1079.75,9
5,963.59,7
7,3164.56,22
5,7447.72,46
7,2874.27,17
7,522.63,4
7,1593.42,11
5,10380.98,52
5,1073.8,5
2,798.76,9
7,968.39,9
2,1359.43,6
7,638.99,5
3,1689.33,11
5,450.23,4
5,1363.98,17
7,1011.53,6
2,1427.17,10
7,2303.62,29
5,1132.14,8
0,1643.52,14
5,1123.39,11
0,2852.89,36
3,3926.57,23
5,2409.96,10
5,1547.9,10
5,857.54,6
3,2981.48,19
3,2934.56,21
0,1592.76,13
0,1514.64,12
7,3642.7,58
7,575.6,6
5,2330.14,19
7,1929.65,13
2,580.58,5
5,972.41,6
7,682.79,3
5,1186.02,12
1,913.58,19
5,861.44,11
6,2481.63,16
7,2389.64,12
4,3722.13,22
1,392.03,5
2,931.67,8
4,1257.63,9
7,860.86,11
3,8184.17,50
5,1194.93,9
0,1408.01,6
0,1175.96,8
5,977.9,7
0,1358.24,9
5,450.34,36
5,1874.02,30
2,1151.51,12
0,3003.6,13
0,1872.6,10
5,869.53,9
6,449.83,5
1,1549.58,13
0,3032.31,22
5,682.14,7
0,1659.81,15
5,1667.06,20
5,1947.94,17
4,8833.69,69
1,1542.93,18
4,1379.57,12
5,343.2,7
7,686.94,8
4,1567.99,11
4,1055.1,15
4,2245.75,14
4,677.4,6
2,4297.63,49
3,5304.32,48
0,2482.72,12
4,1229.29,13
0,1014.26,6
7,2777.41,13
4,677.4,4
4,561.47,5
3,1084.32,8
5,1088.57,7
0,900.2,5
1,2304.57,13
0,619.32,7
0,2352.1,14
0,1195.19,13
5,5593,41
3,1254.26,12
4,1654.84,11
5,1987.65,15
5,1364.94,18
0,672.67,6
5,1338.89,15
0,1684.66,12
3,1064.81,26
2,2264.04,14
7,909.48,5
6,8156.16,36
7,3346.06,29
4,2801.54,13
2,1610.99,12
5,1512.96,12
7,937.71,9
0,3280.65,17
7,5837.15,44
3,1843.68,11
7,2275.11,30
7,1020.98,8
0,2792.29,15
0,561.53,6
1,678.06,6
4,1285.87,9
1,5450.96,46
5,517.81,4
2,2194.83,6
5,1414.24,46
5,842.37,5
5,1504.48,8
3,1379.28,11
5,1908.44,15
7,1306.85,10
7,842.35,17
1,1021.93,6
2,1195.01,13
0,861.78,5
2,1069.81,5
0,6454.5,28
7,1823.46,9
7,1311.06,12
0,1126.39,6
2,458.45,6
7,1483.45,13
0,2598.98,14
3,2492.5,13
0,1465.26,15
5,634.12,4
4,3039.86,21
3,1417.04,11
7,4523.29,34
2,519.18,4
0,1640.45,11
3,3502.65,86
5,507.61,7
5,1422.81,17
0,1339.69,26
7,2124.12,15
1,1863.15,12
5,4720.09,37
7,1984.32,14
7,2788.1,14
5,1747.76,20
2,2289.53,14
3,6162.28,32
0,1186.43,9
3,5111.72,28
4,4755.83,30
4,575.35,4
0,1742.36,8
0,1194.7,10
0,847,8
7,2686.24,27
5,2279.24,12
0,10580.71,87
5,3468.47,31
5,1382.82,8
7,2090.62,10
5,851.77,7
3,2555.92,16
2,1858.3,12
0,1573.69,8
0,3275.02,28
7,1414.01,12
7,2976.41,15
7,3199.79,29
5,1965.84,10
7,2597.48,16
4,1594,14
1,2063.67,11
5,1324.63,15
0,1114.04,4
3,1601.77,11
7,2576.5,15
5,3522.4,24
0,3402.09,18
2,2062.09,10
0,1684.3,8
7,2891.52,15
7,9519.62,61
2,879.61,7
0,1820.68,13
5,12174.72,57
7,566.2,3
7,4037.25,30
2,1727.62,20
3,677.47,7
6,459.52,3
7,1430.09,15
5,3592.03,25
0,812.81,10
3,1208.67,26
0,1674.61,11
2,508.09,10
0,1552.53,9
7,981.81,6
7,3580.08,26
0,1204.68,13
5,2980.78,17
0,1612.58,13
3,343.8,6
0,1056.92,5
4,1287.76,23
3,1505.2,8
0,952.71,16
5,3861.58,22
2,3711.84,33
7,2285.67,16
6,1612.44,13
0,3320.06,21
5,1196.66,10
7,633.71,4
7,725.85,7
7,1765.8,10
6,1801.83,14
2,4765.05,24
3,1980,10
3,2286.16,15
3,2351.19,18
3,5571.71,31
7,2347.54,16
1,1064.83,6
7,13385.83,71
0,1540.11,11
7,570.1,6
4,4979.64,39
4,1101.21,7
7,1090.02,12
7,1393.9,9
0,3309.45,45
5,2563.11,17
1,280.66,7
0,1142.54,12
1,2150.22,11
5,1021.66,5
6,1293.01,11
2,1825.8,12
7,1089.2,6
4,619.66,5
5,449.6,3
0,2231.24,15
5,3144.05,20
5,958.24,14
3,672.83,6
4,7951.79,45
5,10906.76,46
4,2573.16,17
5,7623.05,53
0,740.91,6
3,2860.98,14
7,1450.02,11
1,4501.8,25
3,3420.85,25
5,1893.18,14
0,478.53,4
3,1849.15,11
5,2680.32,16
7,1417.22,8
4,2002.33,28
0,623.93,8
1,2672.21,11
3,1453.64,14
5,2346.61,17
4,1824.09,12
0,1295.33,8
5,5795.19,26
3,1882.64,9
0,5966.64,42
7,1689.13,10
0,1718.6,12
2,3292.47,18
7,900.63,6
7,1658.63,22
1,1904.37,9
3,687.19,14
6,2206.77,11
0,1786.13,10
5,1606.94,58
4,2164.14,12
5,2058.18,12
0,1472.83,8
0,4219.4,17
0,1234.26,9
5,5398.35,33
1,1524.46,9
3,1344.97,14
6,953.66,13
5,3422.47,14
0,870.78,6
7,1475.34,9
3,611.49,5
4,2844.84,15
5,1596.7,10
0,958.61,8
3,1073.68,8
7,915.01,7
7,933.86,12
0,3235.47,39
2,1084.86,9
5,1844.21,8
0,1247.73,9
3,1786.19,9
5,625.03,4
0,1016.41,10
3,3320.64,31
5,2017.96,13
5,1039.61,6
3,3194.02,12
7,280.67,29
2,575.83,7
5,1306.88,10
7,1863.67,21
5,967.34,8
5,1960.73,12
5,2738.8,15
5,2109.72,13
1,454.87,10
0,1543.03,7
5,3743.33,21
1,2099.08,12
1,1960.68,9
7,2579.19,24
0,1795.33,11
7,338.71,5
7,1026.06,13
0,2034.24,22
2,1253.09,6
5,1176.44,7
3,2468.95,17
4,1975.77,15
7,6589.07,59
7,1927.1,24
0,1318.16,13
0,1969.28,20
2,1679.32,7
3,3621.47,23
7,8336.46,54
1,3008.61,15
0,3877.57,24
5,1243.03,30
5,5931.25,41
0,1338.98,7
0,2152.59,10
5,4798.63,27
7,867.99,6
5,2914.88,24
2,4599.26,33
7,1082.62,10
0,2273.29,18
5,7103.94,39
6,1974.38,13
5,2243.8,11
0,1360.35,8
0,3877.72,29
1,3300.62,15
0,2010.41,12
5,803.67,4
2,1265.88,14
3,3494.44,29
5,990.64,11
7,915.18,6
3,3116.2,23
5,1253.22,18
5,3021.34,22
0,11150.99,81
1,8117.43,55
4,8305.03,71
1,3633.84,20
7,1544.45,11
5,817.73,9
5,2419.44,16
7,1132.38,5
3,5993.11,25
4,1021.37,6
5,3813.1,26
5,2114.54,15
0,5285.65,28
5,3838.74,34
0,1040.74,5
0,11468.84,49
4,1181.25,6
0,1640.46,12
1,2259.52,13
0,570.4,5
3,4838.08,42
0,1447.78,14
5,1485.1,10
3,1367.68,10
0,692.11,10
2,4358.62,35
0,620.18,5
5,908.93,6
6,2384.98,12
5,2456.34,14
1,1293,10
6,1408.29,10
5,1786.57,11
5,1555.3,13
7,789.16,6
4,2816.08,12
7,3726.28,24
0,1148.05,9
0,793.34,4
3,1372.8,10
0,1442.14,12
3,10900.49,59
5,6237.4,51
5,1588.21,13
5,1636.42,9
7,2565.94,17
5,6620.13,42
3,4639.29,44
4,2314.65,21
3,6135.04,28
4,3542.18,21
5,1838.61,12
5,2016.26,17
4,7007.62,50
0,2947.69,28
1,2618.53,15
0,953.86,31
0,396.84,3
7,987.56,5
5,981.35,14
7,4216.5,23
5,5888.52,30
2,5175.35,30
7,12895.35,62
5,11473.41,60
7,2516.1,10
3,2130.04,36
3,1181.27,9
5,2739.19,20
7,3289.23,16
7,2737.21,17
5,5629.99,29
5,2027.26,15
7,2043.87,8
0,1434.87,10
5,856.99,7
7,1280.5,11
2,2598.61,15
0,2222.25,27
0,1444.99,10
5,736.09,4
7,2122.39,14
5,1779.13,19
5,1550.1,9
3,905.89,6
5,1567.86,13
5,4423.74,26
0,619.25,5
0,2433.83,11
0,1040.69,8
4,508.45,3
2,1931.23,12
4,1234.39,18
5,1606.29,10
5,2129.2,17
3,1330.97,8
5,2884.23,15
2,8922.02,72
1,1199.76,10
3,10143.97,34
3,5017.62,24
7,1533.94,8
0,6257.73,54
7,585.08,6
7,2435.61,17
5,3367.43,21
7,1117.23,8
4,1020.96,8
5,5751.51,24
0,1877.53,14
0,953.5,6
0,2754.95,15
4,5209.83,41
1,1848.15,15
5,3293.96,22
2,2300.28,20
5,948.77,5
1,5573.89,29
2,2307.12,15
5,513.25,4
5,1417.47,8
0,852.59,6
4,1744.46,11
0,2419.31,15
2,1742.11,11
0,1365.67,19
0,1151.08,5
5,2075.45,13
1,4750.48,42
2,2913.5,15
7,2762.3,15
5,1980.46,11
1,1131.79,6
0,1427.26,8
5,566.02,6
3,1462.23,9
5,1206.27,10
5,862.33,7
2,2184.21,19
3,339.05,3
2,1204.83,6
2,1185.18,11
0,1573.55,10
0,1302.97,8
5,1160.75,5
4,4584.74,39
7,2496.86,13
7,1640.87,13
4,968.19,7
3,2317.76,17
5,928.52,7
5,1898.51,13
5,1141.48,10
0,1669.48,6
5,3172.01,23
0,1965.45,9
0,1940.42,19
0,623.86,5
5,805.97,5
5,1561.78,19
3,753.85,8
5,2750.22,23
7,1175.46,5
7,865.6,8
5,39957.68,235
4,14463.01,97
3,735.96,7
5,2810.73,19
4,2962.61,21
0,1252.4,8
4,6103.58,38
5,2027.79,13
4,736.33,16
2,3350.91,23
0,2702.57,17
2,783.81,4
5,2574.3,17
5,2613.25,19
5,3110.48,21
5,1069.48,6
5,812.99,12
7,464.06,6
0,4940.75,37
7,1683.87,15
2,842.3,6
0,625.04,10
7,4044.06,29
4,4148.38,43
5,1684.76,10
4,915.3,11
7,13656.17,80
7,919.3,8
7,3692.07,24
7,1074.93,10
5,2248.5,23
4,6668.54,55
4,1210.09,10
5,1011.98,6
0,450.08,3
3,4038.91,49
0,2389.9,11
4,1306.73,7
1,1737,7
2,672.88,16
5,1195.07,9
5,1185.71,9
0,1208.39,12
5,2696.19,31
7,905.72,7
5,4625.08,53
2,1181.46,6
3,1418.36,8
7,2391.03,71
7,3645.77,21
7,2622.78,60
0,2759.2,18
2,3519.9,27
7,1892.26,13
0,1855.33,16
4,1093.19,13
3,1711.29,8
0,1666.14,11
0,1716.9,9
0,2888.54,17
5,1092.54,10
5,4381.42,56
5,1049.47,8
0,2017.92,10
0,2061.68,10
1,1926.86,10
3,991.7,8
0,1814.77,25
5,953.95,5
2,1616.87,25
0,4128.34,19
5,4147.02,28
7,1668.9,10
7,1717.68,19
5,3692.1,26
7,5346.59,33
5,449.69,41
7,857.22,9
2,861.01,4
5,962.95,12
5,1468.17,9
5,735.16,18
7,12713.07,56
0,2468.79,15
7,3191.47,25
5,3062.09,17
7,1264.63,11
0,1834.38,14
1,1238.88,8
0,953.87,6
5,624.07,4
2,2782.32,31
3,1703.98,9
4,2182.4,10
7,1137.05,7
5,1495.37,8
4,3628.07,20
5,2629.06,16
0,855.85,4
7,1688.96,9
7,6338.33,35
0,731.26,22
0,1784.97,13
3,2183.11,15
4,1536.02,12
0,4245.8,25
0,2747.92,18
0,1083.49,8
7,624.96,36
5,1158.17,10
0,4374.45,31
2,977,8
0,526.68,7
3,1649.72,10
2,1615.5,17
2,2201.87,17
7,1872.37,10
7,1538.73,13
1,2426.92,9
6,1249.08,8
7,2114.81,16
7,1781.14,18
5,2173,27
2,735.15,12
7,1781.85,14
7,963.07,6
5,1358.9,9
4,518.02,5
3,1911.85,13
5,1935.62,18
0,9001.78,58
5,4416.22,32
0,1467.03,19
2,1021.77,9
3,3373.14,18
4,1418.41,19
0,4749.25,16
3,619.18,41
0,1423.65,8
7,2069.1,16
5,953.34,7
3,3800.27,20
0,2322.18,16
5,3126.22,19
0,2880.4,17
0,740.44,7
3,2856.04,20
5,1813.4,12
5,2749.19,31
7,1644.88,12
0,1571.76,11
2,1393.39,12
0,2052.59,24
5,1697.21,10
0,2700.79,15
1,1296.3,13
3,2086.03,14
2,2936.75,20
7,928.6,4
3,7766.72,39
7,2430.55,21
5,3614.82,26
7,793.1,6
0,449.93,5
6,9075.19,49
3,2356.26,15
4,1316.28,9
2,2794.47,30
4,4137.46,25
3,1848.61,19
2,745.34,4
7,948.7,12
7,846.98,7
3,6661.87,43
4,919.55,8
5,1028.73,12
0,803,8
5,1710.96,29
7,460.09,12
3,805.73,5
4,348.2,15
7,1656.72,9
7,1637.04,11
5,3874.66,40
7,2526.15,18
5,1579,17
5,1152.56,13
7,919.8,16
5,682.72,6
5,851.63,4
5,624.7,6
4,794.21,10
5,2458.78,11
0,1711.63,10
4,3611.43,24
5,6044.57,70
3,8227.49,117
5,1079.63,6
0,1866.07,9
5,1753.97,11
4,1510.29,9
5,4262.76,26
0,1485.63,11
4,3249.68,15
2,1209.53,10
3,169.42,30
5,2423.34,14
5,1761.88,12
5,4323.04,28
5,1404.98,30
2,503.36,4
5,1975.61,11
0,4034.27,33
0,1698.05,8
1,909.75,4
0,1658.27,7
0,1903.4,16
6,228.03,3
7,991.27,7
0,1490.7,13
2,3409.73,29
5,962.07,72
2,1302.31,12
7,851.44,6
3,3756.38,19
3,411,6
0,1242.17,8
3,1543.46,7
7,3392.15,18
5,566.55,5
5,1180.89,6
7,3454.46,37
5,691.92,17
4,677.57,6
4,2454.24,29
0,1605.97,12
1,3466.76,20
0,508.74,7
7,3833.57,28
0,1974.49,39
0,2085.78,8
6,959.04,6
5,1421.57,12
7,2656.88,15
7,5472.25,41
5,2270.53,19
0,2410.51,17
7,2039.79,39
4,1547.78,10
1,227.25,3
0,4794.66,28
4,1394.05,11
3,4588.32,50
7,2111.37,17
5,1272.78,13
7,1471.74,20
4,808.59,6
4,4795.12,39
5,2281.07,23
3,1818.98,14
0,1481.94,16
3,1674.22,10
0,1264.16,12
5,503.46,5
5,2292.49,26
3,837.2,12
2,1814.6,11
7,2150.17,15
7,3660.27,17
7,3105.75,24
4,3082.01,24
7,1705.64,13
0,1881.88,12
4,2584.76,25
4,3200.89,23
3,1886.58,8
5,9977.44,99
7,2746.55,21
7,2615.5,14
5,892.45,53
7,1098.09,7
4,2029.37,11
1,1267.58,10
4,2952.42,62
3,2372.45,17
3,1522.87,12
3,3313.01,22
2,1427.27,6
3,793.47,6
5,2356.83,13
7,1079.02,24
0,1199.75,10
2,847.67,8
1,2191.49,14
3,2779.75,27
5,2200.61,19
0,752.86,11
4,972.92,6
5,957.83,6
0,1178.37,12
7,841.96,5
0,2066.82,18
5,1243.4,10
7,1648.53,14
7,848.06,7
5,1510.38,15
3,958.49,9
1,1738.09,9
7,905.04,7
0,5121.79,28
2,1547.43,12
5,1129.04,7
0,1238.95,10
7,2664.99,15
5,2524.68,15
3,963.3,19
7,2942.3,24
1,1350.34,9
7,1947.2,9
7,4282.71,29
5,1018.53,10
1,3089.05,23
5,784.18,15
0,1025.86,15
0,2090.68,10
1,1196.23,90
7,2808.57,19
2,2703.85,21
7,4120.31,30
0,755.66,6
3,9370.35,51
5,749.56,17
5,1525.11,19
0,2279.3,20
0,2573.97,22
4,2103.17,12
4,1029.45,8
3,522.33,5
3,1537.62,14
0,3010.48,13
0,522.86,3
3,1708.93,17
5,1510.12,20
0,2267.2,11
5,1653.25,10
0,522.56,15
5,1991.84,17
0,2187.28,51
0,6315.01,41
7,2211.55,11
5,1239.8,8
7,2333.49,14
0,2883.11,58
6,624.32,6
3,1623.01,13
7,2128.32,19
5,678.02,11
0,3695.77,30
0,1354.73,8
1,1227.83,9
7,672.65,3
5,1699.34,31
0,1688.92,12
3,4558.67,26
4,1364.4,12
7,851.11,13
0,937.41,13
0,789,8
0,2290.36,20
0,3009.88,22
4,2099.45,14
5,2376.34,15
0,3949.27,24
4,2742.45,27
4,410.98,3
3,647.15,5
4,3381.27,15
1,990.32,8
7,9739.8,75
2,856.99,6
4,6306.58,38
3,1248.79,9
7,18790.37,204
7,735.85,7
5,1621.43,11
7,1243.93,12
5,2679.69,21
5,847.34,8
4,4882.41,47
5,1388.18,15
5,633.07,6
3,2259.97,20
5,1069.56,11
0,855.74,8
4,2061.73,10
4,1994.09,12
5,169.3,53
0,5974.32,80
0,227.5,55
3,3841.09,19
2,1097.4,11
5,3334.95,19
5,3043.32,29
0,648.61,7
5,967.7,5
5,969.23,12
5,300.29,12
5,861.08,7
0,2453.38,26
0,459.42,4
5,3645.71,32
7,2835.95,17
0,2498.33,17
3,579.85,6
5,1481.18,15
4,682.54,7
3,5570.84,32
5,2680.06,19
7,10086.63,66
0,803.15,10
4,2285.27,15
5,8971.38,51
0,847.51,7
4,4505.39,32
5,2225.13,28
0,1810.45,49
5,858.39,49
0,5277.85,32
5,2254.87,10
7,638.01,8
7,1191.67,15
3,2568.3,14
5,1131.27,5
7,285.52,7
0,3973.18,43
3,391.94,29
7,4043.18,24
5,1311.53,20
2,682.78,6
4,711.13,8
3,4378.32,28
0,1123.03,9
5,1524.71,9
0,3764.29,23
0,590.29,6
0,2872.58,26
5,1404.17,9
0,5883.71,28
5,3273.73,37
0,1026.02,12
0,2239.92,19
0,837.3,6
5,856.18,20
5,522.89,31
5,5607.76,36
3,9110.83,70
5,518.97,7
4,1360.56,17
7,1370.01,14
0,3311.47,19
5,508.16,5
7,1721.81,32
5,1351.15,6
4,919.62,6
0,3627.93,25
0,3480.66,23
5,1533.99,16
0,1487.01,11
3,396.95,4
4,701.16,6
0,1718.06,19
3,7116.46,43
5,5761.97,111
0,701.37,4
3,1127.49,7
3,1980.26,24
2,851.72,5
0,3166.76,26
4,2734.16,22
5,6609.18,50
5,1345.2,10
3,1440.82,12
3,1122.84,7
3,3727.63,26
0,1138.75,53
0,1737.08,15
5,861.68,16
1,2100.03,19
7,1832.83,12
5,1130.27,10
7,3971.66,27
7,1264.07,17
5,2873.48,33
7,2454.13,19
2,2739.12,16
4,2002.91,16
4,856.61,7
5,1089.81,9
1,1224.1,11
3,1838.41,19
2,3598.82,20
7,1088,10
3,784.23,6
5,2060.76,26
5,3383.87,20
0,1209.46,9
5,904.79,8
2,1931.3,13
7,2690.34,27
0,808.09,17
5,508.51,4
0,695.14,23
4,3423.85,100
5,169.55,24
7,3060.1,21
5,6386.2,39
5,3039.58,14
2,1709.98,7
3,1324.67,12
7,4014.23,23
2,2939.27,17
7,5411.94,35
5,1764.44,8
5,2711.03,17
7,1471.68,8
7,1199.79,11
5,1131.22,13
3,1360.52,26
5,5204.76,59
7,1141.84,10
2,842.56,4
7,2349.38,19
5,1073.59,11
0,1451.89,8
7,1377.59,10
1,1127.44,27
0,619.17,4
7,1672.96,36
2,842.59,8
0,392.05,76
4,2900.65,20
0,1409.4,6
5,406.19,6
5,1601.41,11
4,953.92,7
5,1248.22,4
5,3328.42,22
5,343.32,30
3,2220.33,18
3,1707.77,25
4,4998.34,26
7,508.73,33
7,1258.17,8
0,6944.51,36
7,1413.06,11
5,1508.86,8
0,614.67,9
5,4573.2,32
