class,DS,DU
6,3455.36,15
3,1122.83,6
5,392.18,11
1,3516.72,29
5,1099.25,102
5,2680.03,23
7,2215.86,22
7,2357.51,20
1,5889.69,58
5,735.57,12
0,2103.48,12
5,2181.21,14
3,1252.1,11
3,7818.75,44
7,687.11,3
5,2814.79,14
5,1803.5,9
0,4339.84,16
2,1878.29,25
7,3297.88,25
2,561.69,15
6,2431.52,19
0,1747.7,17
7,3387.95,22
3,709.94,16
3,3635.18,19
0,4732.91,28
0,4339.52,26
5,920.28,7
4,1930.91,18
5,2787.62,13
2,672.75,3
0,619.95,58
7,5103.03,47
4,1383.37,9
2,958.14,48
5,125.56,63
7,2042.64,11
4,1633.07,10
0,2803.35,15
5,3303.81,28
3,3966.81,15
5,2467.61,21
0,2212.16,22
1,402.64,4
0,1491.49,17
0,1069.21,8
0,3334.52,25
3,1809.65,25
3,3868.51,18
7,3044.97,18
3,629.51,7
0,3471.93,23
4,846.88,6
4,3047.65,17
3,604.24,7
2,3950.52,25
0,1161.82,13
0,3489.92,33
3,1886.84,13
7,856.13,10
0,12505.96,96
5,5667.59,48
3,1575.58,8
5,2577.43,73
3,5245.52,48
5,4105.89,34
0,2235.41,26
7,783.9,4
0,745.04,10
2,455.44,6
0,3177.53,25
5,4967.28,35
1,1411.54,16
5,2199.96,22
5,2686.97,25
3,3204.18,31
5,1683.79,32
7,1299.74,11
3,3157.35,44
7,2643.24,27
5,735.65,6
4,1426.55,8
5,1989.13,11
7,783.01,6
5,236.94,5
4,2191.58,8
5,5915.52,72
0,1509.96,10
5,3533.65,31
7,2743.64,18
5,8345.81,52
4,1307.34,8
5,1878.04,10
5,1482.71,12
7,1201.35,20
5,169.21,4
3,7501.47,59
4,1959.13,16
7,2850.67,15
0,1282.71,6
5,1726.25,8
1,6898.31,37
0,3134.7,43
4,1826.75,20
5,566.54,21
3,3319.2,39
5,1827.22,20
5,2975.4,20
0,13236.71,71
7,1897.04,11
5,1459.64,6
0,4086.52,30
5,1495.75,15
4,2704.33,60
5,5388.59,31
5,5817.25,66
1,3066.33,40
5,566.63,6
5,1809.75,11
0,731.02,6
0,986.33,7
7,1418.09,14
0,2159.09,12
4,1243.18,10
5,1907.14,13
2,1320.48,8
7,5350.87,32
0,1772,9
2,2202.34,11
7,1417.54,7
0,1656.97,15
4,2138.73,11
3,3195.27,18
5,862.1,8
4,1083.87,5
7,3204.97,20
5,623.51,21
5,2372.19,14
7,1186.8,7
5,2356.91,79
5,628.8,5
3,2371.19,11
7,686.73,4
3,1432.88,11
0,5569.89,36
7,852.14,11
2,3389.43,21
0,1528.67,8
5,10677.54,57
0,1857.94,15
7,4566.59,20
5,837.39,5
0,5315.42,36
7,1307.2,9
7,343.69,3
0,4290.43,27
7,2021.71,14
0,1302.47,10
7,971.66,10
7,3412.02,28
4,745.03,26
0,1195.16,7
0,1184.37,8
4,1582.62,17
0,2809.25,22
0,5700.95,26
7,3617.77,23
3,1492.01,10
3,1983.72,14
7,618.84,3
5,1358.98,8
3,1011.28,7
2,1015.64,6
1,1642.11,11
0,1175.83,6
3,1578.49,22
2,1358.45,9
5,1373.47,10
5,4790.7,30
3,1306.31,9
0,2904.11,21
5,565.94,5
5,614.73,5
5,3331.95,19
5,517.77,3
0,3119.73,22
3,4662.41,29
2,855.23,3
5,2932.91,19
0,749.41,6
0,731.09,3
5,682.81,6
1,1719.38,28
5,1215.26,9
0,866.36,13
5,1054.53,22
2,1301.64,7
0,3802.51,26
5,2375.82,18
3,1156.99,7
0,3299.94,19
7,614.72,6
7,6680.23,40
5,1006.76,10
4,4852.98,41
2,1610.75,9
4,169.4,18
3,740.2,5
7,8848.91,61
5,2457.84,23
0,8332.59,46
0,3683.62,25
1,692.51,4
3,1864.13,15
5,1006.63,5
7,1196.16,16
0,1252.85,5
3,991.95,9
5,2405.58,12
4,460.01,5
0,1287.78,7
5,1302.53,41
3,4011.21,51
3,866.29,7
5,1480.34,41
2,5134.35,48
2,5347.17,28
0,2036.28,15
5,643.62,4
3,730.7,5
0,2294.22,17
5,4135.75,16
5,3810.38,32
5,2142.03,11
7,2244.21,13
2,2272.08,9
0,406.39,9
0,503.34,3
2,2097.17,14
5,1991.17,29
1,1263.09,6
3,2162.33,18
4,2666.99,18
0,2131.87,18
7,1804.61,11
0,2215.64,11
0,1805.14,20
1,1253.19,6
5,788.86,6
5,672.85,7
0,973.57,5
7,793.86,7
5,851.23,7
7,1418.55,8
4,3616.13,20
5,1899.12,13
7,2424.83,15
4,3326.5,154
4,357.85,20
1,2571.39,44
3,3204.63,17
0,1301.13,9
2,2709.56,15
4,11876.51,83
7,8972.42,73
5,962.74,6
0,1650.94,11
7,5726.17,25
7,628.87,3
0,2320.76,14
0,1131.98,7
3,3455.83,31
3,730.6,5
5,2215.95,11
0,1581.86,10
5,4437.04,43
5,1775.29,19
0,716.41,5
3,7800.63,49
4,227.39,3
0,938.67,7
3,285.63,29
6,1575.59,16
5,682.78,9
5,1817.02,21
0,1349.85,9
0,686.18,7
1,1785.31,13
5,589.79,5
2,1129.02,5
5,169.35,40
0,11091.98,74
0,695.91,11
1,798.25,11
0,1955.59,17
5,860.6,5
0,1171.17,8
1,788.84,25
3,1954.26,9
7,2183.85,25
1,417.17,16
7,953.43,6
2,5456.7,37
5,13917.38,92
3,863.77,13
3,817.02,4
7,1771.33,52
0,1432.43,7
1,1368.31,8
5,2847.34,18
0,2668.34,21
0,1083.79,12
0,9900.61,58
3,1493.72,13
2,1587.52,7
7,392.16,71
4,402.46,4
4,2692.62,13
0,450.25,4
3,5986.41,43
0,859.68,10
1,5212.34,9
5,982.81,7
3,1074.48,9
5,449.92,9
2,2342.29,23
5,2167.07,8
3,1248.84,5
5,953.6,4
7,2687.12,29
2,1016.72,7
7,1080.19,10
5,4251.52,21
5,4339.05,21
4,7326.08,29
3,2116.71,17
7,3025.22,18
5,1244.11,12
5,2735.33,15
7,2153.79,16
2,693.71,14
3,1621.52,8
5,585.75,10
7,2521.79,18
3,3766.19,23
7,968.54,6
0,392.19,3
3,2309.28,14
3,2173.36,15
7,1373.18,14
7,1896.95,50
2,1461.41,8
5,8234.84,91
7,14820.97,120
0,687.29,14
0,687.44,6
3,2926.69,14
5,629.31,3
3,2051.63,70
2,1253.19,6
7,895.34,6
7,503.43,5
7,1289.32,8
3,2626.99,16
0,1868.36,19
4,1610.37,11
5,4484.78,34
0,2204.97,16
4,1404.09,9
4,1498.63,10
3,701.55,7
5,4290.46,9
0,2497.07,18
2,1534.29,11
2,692.45,10
7,2559.46,15
7,1021.41,15
7,227.55,3
1,990.36,7
3,6592.56,54
7,2816.25,27
5,1927.21,11
5,1482.06,11
1,2021.57,16
0,4148.94,26
3,2048.69,11
5,1602.79,9
0,285.77,4
5,3635.11,14
0,1328.32,7
0,1084.3,6
5,2158.45,9
3,976.96,9
4,1269.54,11
2,2758.05,13
5,2171.29,10
0,5389.94,29
3,909.56,6
5,5132.38,25
0,2535.82,12
7,3393.38,19
5,623.74,4
7,1496.36,8
4,450.22,3
1,1985.16,25
5,818.01,6
7,1016.19,5
3,3005.76,29
7,619.99,5
7,740.42,6
5,450.11,3
5,919.04,4
0,614.56,4
5,1712.44,6
0,734.61,5
7,4401.76,21
0,1650.15,7
4,672.78,14
0,2865.1,14
0,1272.8,4
5,2357.37,13
7,2177.8,10
7,643.95,7
6,1674.6,7
0,1699.37,12
5,1298.27,9
2,619.52,4
4,1751.27,10
0,2197.98,19
2,2153.43,11
3,1196.28,12
5,1916.41,10
0,2284.62,14
3,344.12,4
4,1767.79,11
5,977.07,10
0,1457.34,7
3,793.14,7
2,989.42,5
0,1459.22,7
0,4657.67,19
5,2611.17,11
5,890.06,13
0,2743.85,16
5,1631.08,22
5,1200.55,7
7,1069.89,7
2,1074.7,8
7,1340.83,10
0,1906.73,9
5,788.66,5
4,1094.13,7
5,6362.9,16
7,2189.65,14
0,1159.37,9
1,1040.1,9
3,978.56,10
5,3002.25,23
4,816.79,5
6,798.24,5
5,1287.26,6
5,1684.71,5
2,2816.29,16
1,1068.97,8
5,3912.73,23
0,633.34,5
3,748.72,6
4,450.14,7
7,2432.64,13
0,2268.23,10
5,3993.75,24
7,2941.74,25
3,803.71,7
5,6413.85,27
4,907.95,14
7,1849.07,18
2,802.97,3
5,1010.91,6
5,561.31,3
0,561.57,3
0,1064.53,4
3,3239.26,12
5,1403.16,7
0,1493.38,12
6,964.14,11
0,285.62,3
0,2110.58,22
0,1195.73,4
0,1119.82,7
5,2336.62,10
7,2328.03,12
1,2326.23,12
0,1326.03,9
2,1340.76,7
7,2206.15,19
4,793.47,4
5,735.97,6
7,1742.03,10
4,1200.38,7
7,2762.42,13
3,2467.29,16
0,1194.43,8
5,842.55,5
2,3057.79,11
0,745.35,5
1,1781.08,8
0,745.35,5
7,2711.89,19
5,739.33,5
0,1206.83,9
5,1231.39,6
0,860.45,6
2,1755.37,8
5,2003.06,8
3,2227.74,15
7,6937.51,31
3,508.4,4
4,1387.61,9
7,2087.77,14
2,629.68,7
4,1461.95,8
0,3819.69,15
2,2388.07,9
0,855.96,7
7,981.22,8
5,909.79,4
7,725.95,3
4,1385.23,9
0,449.68,4
5,358.31,4
0,567.2,5
0,4099.85,23
7,1243.43,9
4,4169.57,22
7,4807.28,28
0,837.21,6
5,1200.46,7
7,856.36,3
0,808.95,8
0,1181.63,8
3,2277.34,16
7,3123.32,15
3,2023.58,13
2,5749.66,25
0,885.56,8
5,924.31,3
5,2101.43,12
7,5612.99,35
0,1031.23,7
7,3480.22,19
5,619.5,5
4,1648.5,8
3,1006.92,6
3,3785.01,21
0,1432.82,6
5,571.53,5
5,1064.93,5
1,734.78,7
0,1060.05,7
1,1258.75,8
7,846.66,7
5,1948.85,13
0,1152.07,5
3,1727.95,9
3,807.84,6
2,4473.13,17
0,285.14,3
4,2123.74,20
7,343.89,4
0,2498.25,8
4,1128.58,5
4,2279.09,15
0,577.05,5
2,3800.86,19
3,338.94,3
3,521.88,4
3,1006.35,6
0,1083.83,7
7,4259.72,18
6,695.99,5
2,7185.12,34
5,1755.65,11
3,4037.98,28
5,2409.6,23
5,947.75,7
5,1180.25,4
4,1388.8,5
4,1069.71,4
2,1506.64,10
0,1243.99,6
4,803.45,4
4,731.19,5
3,1791.11,9
0,3824.87,18
0,2135.68,28
5,3566.91,17
3,3647.37,21
0,1291.88,8
7,1365.68,7
5,5289.03,26
4,1485.84,10
5,2575.09,20
0,2415.49,11
0,1727.99,8
5,1555.03,11
4,2680.86,11
0,2355.02,17
7,450.58,3
5,1346.06,10
4,1921.57,11
0,2752.05,21
0,1195.19,9
5,1365.07,8
1,788.39,5
5,2109.37,14
0,1011.49,5
1,2227.36,13
0,1248.9,6
5,1310.27,8
5,2264.81,13
4,2758.92,20
4,4536.28,30
7,1659.78,7
0,2335.26,25
5,3127.2,19
7,1541.69,17
2,637.84,5
7,2382.94,16
0,1156.28,8
3,982.31,6
6,1819.69,16
7,1649.49,12
2,1064.93,7
0,1906.71,10
2,1356.43,7
3,1190.21,6
7,1843.85,12
5,1016.09,5
0,9293.85,83
5,1370.29,8
7,1932.22,13
5,846.49,7
3,806.84,5
4,941.37,7
3,2628.67,12
0,1287.57,11
3,1040.8,12
2,1060.09,4
7,1029.67,6
1,3288.05,17
5,1514.27,9
0,842.18,5
5,1973.94,19
1,2645.35,11
1,1282.61,11
0,878.58,7
5,396.83,11
3,2148.12,12
6,294.96,5
0,1044.7,12
0,2306.52,16
0,1488.73,8
3,1663.92,12
3,1466.27,11
7,1320.22,11
5,2389.95,13
5,1543.32,12
7,1563.21,8
5,3252.82,19
0,1612.15,11
7,2193.51,14
0,2366.57,12
4,4906.23,23
5,792.92,5
5,619.92,3
7,934.64,7
7,2595.19,12
5,2897.88,13
0,1418.24,10
0,1914.67,14
0,1630.35,10
0,4486.74,27
4,1991.93,9
0,2467.88,13
7,3703.86,18
5,3715.57,19
2,1554.37,10
7,3536.35,513
2,1470.98,9
3,570.86,3
3,1572.86,11
4,2201.9,11
1,1810.16,9
0,1234.15,9
4,837.33,5
0,1510.54,15
7,2511.66,12
0,3901.79,23
1,3352.56,30
5,1020.66,6
0,1475.88,7
0,739.68,6
0,625.04,5
1,751.27,4
4,677.52,5
2,736.04,9
2,1185.46,4
0,401.92,4
2,1402.69,16
7,2935.01,24
2,2649.98,13
5,1262.05,12
0,1620,13
5,1529.48,7
0,1060.09,6
5,934.64,4
7,2902.06,28
0,458.96,3
0,2942.67,29
0,1839.2,12
7,3673.93,25
0,1537.88,10
0,842.59,6
4,909.06,8
7,1146.57,6
5,1742.03,8
5,1012.11,7
0,1346.02,7
4,1466.38,9
4,977.06,5
0,948.77,5
7,2081.18,12
3,1238.87,9
2,566.49,4
4,1403.6,4
1,1597.31,6
6,619.11,3
2,1314.3,6
2,3906.53,26
4,450.25,3
2,1132.38,7
3,2954.5,14
5,580.73,4
7,1548.24,8
0,3073.17,27
2,1094.15,11
0,3354.4,19
0,1070.04,4
7,847.23,5
4,1561.78,13
1,2322.21,17
0,2788.94,22
2,2197.37,14
0,1137.32,5
5,735.98,6
0,1717.64,10
5,730.94,4
7,1907.58,18
7,1378.62,12
5,2167.7,16
5,5139.87,24
5,1059.78,4
7,1297.28,16
1,2108.48,10
0,3451.08,23
0,846.67,5
5,1072.88,8
3,1122.87,6
5,906.41,6
2,566.37,4
0,1271.39,8
7,1421.5,12
5,3156.22,15
5,1743.4,13
5,1422.55,7
5,3138.04,22
0,648.92,7
3,1727.25,18
0,2068.29,16
7,967.55,6
5,2662.17,21
7,905.83,12
0,1287.51,6
0,846.32,6
2,826.94,5
7,949.48,6
3,460.01,6
1,1074.5,13
5,508.34,4
0,966.62,9
2,1581.72,7
7,1475.39,7
5,2327.68,12
4,1296.78,7
1,1188.65,6
5,1757.03,14
5,1543.44,11
1,900.5,6
7,788.73,4
7,5477.96,30
4,3571.64,20
5,4434.96,37
4,914.94,5
3,740.72,5
3,972.25,5
3,1158.91,6
0,1016.66,7
3,2351.49,12
0,4811.91,27
0,2037.48,14
3,1017.36,6
5,763.14,6
4,5496.27,28
2,4297,34
0,959,8
4,750.71,8
4,344.02,4
5,3880.23,24
3,512.43,8
7,851.95,8
5,1932.22,13
0,1353.18,7
5,861.61,9
0,3468.23,24
7,1243.85,10
0,846.92,5
7,6707.79,37
0,3997.99,26
3,2326.08,9
0,3825.16,31
0,842.58,9
2,1461.36,7
5,745.54,5
1,848.32,7
7,1217.79,9
0,798.13,6
2,739.51,6
0,1086.87,4
2,2267.36,11
0,736.36,4
3,1249.05,9
2,1973.13,7
7,1025.26,14
3,1654.47,9
3,677.47,3
0,1340.05,10
6,581.14,5
2,3779.87,15
4,1204.37,4
7,3353.76,27
0,1039.85,4
2,2486.7,15
3,3373.05,18
5,1664.36,13
2,2350.25,7
0,794.42,6
2,1015.61,7
7,1752.02,13
0,4292.42,22
4,915.27,4
2,1291.85,8
5,1034.43,7
0,900.6,5
5,1302.86,10
0,4262.17,23
0,2081.3,12
1,3240.28,17
2,798.28,6
2,677.24,5
7,1063.39,8
7,2637.78,11
4,857.01,5
2,531.93,7
0,508.19,6
3,1370.29,11
1,3620.39,19
0,1213.96,9
7,2594.81,15
5,1539.28,9
7,2635.15,23
1,2404.57,15
2,740.31,4
1,343.88,4
0,1147.37,9
5,1485.95,6
4,4965.13,36
2,2230.72,13
3,8072.76,41
0,1127.61,8
2,1148.02,7
0,1964.95,11
2,2469.8,24
5,643.38,5
0,1543.03,7
7,1867.96,13
7,1829.16,11
0,682.01,4
5,508.39,6
4,905.19,4
4,628.85,3
0,1045.5,8
1,1930.56,14
5,3524.02,23
0,692.38,9
2,1253.47,11
0,455.21,6
0,3863.03,19
6,5326.16,31
4,2132.03,18
0,2225.44,12
3,1790.87,10
0,1059.95,4
3,1680.23,10
7,1781.31,11
0,2960.74,24
0,704.69,6
5,884.81,5
2,1073.27,12
4,962.83,5
7,841.72,5
3,3838.05,21
2,3032.64,16
2,537.02,3
2,2861.23,16
0,2935.38,19
2,1006.88,6
4,2594.81,12
7,830.87,5
0,745.58,6
5,687.12,6
7,1106.47,9
2,918.74,8
5,1388.59,7
5,1020.87,4
2,1654.1,14
5,991.75,15
0,1134.28,8
0,633.89,7
7,895.38,4
7,2501.61,16
0,575.97,9
5,1388.98,15
1,4587.8,50
5,1499.62,13
0,1369.42,7
7,905.66,4
2,1376.91,10
5,2556.56,17
4,697.12,7
3,1919.5,13
1,2261.75,17
4,2255.14,11
3,1993.57,10
0,1141.86,7
4,3829.46,22
5,1432.75,10
2,3836.71,20
5,865.79,6
2,3093.91,30
5,1505.14,8
0,799.09,10
0,169.55,21
0,1888.11,9
0,1619.85,11
5,522.92,3
0,1180.6,7
5,2269.4,28
3,1369.23,8
3,3283.6,18
2,1195.2,11
5,1476.88,10
3,1330.06,9
2,2461.2,17
2,852.23,10
3,1341.87,12
5,3251.81,19
2,1380.17,10
2,2058.87,13
3,1510.23,10
0,1810.92,14
7,754.05,10
7,1020.01,7
2,1961.36,12
5,1425.23,8
5,1160.88,6
6,1171.26,4
4,961.85,9
0,686.73,5
2,1030.73,9
5,919.22,5
0,1321.22,9
2,2268.4,11
2,2218.74,13
0,624.66,4
7,2293.9,17
3,958.58,8
0,1234.11,5
4,842.15,4
4,4438.46,27
7,1752.84,13
1,629.14,8
1,2487.13,15
0,759.7,4
3,895.61,5
2,1747.81,11
7,865.46,4
3,1810.85,16
3,2102.87,12
3,1021.02,6
7,508.41,4
2,3088.53,16
5,6872.85,27
5,789.23,5
5,2322.6,11
4,1359.65,9
2,3078.05,21
3,3019.06,14
4,1069.95,9
2,522.66,3
2,754.18,3
4,1390.67,7
0,972.15,7
2,1645.63,10
7,1191.58,14
3,614.68,5
7,1445.01,7
0,958.71,9
2,1282.63,6
0,1181.02,13
7,1576.97,12
4,2279.25,9
2,4000.81,19
2,2032.21,17
7,566.49,4
5,1234.13,5
2,966.11,7
6,5937.49,59
2,1800.81,8
2,736.16,6
7,571.14,14
2,2733.21,19
0,6704.68,28
0,1070.32,7
1,793.53,6
5,5117.47,23
0,3412.43,22
3,3575.32,15
1,754.17,6
2,357.58,4
5,884.81,6
2,687.03,4
5,1426.87,11
0,2768.95,19
1,2846.15,14
0,2413.52,10
0,1435.83,9
3,1176.24,5
1,5036.47,26
5,1485.74,7
4,2859.75,13
7,856.61,6
0,1204.25,6
1,1852.67,15
2,682.28,5
4,1999.54,12
7,734.55,5
0,2871.53,15
1,631.42,5
3,614.69,4
0,1132.25,7
4,2321.2,13
3,2611.97,14
4,1674.52,10
1,687.15,3
1,540.32,10
5,2330.32,14
0,798.46,3
0,784.11,4
0,1873.46,10
0,1630.23,8
4,1306.7,8
4,3428.08,24
2,1097.55,8
5,2260.45,10
4,282.82,3
0,401.25,4
3,1472.06,12
4,2782.89,17
0,874.87,6
0,677.44,5
0,1334.43,11
3,1059.95,5
3,900.08,4
1,3135.72,20
1,1537.58,12
6,788.8,4
0,847,5
0,1693.66,9
0,731.34,5
5,1122.92,5
1,639.5,4
2,3344.03,15
0,736.36,5
0,1933.27,24
0,4891.9,25
6,455.36,7
4,125.6,6
5,459.63,9
0,1079.08,6
2,639.41,5
1,793.64,4
3,2681.2,9
5,1598.12,12
5,953.64,7
3,2198.01,7
7,1374.7,8
0,2463.56,12
2,2255.36,10
5,842.39,3
3,1795.22,11
2,759,6
7,696.68,8
0,2008.3,10
0,957.51,10
7,1808.73,10
4,909.84,4
3,2405.91,9
5,1926.73,19
7,2584.48,18
2,963.48,5
0,968.35,4
0,410.91,3
0,1253.74,7
7,1436.73,8
0,1199.13,7
4,2452.81,12
7,5000.1,29
2,575.61,7
5,716.38,8
7,565.79,6
2,2076.05,9
4,793.87,6
2,677.72,6
2,1123.04,7
0,5679.12,29
2,735.43,5
2,971.84,10
7,1920.61,7
7,1639.05,13
0,774.94,5
0,629.01,4
0,1470.69,4
2,1119.74,9
3,1843.32,9
7,928.48,9
5,1445.83,8
3,958.08,12
5,1253.19,6
7,566.5,5
0,1098.93,7
5,951.73,6
2,1803,13
0,816.67,7
5,3123.45,22
2,1164.35,8
0,672.82,4
5,1716.93,9
0,1475.35,15
3,623.23,5
3,837.29,4
7,285.35,3
4,3381.05,11
3,1563.52,12
1,1195.09,8
7,2394.9,11
5,784.29,5
5,1026.26,4
0,1136.14,6
0,880.05,8
0,913.48,4
5,1025.97,5
2,4237.62,19
7,311.12,12
0,1472.66,6
5,956.22,4
1,495.03,5
2,526.87,6
5,3339.79,24
2,507.93,3
3,634.13,6
1,1025.42,8
2,3838.13,30
3,958.16,5
0,1843.88,8
4,905.4,9
0,1969.69,10
7,1248.4,7
3,1204.3,7
0,1180.98,8
7,415.51,7
1,1602.14,8
4,740.23,6
4,3110.66,17
2,1239.3,6
7,5485.86,22
4,402.01,4
4,3975.56,34
5,2285.82,34
5,1937.44,11
5,491.13,7
1,1726.41,22
7,915.19,11
3,1383.3,8
0,1296.74,5
7,968.6,10
0,904.42,6
0,1205.01,7
5,2032.1,11
7,677.55,4
5,928.75,7
5,783.65,8
0,565.9,5
2,895.34,5
3,1199.8,10
5,3664.77,21
4,4071.34,18
5,1025.58,7
7,1053.93,5
3,793.42,7
2,1068.36,10
5,730.84,19
0,1248.4,7
3,3696.36,19
4,624.08,4
4,513.15,9
0,2861.62,17
5,454.6,4
7,784.09,6
3,740.39,5
5,455.2,3
6,996.16,6
7,2444.61,25
0,860.19,5
0,1247.18,9
5,782.48,6
0,994.59,7
5,1093.41,6
5,1442.92,28
7,3657.13,27
4,1486.63,11
0,169.41,18
2,3102.29,17
5,391.99,4
3,723.99,11
7,1142.65,8
4,792.93,5
1,1930.46,11
7,2092.38,11
7,861.22,7
4,1736.43,8
2,2000.08,11
2,2502.88,318
7,726,4
7,2579.49,13
7,1966.42,23
0,687.12,5
0,1597.51,8
4,1155.2,5
7,744.06,4
7,280.89,13
3,974.41,10
0,2334.67,12
0,9732.02,43
1,2753.24,13
3,1547.73,19
3,740.97,7
0,3140.64,40
3,852.52,8
2,1008.6,8
5,3298.22,17
7,2635.1,24
2,791.67,4
4,1190.36,9
5,614.62,3
3,933.33,6
2,842.34,5
5,3110.2,13
7,4110.07,20
7,1025.31,7
5,1548.24,7
5,3513.47,21
6,1423.58,5
3,1079.74,10
3,1481.75,11
0,628.86,5
5,1715.47,12
0,789.5,4
4,1664.47,13
0,696.82,5
5,915.19,6
6,2028.06,12
4,1969.56,9
4,2111.19,12
0,1669.25,11
3,1152.1,7
5,808.41,7
5,792.11,4
4,1088.41,5
3,1648.37,11
5,1185.19,26
4,402.32,5
5,1480.73,6
4,1058.46,26
4,1921.39,12
4,2099.29,14
5,566.67,3
5,2830.94,15
0,1025.33,7
5,1269.86,10
5,938.31,10
2,719.08,6
0,1083.84,6
1,1004.93,7
7,1461.84,15
7,396.5,3
7,798.51,4
5,3014.64,16
2,2076.87,23
0,1375.72,7
4,2250.12,27
3,792.78,5
0,1751.25,17
0,169.39,4
7,614.74,5
3,6633.66,54
1,1083.4,12
3,397.07,6
0,788.28,5
4,1146.44,12
4,1069.07,6
0,681.98,6
2,1969.58,11
4,1309.87,25
6,1045.7,9
4,1406.68,5
7,6314.21,33
2,676.76,5
7,1645.52,9
3,958.15,6
5,454.91,4
2,900.29,9
2,3324.77,24
5,1368.62,8
1,1093.97,9
3,4845.07,22
5,469.54,3
2,1282.57,6
0,1231.01,10
5,6720.04,35
5,285.38,5
7,1137.31,5
7,280.69,3
0,2744.92,11
3,566.69,7
0,3135.72,24
5,1494.9,11
2,1819.74,12
5,1362.15,9
7,503.39,3
7,1247.61,7
0,3621.04,33
0,842.16,5
5,1469.36,10
0,561.64,6
7,15150.93,138
5,750.02,4
0,953.69,9
5,566.82,5
2,1031.33,21
4,515.86,6
5,909.63,12
5,508.4,5
0,1190.34,6
5,10382.03,44
7,1446.36,8
3,3981.1,20
7,1428.14,15
5,1205.94,9
5,1427.6,12
6,22788.69,148
5,2351.9,15
0,929.39,36
0,735.17,8
5,1179.8,13
5,1092.72,9
1,691.37,8
2,508.07,3
7,2733.48,13
0,1243.61,12
0,904.15,10
2,624.66,5
5,860.35,6
0,1586.78,13
7,735.58,7
0,450.31,4
5,900.77,5
0,1630.07,8
5,1030.15,8
5,1137.34,6
0,1139.23,11
5,1069.96,15
7,1039.9,12
0,4518.69,33
3,1547.32,9
5,817.69,5
5,1693.93,11
7,1219.52,12
5,8467.36,44
4,783.8,5
3,909.81,5
2,5182.36,28
0,2747.94,10
5,977.71,10
1,726,4
1,1737.32,12
4,4839.46,29
1,1326.49,20
7,1017.16,8
5,3611.22,30
0,852.38,6
5,730.98,4
1,2831.89,18
5,1239.56,8
5,735.66,5
5,1315.99,8
1,338.71,3
5,590.23,3
0,2647.04,19
0,847.51,5
7,1857.32,25
7,981.86,7
0,2761.43,21
5,672.75,3
0,953.01,7
7,633.46,3
7,1840.04,7
5,1787.86,21
3,3517.18,18
5,1897.28,11
5,1171.32,7
4,798.57,6
7,687.34,7
0,1478.43,11
1,2473.89,11
0,1302.13,11
5,1031.29,9
7,1252.61,9
0,503.5,3
0,2448.09,15
0,1466.5,7
5,1533.43,8
0,1079.54,6
4,861.13,7
5,705.66,5
5,609.32,8
0,1248.42,9
4,280.76,5
7,396.76,3
0,754.23,3
7,1398.92,7
5,1992.17,10
0,2033.24,8
5,1684.36,12
5,1780.66,11
7,905.33,11
5,2415.75,17
3,740.83,6
2,2271.48,15
5,1616.63,12
5,677.44,5
5,1205.4,7
0,1016.78,6
0,522.5,5
3,575.61,3
7,963.62,7
7,575.67,8
2,1180.96,6
5,3466.23,20
5,280.83,5
4,2041.08,18
7,1218.69,19
5,1146.74,15
4,1128.2,6
4,1368.69,8
0,754.71,5
0,966.72,7
3,1147.27,5
0,1515.28,8
7,3886.73,25
0,2160.2,15
3,672.55,5
4,1065.1,7
3,1301.07,13
3,576.34,5
5,812.77,4
5,2303.52,11
6,2323.4,11
5,725.95,4
0,411.14,5
5,3887.05,23
2,1295.99,11
3,1902.41,14
0,2925.2,24
3,1247.06,10
6,2864.59,16
2,1877.34,10
0,2448.9,19
5,1488.8,18
5,1631.78,15
5,1926.79,7
7,1386.61,12
1,1229.11,8
5,2170.5,14
0,468.72,4
5,508.94,6
5,2503.44,13
4,857.16,7
0,798.45,8
3,735.66,6
7,1464.08,7
7,344.2,4
3,1286.64,51
0,1560.98,7
3,9446.58,56
5,705.91,5
5,1063.01,10
2,1297.15,5
5,1174.23,10
5,1407.54,7
5,2035.13,17
4,756.4,7
0,1069.55,6
4,513.27,5
2,1069.88,6
7,1578.62,7
2,1649.77,9
3,847.05,11
5,1524.52,10
4,733.94,6
5,565.97,5
5,2675.18,14
1,561.4,4
0,1839.34,13
0,1941.47,13
0,1650.55,11
0,580.7,6
5,527.16,22
0,3149.91,25
2,619.42,18
5,2829.75,23
0,948.77,4
0,1587.65,9
0,1466.21,8
6,4295.57,29
7,3052.77,19
2,2635.31,10
1,2614.1,27
5,1437.79,10
5,803.79,3
7,2428.71,15
2,1195.13,7
7,2848.85,18
5,799.07,9
5,1360.01,9
4,343.59,4
5,469.08,3
5,1641.1,10
5,338.89,3
5,2216.35,11
0,2779.24,32
5,391.99,5
2,1078.86,6
3,3722.5,23
7,953.64,6
5,1311,18
3,469.91,4
2,909.31,5
1,1930.54,16
3,1476.38,10
1,392.02,7
7,1152.39,9
0,3643.74,24
4,2886.81,18
7,1790.6,13
7,575.36,5
5,1074.41,14
5,904.82,9
4,1817.65,10
0,1657.56,10
5,6990.3,55
0,2913.94,17
5,1350.11,6
0,2060.78,12
2,7366.29,52
7,659.52,6
5,960.93,4
3,285.33,4
0,450.35,4
1,1015.92,10
5,1607.09,9
3,1567.4,9
0,1218.22,13
7,1011.83,4
