class,DU,DS
3,4,306.42406
1,41,5433.656811
3,13,1283.211725
7,18,1782.785634
7,87,7565.565403
3,10,1233.853694
5,26,4141.939237
5,8,1148.409082
3,34,2278.144428
5,9,396.984418
0,7,907.195626
5,13,1234.398041
7,10,941.578313
0,22,2043.305723
3,40,3896.381999
2,17,1544.043729
5,32,1002.399281
0,19,2656.218493
0,22,2688.102664
4,15,1185.659817
5,18,2023.109433
5,8,1438.393921
5,6,623.761579
4,20,2388.625787
5,9,864.664026
3,3,396.637823
5,41,5471.323955
0,15,1190.017564
1,19,1582.614955
3,13,1718.634336
4,13,1665.225911
5,4,453.625171
3,26,220.498391
7,11,397.245708
5,17,1247.485405
0,12,1252.618318
3,15,1490.932228
0,33,383.330718
3,21,2721.607534
5,116,8118.419352
7,23,1555.159924
1,21,884.793682
6,5,582.749929
3,12,882.010809
6,10,769.82279
3,11,1563.879502
0,5,482.70764
0,9,1444.49529
7,41,1522.445012
0,24,942.589664
7,8,907.213695
3,9,910.57766
0,10,702.512222
6,15,396.861284
5,25,241.308965
0,11,1529.94188
7,14,2115.200005
5,7,766.548009
4,34,2322.831683
5,28,2778.385566
7,7,978.490758
2,4,863.571086
3,29,5097.879252
5,46,5359.411511
1,55,6419.884112
3,17,1970.376561
5,37,4009.600561
5,45,1836.772669
4,17,1575.516454
4,17,1817.516671
3,24,1008.638964
7,12,1303.035523
1,8,892.091797
0,23,2517.082863
0,3,562.499496
7,11,586.187628
7,14,2017.382078
4,9,1020.647084
5,6,702.685373
0,9,562.48642
0,15,2046.861387
0,10,1098.319253
7,10,1717.732818
4,7,876.98408
5,28,1891.636872
0,7,793.325767
2,9,1112.818842
4,12,306.292184
5,5,345.985531
2,10,919.574868
5,16,1444.487934
0,21,2894.940836
7,6,865.558901
6,32,3196.663943
3,150,582.006008
3,19,2819.487232
5,8,745.755007
7,22,361.577601
3,10,1784.184439
0,7,796.562617
5,9,1087.512832
0,24,482.727303
7,10,1340.02596
7,13,1321.658414
0,6,661.205222
2,7,800.556983
3,20,2757.160143
7,3,383.296412
5,16,907.20538
0,10,1821.33807
3,47,5752.749309
0,16,1745.805056
7,23,2465.612548
0,6,771.005053
5,9,1438.021521
7,15,345.978501
5,32,3912.624818
5,25,2512.256051
3,7,794.556669
2,7,766.500308
3,58,3304.626097
5,7,676.284396
0,6,1051.938924
4,38,2797.907459
0,4,440.829386
7,5,931.858432
5,16,1623.648714
6,12,1887.261305
2,5,963.655812
7,11,1316.454148
0,12,1144.949797
1,3,292.30237
2,15,1372.792673
0,15,1200.213696
6,11,766.727142
7,25,703.204071
5,7,702.778555
0,12,1630.538927
5,10,1333.891364
5,11,1806.27415
7,10,345.989384
5,11,1229.707336
0,18,1015.896038
0,7,907.223438
3,25,1269.800209
4,9,1271.408756
4,4,650.564273
5,8,800.778002
0,25,2268.024919
5,3,525.104024
3,11,1054.134259
0,13,2032.963701
0,6,527.761519
5,9,1144.957399
5,8,769.488621
0,9,1161.2726
2,5,580.650625
0,7,919.381518
4,9,864.635805
0,7,383.296412
0,9,1006.661705
0,5,241.374569
5,12,1050.407871
7,8,830.894422
4,16,2156.260802
5,8,562.486675
0,16,2199.32079
0,8,488.661469
7,10,1109.355906
3,19,1050.071736
3,7,800.487143
0,7,661.474476
0,4,562.500175
0,5,672.026382
2,16,1149.706081
2,9,661.443427
5,11,1489.876283
5,15,1087.82311
4,25,2486.022614
4,8,730.719029
2,13,723.914844
4,26,4313.941628
0,19,3348.051672
5,4,800.87681
0,20,3115.026843
3,12,1228.969063
5,4,241.338516
5,13,1404.224332
5,22,2539.632862
5,13,1560.670295
3,9,881.969417
5,6,744.803289
5,23,1156.373443
3,12,1002.397739
5,14,1087.767733
7,8,831.621609
0,5,1068.03487
0,8,1234.401097
7,4,346.01112
4,30,3171.559059
0,6,770.29154
0,23,1255.679805
5,5,345.986438
3,23,1952.084863
4,5,623.768087
7,17,1527.734286
5,13,1576.781792
7,12,867.012599
5,9,919.499224
0,7,876.683695
5,25,4151.633207
4,5,818.021291
5,37,5167.607788
0,5,383.37642
5,16,1413.155387
5,13,1953.117814
3,25,2365.829069
0,21,1404.812578
4,6,1124.999925
2,11,488.818024
0,4,562.491434
7,8,766.589965
0,10,1206.668881
0,22,2680.414176
5,13,1462.701074
5,19,2198.627466
4,3,672.023796
4,12,676.643924
5,4,440.604708
0,3,723.801117
7,19,1206.584978
2,30,1373.985427
0,65,4384.669727
5,36,1533.511387
0,14,1071.305831
5,8,1337.606445
5,13,1447.226713
5,12,1206.676173
0,6,745.010241
0,39,1692.588535
7,10,877.145606
0,40,489.511024
4,22,3885.288065
5,54,584.373538
5,7,723.022919
5,19,2115.202778
1,25,581.108326
3,12,292.316483
0,27,1496.777182
0,5,383.418272
0,12,1022.925765
5,13,1679.989827
3,85,8613.845541
7,5,146.225189
5,9,866.964432
3,33,1381.35481
1,8,580.695635
2,14,1968.584902
2,6,723.240193
3,14,1894.457254
1,7,724.057089
5,3,650.760255
3,24,1372.876059
4,18,2759.825603
7,17,672.026303
0,16,1954.361931
0,17,2629.727004
7,10,1169.471088
3,8,220.303219
0,28,146.201503
1,23,1965.295071
7,16,1550.607779
5,36,3163.934899
7,44,4987.338562
3,10,1374.462458
5,11,440.846653
0,18,1795.345
0,16,2295.558379
2,4,818.083771
7,21,1453.892637
3,12,1314.529578
5,18,2662.655198
0,15,1277.675929
2,7,766.738564
6,30,2958.874123
7,15,931.887747
7,36,2288.34253
4,46,4826.398747
5,30,2174.465353
4,7,691.977182
7,14,2406.816733
5,12,241.383299
5,12,1002.402187
2,29,2012.884797
1,13,580.581038
7,10,907.208534
4,28,2254.083894
0,9,866.771658
6,8,306.787936
7,8,818.29371
1,14,2026.044025
4,14,1635.919393
4,30,241.33013
5,47,6582.846499
5,16,1582.586617
5,11,910.784345
7,12,1109.520587
7,32,3108.483119
0,11,438.325464
4,8,1112.828145
2,31,146.130968
7,46,146.124547
3,34,724.087678
5,62,2540.627395
5,16,1796.846159
3,15,584.750923
5,10,1009.05535
2,4,396.745746
4,18,2026.423221
0,9,361.789887
5,13,1401.109478
2,54,4779.203616
4,20,1433.295964
7,45,3067.03915
5,14,1820.986234
0,10,702.871702
3,42,586.160212
0,6,769.663712
0,72,7155.018761
3,8,586.214448
2,26,2309.086601
7,5,383.290692
6,9,731.023526
5,5,612.688226
1,13,731.589091
0,7,453.614869
2,16,1009.131002
7,7,396.876682
7,11,1351.578338
3,30,2423.581816
5,16,1662.824934
4,14,793.264077
3,9,1404.606059
5,37,5036.953494
7,9,1098.887849
0,9,1087.496199
0,11,1156.227813
7,69,4995.95595
5,49,5786.871516
5,16,1773.078865
0,15,1814.417642
5,12,793.572391
3,23,1357.153898
3,7,881.403078
3,23,2861.731419
3,30,4208.069928
0,50,4103.429413
4,15,1284.052561
3,26,146.16241
1,16,1282.595775
3,5,292.438219
3,15,864.614218
7,8,1303.978433
3,14,957.609501
7,9,1112.827542
3,11,1252.609773
3,66,146.166899
1,7,1379.350434
3,103,146.163051
5,36,3107.091527
4,12,1257.115637
3,60,6182.829131
3,12,1356.70281
1,15,1708.925622
0,24,2383.470766
7,6,730.972289
7,25,3254.707448
0,14,1469.452409
5,14,650.760255
0,23,1490.866728
3,28,4082.451301
7,32,2192.320694
2,10,1006.760882
0,30,3045.206399
7,11,580.703817
3,13,1200.289146
2,10,1124.978536
5,14,672.025348
0,21,1801.892293
0,17,2288.559194
4,19,2172.122081
5,29,2240.330073
7,20,2261.504209
2,53,4217.513293
0,9,1068.285769
5,35,1965.595669
1,8,826.984033
0,5,440.96401
5,17,1754.345021
7,110,8338.163927
1,18,2397.371633
7,8,745.623751
3,4,586.158497
3,25,766.730949
3,20,2237.56488
0,6,766.60903
0,29,146.150223
5,62,4949.768866
4,14,220.491492
5,11,1234.40073
7,5,441.029546
5,7,745.448627
5,13,292.252305
1,17,910.592795
4,10,1374.979843
0,17,1824.177275
0,37,345.995501
4,9,1109.598759
0,9,800.434748
7,23,1355.930134
0,17,2182.839493
6,71,4409.31167
5,18,2182.891086
3,24,3176.401076
6,3,724.028669
0,6,612.822881
4,53,2594.961412
1,7,702.412271
7,7,964.930065
0,8,1621.48126
3,21,2033.223771
2,8,1169.306976
1,3,613.628952
3,9,1337.396091
4,24,3707.17902
0,5,724.124799
5,7,723.282674
5,15,1301.222952
7,31,2111.765059
3,3,453.621309
1,12,1372.525699
5,5,441.21907
5,7,1337.718597
7,8,1088.215911
3,14,2211.228723
4,4,453.610143
2,5,612.671387
5,5,672.03083
0,10,1244.173673
0,5,505.772873
0,7,863.813525
7,4,581.775205
4,5,818.353226
7,6,661.1534
2,5,676.263638
1,8,1137.545915
5,23,1149.763343
0,8,958.938117
7,9,1223.319989
7,8,942.112845
5,15,1607.193367
3,18,1932.686386
0,42,2211.564343
2,14,1539.653531
1,11,1944.041579
7,5,525.285638
5,11,1149.677958
5,4,781.940119
0,24,965.266523
5,7,977.640937
5,18,799.184572
3,13,2401.496345
0,25,1563.880212
5,17,2455.901502
7,38,1677.47841
5,5,581.242935
0,57,1753.860406
5,11,1315.899972
5,98,8574.618057
0,7,1037.978349
0,69,3323.253818
0,4,346.002521
7,25,2906.534464
5,27,942.004932
2,17,2540.876259
3,14,1665.833878
0,30,4291.313485
5,21,1269.648739
1,49,1401.060883
7,19,2315.567901
0,31,2731.967509
5,7,661.044531
1,3,383.235361
5,7,580.77744
0,6,584.494335
0,18,866.782372
5,5,383.284971
0,6,965.364269
5,13,1738.402905
0,6,799.196111
4,13,1488.028829
5,17,799.172304
4,15,1488.135602
3,9,1223.328104
2,26,1401.060883
7,8,1256.130398
0,6,831.350061
7,3,582.749929
4,21,3445.411344
3,6,672.661452
0,11,1489.449698
0,25,1351.106641
5,6,691.996665
7,5,702.218913
4,25,2727.871044
1,17,1084.5202
0,48,7365.719302
7,27,2100.924691
4,12,1838.838711
4,26,2987.17005
5,3,396.795825
7,3,612.547865
0,5,586.238964
5,24,1050.607576
7,11,1555.166583
4,21,2056.89668
1,15,241.369839
7,13,584.77655
0,7,453.604984
7,11,1072.53363
0,5,818.126354
2,67,781.939998
0,5,584.671443
5,42,1102.397085
0,7,941.906936
7,9,1084.350003
7,6,884.872498
5,7,799.169055
7,4,650.542481
7,4,745.630003
5,6,396.94595
0,7,864.712145
0,5,582.059234
5,4,612.536632
5,7,907.187014
0,11,1247.334283
1,31,1469.430875
0,8,488.881584
4,18,438.479534
0,9,1228.028312
5,3,146.09692
4,5,488.959779
4,9,942.241803
5,30,2019.496787
0,14,781.939922
4,25,383.335481
2,8,865.237415
0,11,1583.138548
7,22,1555.157405
5,8,525.044957
3,7,796.673219
5,12,866.943021
0,9,1021.016649
2,8,1434.480116
2,17,1099.056158
3,7,770.045347
3,23,2204.551013
3,21,3067.035937
0,4,691.972649
3,22,4390.704172
1,25,2529.058743
5,10,580.560566
7,3,292.463814
1,10,964.649918
5,5,691.953146
5,87,10488.48641
0,5,724.003516
5,118,14028.60211
7,15,1050.253472
3,11,675.376284
3,19,2288.799867
5,12,1322.374171
3,6,959.595548
5,15,1906.386085
7,9,1169.727273
2,47,1228.876655
7,31,2923.39561
5,14,1156.525611
3,14,1252.628869
4,11,1002.396969
4,24,146.205346
6,8,1243.602607
5,9,1444.504438
5,13,1791.985274
5,16,1589.613936
3,14,1593.061398
4,18,2016.079384
2,10,1901.515828
7,17,1998.008713
7,6,818.327722
5,11,978.197953
5,26,3140.804464
4,23,3354.06817
3,12,1588.026125
0,17,881.707119
7,9,650.832777
5,16,1068.194527
5,11,672.630595
4,21,1578.327278
4,9,1233.798131
0,25,3083.459267
5,8,453.600539
3,23,1930.58559
1,12,1758.430906
5,56,8234.264481
1,26,4126.273203
5,16,2105.913031
0,7,724.1117
0,4,383.348814
1,33,2345.819688
1,5,675.806502
3,22,1899.351866
5,21,818.254018
3,12,1453.893489
3,50,2794.770727
7,10,1226.262266
7,16,3283.734572
5,12,1821.33807
3,9,1052.651031
0,14,2345.820161
0,22,2225.652497
2,23,146.170105
5,36,1206.745421
7,26,4058.672109
4,13,453.619736
4,11,1051.160683
5,9,1023.096464
7,45,1895.158611
5,7,723.966313
0,18,1020.571606
4,17,1909.699193
5,9,910.809526
3,20,2046.726888
7,4,241.321375
5,35,2515.311314
5,12,1233.464508
5,7,220.310138
3,21,877.095626
4,13,1466.410057
7,11,1716.432346
0,18,292.247168
0,13,1282.633511
7,32,3517.483352
5,16,1405.064414
5,17,1189.913467
5,10,1149.671712
5,8,876.957144
1,8,863.687839
7,41,661.080827
5,57,220.360276
7,40,3178.932608
0,24,1002.404206
7,25,1465.352625
7,30,586.17735
3,19,1578.312826
4,18,1344.064199
7,8,1161.599857
5,29,4215.472964
0,31,3530.187656
6,28,4172.49173
0,4,440.445474
5,55,1447.274004
0,10,1711.739083
7,5,584.832908
5,68,5655.112722
5,32,3402.99966
5,26,2631.904715
7,6,941.720616
1,24,2109.945402
5,90,769.631886
1,9,623.765484
4,11,1532.162356
5,24,1712.157892
5,24,2802.359299
5,48,489.257574
4,5,781.940098
2,7,910.489331
0,28,1528.375074
7,18,1764.090591
7,20,3216.69709
3,17,1338.194954
5,28,489.56459
7,20,1461.460517
5,16,2313.529394
5,7,1002.402187
1,30,2961.479337
3,8,383.364999
5,17,724.124799
3,53,6950.04058
3,90,440.891537
4,7,438.471838
3,26,2070.855869
1,13,1149.780517
4,16,1682.568727
4,30,1360.832148
5,9,965.026055
3,28,2607.314132
4,20,2453.944541
5,33,3954.754517
2,21,3796.556114
3,16,2248.099818
2,4,440.819025
2,20,1011.44702
2,7,241.352727
7,15,2032.982881
3,19,1709.668448
1,10,1538.85781
5,17,1883.087895
5,24,2587.198838
3,34,1952.223974
2,37,1517.909738
7,9,1068.037449
0,19,1813.308437
4,27,581.609342
5,8,1137.27179
0,13,1602.1602
2,56,5856.057182
4,13,1145.005308
1,21,2209.657191
0,44,7016.66294
2,18,2031.756482
0,30,4487.791079
5,24,4319.683783
0,16,1563.879706
3,10,1225.937316
7,27,3484.30234
3,30,4378.920062
4,5,345.971014
5,36,2555.480986
5,25,4189.043325
5,17,1871.011199
2,24,3621.449602
5,14,1922.948402
5,15,2366.003491
7,27,3156.649636
5,28,1840.853332
3,14,1598.364454
0,17,2240.196863
7,13,941.7059
4,17,1670.886651
3,15,800.57444
7,32,3971.636985
2,7,730.635578
0,23,3300.373177
5,71,2407.612942
7,24,1009.272804
7,13,1006.79242
2,17,864.722097
0,7,885.607148
5,11,146.17972
7,33,2299.93572
6,53,1389.767674
0,9,963.985918
7,40,6912.015896
5,51,2672.431303
0,9,866.750228
3,4,562.492284
0,21,2480.093045
1,15,2581.189233
7,11,1378.80407
4,5,581.840329
4,16,2397.613199
7,9,1161.157982
0,52,6585.679982
5,15,1806.099622
5,6,361.452366
5,9,1745.520986
0,9,864.693896
0,7,781.940065
5,5,919.213288
7,8,1461.581604
7,14,2769.631555
3,5,613.852292
5,7,907.243763
0,9,1011.435051
2,9,1255.708292
2,52,5817.368113
3,1,345.987571
0,3,453.621166
5,10,1811.917448
7,6,702.485573
4,38,4689.47588
7,17,1460.800615
2,39,4325.114067
0,5,827.020231
7,21,2892.639684
7,4,580.638347
2,9,781.939949
6,7,745.504931
5,18,1379.405014
0,6,827.087912
7,9,1315.302863
2,33,3353.461442
0,4,525.498783
0,12,1548.223945
0,15,1983.227667
2,3,383.251585
5,9,1006.742857
7,5,623.758976
7,4,505.689095
7,5,730.79281
0,4,582.094711
3,14,1871.03075
2,8,918.632186
2,5,438.554542
5,13,650.92338
0,10,1712.576398
2,14,1233.7055
3,10,1085.461534
7,8,1437.923185
5,3,724.0702
4,7,942.628285
5,8,723.90827
0,6,661.25185
3,5,527.681433
2,5,724.001329
5,10,1293.721094
1,25,4095.848379
0,6,1087.457383
7,3,482.71201
0,5,702.81848
0,15,1814.427389
5,5,623.753769
2,6,527.748962
5,5,672.771578
4,14,1247.417683
4,13,1755.028449
4,18,1247.480197
3,8,799.182047
5,3,505.871538
0,15,2294.933782
0,28,3258.88896
5,10,1337.886776
0,22,1255.290108
7,4,488.769116
4,5,650.426208
5,8,799.126411
3,2,383.253494
2,20,2758.953262
3,4,650.469821
5,7,866.819867
4,7,506.020881
7,6,818.375891
0,9,885.764347
1,3,580.585133
4,4,562.497122
3,9,919.230115
5,5,892.093307
3,23,3284.473968
7,19,2308.304387
5,4,488.862029
3,7,1149.78338
0,6,731.135543
5,7,586.157926
1,11,2536.992341
2,8,613.035905
4,4,796.439172
5,5,505.850616
7,9,1164.408116
7,6,581.022606
2,6,441.005405
4,16,527.741113
7,11,1144.984868
5,4,482.714924
5,7,672.027654
0,11,1006.666215
3,12,942.666902
5,3,488.827804
4,9,1190.341252
7,8,1156.664473
0,12,1677.036304
5,16,2401.714087
0,5,582.100623
4,4,584.658619
0,7,799.169416
1,6,766.706197
3,7,919.969594
1,12,1770.497571
7,9,1147.701138
7,9,1051.341832
0,23,827.085133
7,6,505.569313
7,10,1009.58456
5,7,672.029322
5,9,866.964432
4,4,505.674128
2,12,1068.217671
5,14,1518.021464
7,11,482.703269
0,3,525.231174
0,6,882.486343
5,21,2456.69727
4,7,799.173026
5,6,1011.201533
5,12,1727.573494
2,7,799.142685
0,30,676.222116
0,12,1706.148339
5,6,800.562802
0,8,1100.598975
0,7,1277.799906
5,12,2361.302746
3,8,525.593931
5,10,959.077677
7,13,881.86591
0,8,675.119179
0,7,942.699077
4,5,525.544099
7,5,672.531349
0,6,482.69744
5,5,623.742052
5,9,1542.50983
4,11,527.54619
3,7,965.326353
1,5,505.895445
5,4,505.898433
7,13,1156.631417
6,15,877.141762
0,11,1206.774562
0,11,1270.459521
0,4,361.867606
5,13,1161.98396
0,10,146.186129
5,5,453.611146
5,13,1357.319971
7,17,977.503989
5,4,505.898433
7,13,1243.719475
5,21,1490.653174
2,2,396.714919
4,9,1144.98662
0,17,1742.687948
5,7,584.845713
3,7,488.729979
0,30,1900.219695
7,11,1087.972563
0,5,965.217943
1,41,5673.892202
0,13,1301.38991
5,27,3766.226954
5,13,1578.300516
5,4,482.719293
7,26,2123.361361
3,17,2320.805584
5,2,453.606704
5,41,5265.008264
4,15,1563.879497
4,15,1526.980414
7,8,1360.861353
3,15,1839.700732
7,5,920.095462
0,9,562.490415
5,85,5356.37284
5,13,1023.253556
3,16,1144.959737
7,16,1907.716105
1,6,722.985107
5,5,525.208476
7,5,623.722518
0,21,3251.09585
2,7,794.126484
7,5,885.458609
7,8,958.838398
0,23,2123.191008
7,22,3553.054814
3,22,2869.511911
5,18,1970.424398
3,8,1559.086261
5,5,796.247451
4,9,1539.47857
4,22,1753.706414
7,20,2690.282361
3,11,1453.8958
5,6,958.578992
5,13,1677.155764
5,12,1293.860039
0,19,2169.862173
4,8,584.758612
2,19,2169.989585
4,9,818.568385
2,19,1729.953718
5,10,1206.812796
7,12,978.139362
3,3,383.253494
0,21,2635.815938
5,14,1304.453333
7,27,3110.289643
7,21,146.163693
6,11,907.22802
5,10,1169.450581
7,11,1351.522868
2,16,482.72439
3,10,1401.971776
0,20,2857.833246
7,16,2236.068728
3,8,963.558386
4,17,1445.128918
5,9,745.148108
7,12,1526.275869
5,27,2812.492393
5,10,1315.2906
5,11,453.612149
7,35,4132.459568
1,38,1149.17566
7,49,7209.192555
7,18,2016.081412
7,72,9729.827212
5,5,146.180361
3,58,8272.863129
7,20,1965.607006
4,27,2693.708327
5,10,1447.338568
5,22,2004.810015
7,29,2627.108587
0,14,1711.319971
5,30,5302.658764
7,38,4388.453144
0,50,7327.504506
1,68,6929.58646
0,21,2369.695622
4,14,623.598669
0,15,1930.725621
5,12,613.226317
3,18,2253.981863
2,10,482.750593
7,2,441.098495
2,19,1524.828987
3,11,941.853018
5,15,2545.953371
3,7,730.747904
2,4,1038.05507
7,26,2662.64311
5,3,676.871807
2,54,2443.72092
7,7,1227.134979
5,6,672.896976
2,6,396.452614
4,14,2555.36915
3,16,2181.621237
0,8,885.379942
5,5,438.425642
5,12,1555.163883
5,10,1225.769137
3,16,1015.904983
0,20,2151.581684
3,14,1437.955969
1,4,612.643321
5,10,1011.602569
5,19,2901.948095
0,11,1444.49939
0,47,5574.179557
5,33,1233.526322
3,34,1758.786963
7,28,4951.001902
7,17,1929.091591
4,24,2313.930192
7,31,4385.497308
5,4,584.625268
0,8,907.212548
7,16,2013.449984
2,7,505.811751
7,11,907.200791
7,9,730.619525
1,13,1469.424666
7,12,1583.058439
3,22,241.336328
5,19,1712.495939
5,6,562.4905
5,14,2106.435066
6,20,3035.987094
0,4,623.659972
5,12,1102.172742
0,5,584.850834
2,6,651.010308
7,3,241.346534
3,12,1372.675897
3,10,919.213288
0,53,4721.2815
2,11,1522.634838
5,6,885.589677
5,2,396.980572
4,8,827.202657
5,15,1559.871005
4,141,613.343835
3,37,584.576507
3,4,691.999382
5,6,505.892457
3,11,1355.632588
3,5,650.662295
5,14,1494.808716
0,8,582.449141
5,30,5685.143583
7,21,1490.214765
3,56,146.148298
3,80,6522.134293
3,4,672.026939
7,26,3173.765859
7,90,506.071616
7,12,584.794485
0,28,1533.644563
5,11,306.706877
1,8,1102.931439
0,8,723.310989
3,25,3035.845487
5,11,1172.32328
3,22,3026.735982
4,12,1465.969722
2,15,1070.658016
0,4,582.873655
7,3,488.910911
0,8,1226.63172
0,7,800.586077
5,46,5986.06146
6,18,1446.595521
3,26,2383.445151
7,19,1223.328215
2,17,1446.334211
2,27,3064.438728
4,24,306.482928
7,18,1161.518074
6,11,1444.503807
4,17,1169.63508
5,8,1020.79044
5,29,3939.131319
3,10,1345.267802
3,11,1150.057868
7,10,1105.568824
5,21,2023.001746
5,29,146.105918
5,4,650.767509
1,6,766.557546
7,16,2348.61365
6,17,2721.723563
5,17,1863.721619
7,11,1314.627847
7,8,864.915595
7,18,1592.857051
5,7,1070.25798
0,12,1011.39914
1,12,441.022649
0,25,1255.71304
5,11,1172.366691
7,15,1384.001481
7,23,146.125189
5,7,661.205222
7,40,1682.289264
2,15,1665.83589
5,14,612.654548
5,20,2051.760544
7,4,799.18926
5,23,963.655812
5,9,672.894778
5,19,2467.114439
0,10,1404.437826
7,32,5702.025336
5,21,2501.621573
5,7,1020.473455
5,11,1225.331548
5,16,2743.293571
3,5,827.012808
0,6,892.087125
0,8,910.580182
3,11,1488.031796
5,67,5042.859716
5,6,864.660707
5,40,3306.938941
7,12,1522.972093
5,4,397.003647
5,8,770.688164
5,10,1304.61149
4,6,527.686147
7,18,2780.401883
5,49,2097.452266
0,18,1162.220731
5,18,1293.731519
3,20,3916.420631
7,8,723.95167
5,16,2330.309526
7,35,4205.490015
5,9,1223.328215
0,24,562.487866
3,2,241.357826
0,32,3073.205221
5,33,1294.075172
5,28,818.373058
5,6,146.165617
5,13,796.000041
4,10,1372.133203
2,42,4901.642342
0,23,3196.588808
5,7,1252.613794
5,5,1002.404028
1,7,1148.06126
7,16,660.935601
0,15,1809.937955
0,4,703.33025
5,3,661.334717
4,20,3464.412475
2,11,1404.317747
2,5,867.819147
0,7,907.211688
4,10,1102.48333
0,12,1527.942623
5,13,1883.48047
0,7,1006.596289
5,12,1432.590186
7,9,1836.78509
6,16,1884.06864
5,25,3387.042836
0,9,586.201326
5,11,1813.384571
7,6,584.996698
3,11,884.968801
4,21,2976.97006
0,7,882.327928
5,10,1356.144242
3,17,1404.755221
5,12,1112.822027
2,9,489.091653
5,6,799.144131
5,12,1227.6711
7,4,958.339369
0,24,3239.804502
2,16,1892.202238
3,21,3106.051211
0,17,2311.839299
0,8,1247.323854
2,27,3460.0286
7,3,582.088798
5,5,1002.404028
1,16,1985.225235
0,8,907.210828
0,12,1654.104458
0,13,1015.89984
3,7,864.605914
5,8,1461.229786
7,9,793.387444
4,6,586.164783
4,22,2842.645721
0,21,2632.128254
0,7,586.146494
7,11,1517.372452
0,7,1015.879697
4,8,1374.039969
4,3,672.030592
2,8,931.915458
7,5,527.583957
5,8,650.872649
4,12,723.216588
2,12,1315.375098
5,4,361.895852
7,11,977.650717
2,31,2970.189151
3,7,527.61227
7,8,931.840992
0,58,7023.565971
2,12,1544.429416
0,12,1999.31629
4,11,1742.246436
7,19,2923.196164
2,16,306.70408
0,15,2204.92226
7,8,1185.15435
0,8,1242.874746
0,6,963.93037
2,6,818.149059
4,26,2810.611054
0,12,1085.440335
0,6,661.054902
4,9,1226.262266
0,8,1099.213879
3,36,306.300607
5,2,241.333047
0,8,1466.219291
1,31,5495.280711
7,4,525.308326
0,15,1795.037974
0,7,1112.815316
2,12,1309.451694
0,6,931.825131
5,11,1161.428089
3,11,1338.572904
3,4,672.028091
2,8,702.33228
0,8,1149.886377
2,6,892.089414
5,9,1434.150624
1,5,672.030751
2,9,1124.988727
0,8,1206.836456
0,6,863.768643
2,11,1518.366986
0,6,580.994022
4,10,1633.824918
5,8,942.107778
3,4,527.484776
7,13,1773.315827
5,4,505.904409
0,11,1087.535009
7,9,612.817273
3,9,1087.839721
4,5,730.914624
7,6,241.376388
7,5,672.0296
5,3,441.119173
5,9,1023.562885
5,37,241.329036
0,3,383.284018
0,32,2802.639882
5,25,1706.203774
7,25,2167.801301
3,7,867.584436
5,6,675.612305
5,7,702.731969
0,9,580.781529
0,7,864.542774
1,9,1444.726532
5,9,867.333441
6,24,220.382739
0,9,1528.311029
0,7,1023.343267
1,4,438.719708
5,18,1344.058565
0,9,831.746282
0,8,818.225659
5,7,453.612435
5,13,1794.869039
3,19,1550.641945
0,9,1023.19971
3,12,1381.513268
0,6,730.831289
3,13,1895.003549
3,18,1729.246702
4,4,691.951331
7,11,1438.242592
2,6,1019.777909
0,8,770.299478
5,5,438.592982
7,3,383.350718
3,7,766.595685
4,29,1277.758274
5,19,2969.09397
0,10,612.856532
0,3,345.981903
7,4,672.797991
0,3,525.557691
0,17,2684.290974
3,6,672.031068
7,6,1002.398688
7,5,623.726426
7,6,942.225254
2,10,1309.313308
0,7,966.175543
5,11,1105.857899
5,30,2258.654698
0,7,876.907109
3,5,942.088192
0,15,1022.961714
5,30,1750.689832
5,17,2380.763386
7,13,723.546786
3,8,958.668809
7,13,1444.203088
7,7,453.601973
7,11,1255.836435
3,3,346.000031
2,23,2397.39334
2,18,1746.567852
0,4,864.539449
2,5,661.039345
5,7,885.938918
3,9,675.764901
5,6,613.293478
5,28,1137.017792
3,5,623.659972
0,1,292.356236
7,8,885.309999
7,5,306.396015
5,5,793.125223
4,13,1247.237784
2,8,864.539716
3,4,396.99211
7,8,525.498783
0,5,527.550912
7,5,582.519954
5,20,1880.352656
0,22,1999.405129
3,13,1894.460951
3,4,562.495849
5,29,3299.689706
3,15,1929.844125
2,5,745.273371
0,4,292.448459
4,16,2140.790052
1,51,3660.072258
3,10,877.003318
4,19,2353.653963
5,6,623.646933
0,9,1488.123742
4,23,1070.452645
7,58,7820.629145
4,18,1277.75929
2,8,877.529567
7,13,892.09225
4,4,586.187057
0,32,3364.692575
7,17,1689.428286
4,15,1634.602772
5,10,931.86715
0,10,1351.35642
7,21,818.225659
7,11,1678.724695
3,23,2668.931712
3,10,730.898602
0,11,1147.905245
5,31,3899.241547
0,15,2569.803205
2,66,1150.012158
3,9,1051.070073
0,126,10866.42732
5,14,612.996681
0,9,482.757141
5,10,818.276701
5,12,1374.816519
5,10,723.725796
0,26,3591.772533
5,19,1673.982448
0,6,661.541732
0,20,1907.093972
4,17,2339.2804
0,9,1006.67298
0,24,3162.97868
5,46,4352.053492
0,6,942.024526
3,6,1124.989576
0,5,623.760277
4,4,505.674128
1,21,3532.790326
0,6,881.382336
7,6,1021.167358
5,39,3737.399616
4,5,818.109322
4,16,1314.812044
7,23,2830.212117
5,43,5023.772952
5,4,241.379298
7,11,1446.445436
3,9,942.283966
7,6,827.076793
3,10,745.135578
5,11,1381.265649
