class,DU,DS
0,17,2193.085174
7,3,346.012703
5,7,1054.985305
7,6,766.904023
0,10,1401.670321
0,7,730.844113
7,8,1068.207386
3,18,1164.100728
0,7,864.743656
2,31,1894.460681
5,8,1172.333565
0,11,1015.89984
5,5,723.876409
2,15,2142.93522
5,10,1531.895923
5,6,581.88768
3,11,1226.049397
0,27,2719.292076
3,5,892.092461
4,18,1758.728859
7,28,2262.243899
7,5,453.612005
3,8,1432.063985
5,5,383.250631
5,9,1490.327538
5,9,730.6741
4,7,1037.97631
0,7,942.731249
4,23,383.312616
5,75,361.745111
4,14,1607.553624
3,10,781.939768
7,15,1446.508706
5,20,2235.810414
5,6,1112.822802
0,4,361.509097
5,7,584.612438
7,10,1011.80583
2,8,1447.526107
2,5,525.276562
1,4,361.535087
3,14,1313.533374
4,13,527.54619
5,4,241.365471
5,11,1149.711808
5,8,884.89001
5,7,942.420898
7,5,383.305945
7,6,292.412612
5,13,1742.700206
5,15,2017.798527
5,12,963.586228
2,12,306.64534
0,54,1709.611344
7,13,1155.96946
5,37,3417.808295
4,10,1206.668881
5,9,661.303646
0,12,675.542911
3,9,745.711263
5,27,3748.589881
5,22,1930.818901
5,24,1518.037799
4,10,1087.485109
0,25,3555.182371
5,7,1243.199829
4,17,2312.364567
5,12,965.425477
7,62,453.607421
1,10,1242.562445
0,5,438.40446
7,11,800.632619
5,29,383.409715
5,8,723.953177
0,11,1444.509963
4,7,723.476078
5,11,1839.625676
5,10,1124.977346
5,4,796.255976
5,5,702.465584
5,24,3197.476046
5,15,1255.817456
5,6,730.658051
2,18,1575.911363
1,7,1021.78445
7,11,1258.015315
5,8,1053.453788
2,14,1438.250775
5,13,2215.46176
5,31,3117.602036
5,8,781.940054
3,7,488.959779
5,20,1234.393272
3,8,910.71381
5,24,482.717108
5,7,1228.614686
0,23,799.160028
4,20,2324.882026
0,2,345.991424
4,22,2845.71802
0,5,744.771916
5,9,964.545797
0,12,885.72942
0,13,1137.616951
0,4,361.742754
0,43,4780.813705
2,14,2109.528505
3,15,907.213695
0,21,1144.972597
0,68,766.717622
2,10,1186.135483
2,5,744.903652
7,11,1461.543924
5,10,1601.52112
0,9,1185.727807
0,8,885.143821
0,9,1281.298244
3,6,702.258931
5,26,1037.891245
4,7,702.758591
5,7,1383.89994
1,5,525.276562
7,44,5664.64708
5,14,1448.004845
0,13,1846.186066
1,9,799.137985
1,12,1402.009431
0,29,2540.649001
4,9,580.765172
3,20,2377.361222
5,13,1461.255102
1,120,5446.158938
4,22,672.936544
1,6,660.790269
4,13,1578.340181
0,3,525.358228
7,2,306.552965
3,15,766.833692
2,6,910.390831
5,4,146.177798
7,14,1490.879674
0,10,919.532846
3,10,1150.120694
3,3,306.566967
3,11,881.990114
7,32,4054.984569
7,10,1301.128545
0,26,2962.383122
5,18,1087.800961
4,17,2125.89971
2,8,1443.775731
7,39,292.303653
5,28,4556.083111
5,23,2338.531854
5,5,958.409277
0,23,1776.517648
5,9,361.907618
5,14,1006.90498
2,8,1234.390335
5,17,881.741647
7,9,1109.401208
5,20,2424.153107
0,14,1883.352924
5,91,2580.919114
5,2,306.53336
7,8,1149.486678
3,22,2976.401621
2,20,1337.171613
5,9,796.430656
0,7,1281.411771
0,3,383.425878
5,14,1015.881041
5,8,562.49016
1,5,440.791391
5,6,361.672009
2,16,1447.750777
5,17,2889.016611
2,21,2097.519285
3,35,3539.595042
1,17,580.585133
5,44,6808.031745
5,40,3998.700767
5,16,965.441499
5,7,146.232867
5,12,881.720931
4,28,2767.861572
0,5,795.974428
3,13,1380.988128
7,4,586.213307
0,21,612.413028
7,10,766.586151
3,37,1985.058052
0,6,793.302635
5,14,2013.755614
4,9,877.210941
4,1,220.408649
4,8,1008.127251
1,5,482.625961
5,8,702.35228
3,20,2811.801815
0,6,831.372089
7,5,525.906179
4,27,1909.439111
2,21,960.112642
1,13,1951.776787
5,22,920.087073
0,5,781.940161
4,5,505.751934
7,22,1543.138501
0,17,1467.494618
5,6,702.33228
3,5,306.432472
4,11,1693.056503
5,7,1015.868268
5,19,2846.662222
5,4,612.749954
7,4,383.262081
3,8,650.655037
5,19,2059.832312
5,36,1020.42059
4,7,1137.474865
7,15,1607.645388
4,17,1836.822337
6,21,965.090031
3,8,623.6704
7,11,1622.132921
0,14,1360.80893
2,3,241.306409
3,19,831.562919
0,22,800.841941
7,28,3483.871773
5,8,907.21828
5,20,881.237091
0,33,4340.735111
5,12,1687.473029
5,13,1002.40195
7,12,882.052194
5,7,672.0267
7,11,770.045347
5,5,691.988964
5,9,396.591544
3,7,1049.507732
0,8,396.22462
3,14,1491.778622
7,11,1242.666569
4,11,1444.358395
5,33,4121.034439
0,8,672.665859
1,28,1105.781163
5,14,2159.746344
5,30,4031.958328
0,10,1020.714999
7,7,650.738492
3,13,1461.934967
5,7,799.156416
0,22,241.369839
0,11,770.910024
0,12,1225.410124
3,8,1105.853861
0,31,1630.528269
5,38,5014.298491
0,8,613.10313
7,14,892.089113
0,28,1465.617185
0,13,1533.70541
7,22,2683.255003
0,15,438.614116
0,23,1112.819703
1,12,1277.670842
0,10,1147.893242
5,17,1053.431817
6,11,744.859748
5,33,146.127758
1,6,453.617875
5,7,527.61856
4,11,723.216588
3,17,623.838327
3,21,3084.232703
5,25,2782.628515
4,17,1469.452044
2,68,2874.626245
4,22,3469.91634
7,26,3064.569636
4,5,562.500429
4,24,2275.071527
0,9,1068.127621
1,5,527.788194
4,16,1346.817201
4,6,488.847362
4,23,2454.889628
5,24,220.398286
0,6,766.864112
0,7,581.063431
7,11,1269.843476
2,13,1269.940809
5,20,800.673336
5,7,1011.80583
5,5,793.102074
7,3,581.210313
7,7,867.11425
4,8,877.425984
7,9,1234.392537
5,21,3228.014205
3,9,885.755615
1,5,724.064737
5,12,1555.128128
0,11,1223.328104
4,6,864.544436
5,4,580.818327
5,7,488.78379
3,40,3954.772628
2,9,345.992103
3,20,2391.032189
5,21,2288.198055
7,8,827.06011
7,23,3375.004352
4,12,1496.590717
3,11,1491.466801
4,10,1038.015033
3,14,146.229668
4,15,2023.121396
1,28,1717.281571
2,4,1049.908089
7,7,146.161128
0,5,703.575774
2,5,692.041008
5,31,977.953759
1,19,1625.27754
0,31,2891.918332
4,6,438.462215
3,16,931.860017
5,27,4172.523595
0,19,2249.978133
7,32,3542.338306
7,22,1124.974796
5,27,2099.028101
5,25,2657.370006
0,5,623.794111
0,27,2922.16254
5,17,766.64143
5,12,1588.330865
7,9,1598.329807
0,20,1814.439426
7,7,864.226137
7,19,2028.531025
5,11,1813.137103
2,10,1234.397308
7,10,1189.971302
5,35,361.556346
2,15,1372.867721
5,9,1247.477592
7,7,744.721712
1,33,2894.098612
0,6,941.676464
0,14,1490.874011
2,7,965.169983
0,12,1161.288971
2,8,793.156085
3,22,1563.879488
5,28,527.421735
5,27,4772.58643
5,17,1316.674264
7,9,584.630399
5,27,2743.345753
5,8,723.282674
4,14,1383.942577
7,26,3217.158231
5,17,582.283816
1,35,1252.635399
5,3,292.357518
4,9,675.584549
0,30,1955.653416
0,29,3469.408541
5,5,1020.503658
3,11,965.496821
7,5,438.379421
4,28,2894.394474
5,72,241.341432
0,13,1356.358246
7,17,1438.287594
7,57,9453.205023
5,15,1023.231122
0,24,345.99754
4,9,1518.032355
7,24,1333.900144
4,12,830.916487
3,5,488.94512
2,3,527.709709
5,11,1304.435756
7,38,691.981261
5,13,876.968689
5,11,892.088721
4,30,2904.481238
5,32,1880.961301
3,107,623.735541
5,9,1379.220764
5,284,241.358918
5,12,1109.467082
2,9,146.196379
7,8,892.087908
4,9,527.639
3,6,702.758591
2,19,2713.084878
5,22,2175.352661
2,7,586.173352
0,5,440.884633
3,11,866.948374
0,48,4915.152217
4,40,292.357518
5,74,4121.457512
5,18,586.166497
5,38,3045.628063
7,17,1728.930887
7,86,220.183759
7,52,10154.88639
5,10,892.093126
5,4,220.615561
7,5,863.804549
5,74,6998.848574
0,4,383.264943
0,22,2581.432273
6,10,675.764901
5,18,1970.534742
4,27,4009.576861
7,17,2239.871718
0,24,1677.359133
5,37,2674.946458
5,15,1234.416964
2,26,3136.693553
7,32,1728.765931
2,17,1928.898385
5,42,3242.193523
4,24,1356.203698
5,8,730.805637
3,24,1163.745767
5,12,1351.453522
1,38,3358.771625
3,12,1405.420092
2,20,2359.344775
7,69,6656.439367
3,29,3038.656999
7,7,1226.710046
2,9,661.158583
3,21,623.749863
5,6,482.679948
0,10,1023.020117
3,135,1543.705986
5,9,1009.735611
7,23,942.323099
7,14,584.612438
6,36,691.973555
7,7,660.925224
7,12,1661.318965
5,26,525.430788
3,21,1379.070549
1,12,1138.154358
2,10,2121.138568
4,32,4364.987409
7,4,453.599821
0,7,581.067512
5,12,1124.981764
2,11,1495.39861
5,15,1338.30697
7,5,396.788121
2,16,1112.820478
4,40,4181.804263
7,13,1002.400763
3,32,3105.359708
3,31,2763.353211
7,82,1814.422229
2,25,766.827987
0,14,1532.092256
5,10,613.175931
3,45,3765.650486
1,10,440.822479
5,6,306.207919
0,7,623.734239
3,58,8374.486355
0,9,1148.552923
0,10,1578.312518
7,9,1404.364996
7,21,1148.552923
0,9,675.924332
5,9,907.207387
1,7,1102.017338
0,9,1379.923021
3,24,3663.811474
5,8,723.070173
7,17,1497.636909
3,33,2485.311736
0,18,2268.07005
4,61,2628.196094
7,27,3065.668564
0,4,525.752391
4,4,482.692339
1,14,562.500938
3,22,383.276389
7,35,4170.116935
5,54,3853.185259
1,148,584.809856
5,11,2412.188369
5,8,781.939766
5,33,1884.270832
5,23,1488.227483
1,15,2225.650084
3,6,744.953818
2,66,3941.156037
0,22,2287.245423
5,7,931.919415
3,13,306.70408
5,17,220.405195
5,11,584.694524
0,4,800.70823
0,38,2593.683163
4,9,1112.834789
5,9,220.438001
3,30,582.159735
5,15,1489.336714
0,19,2254.57885
0,6,723.202424
7,37,3400.650386
3,6,730.719029
7,52,1970.157943
3,26,4252.734298
7,15,2167.134915
5,7,781.940116
5,9,581.869925
3,7,292.29467
3,15,2103.884429
3,24,2352.344904
4,23,1234.392905
4,8,931.898834
5,7,438.56992
5,11,1052.397759
5,41,3699.8978
3,8,1383.920809
3,7,781.940021
5,4,527.572944
0,9,1054.649289
5,17,702.258931
5,52,7316.101409
1,8,580.761082
0,39,6392.909709
7,12,562.49067
5,48,306.628551
0,17,1539.223983
5,13,146.19702
3,168,769.034462
3,16,1880.994184
4,11,730.719029
4,19,3445.6228
3,39,800.748933
2,38,4390.72901
7,13,361.702672
4,7,731.106748
3,14,1814.420509
5,4,525.308326
7,16,1587.637584
0,11,1445.405384
0,10,586.172209
0,17,2240.192016
2,2,453.59566
5,12,1894.858341
0,7,672.027813
0,16,1983.071356
5,22,3418.154002
7,4,505.680115
0,5,910.534765
0,12,661.308825
2,8,580.650625
2,4,660.904467
1,5,612.738732
0,24,3051.628336
0,4,830.563237
2,7,723.975069
7,10,1148.277183
0,17,978.041689
7,4,505.781846
2,10,1124.991783
0,5,453.5981
5,13,2164.537848
0,18,2022.834188
5,13,1445.383618
4,13,525.98302
3,16,1689.19853
0,27,2095.477138
0,11,2175.474536
3,19,1944.04631
5,17,562.496273
0,13,1836.802682
5,29,2956.499201
5,4,306.412843
5,15,1961.810503
4,5,881.340845
0,6,818.106484
3,7,942.312702
2,8,965.241701
7,17,1446.72975
3,5,438.348593
4,20,2964.522196
0,17,220.41383
7,31,6659.949889
3,7,1052.651031
2,6,702.791864
0,8,965.792872
4,5,731.039534
7,9,1281.487439
4,7,527.770935
3,11,1269.65956
3,29,2598.932562
5,7,397.072852
3,18,1839.707498
0,14,1907.655923
4,29,2677.023457
7,5,730.683729
7,12,1172.346132
0,68,241.322104
5,5,766.788043
5,12,1227.62645
7,2,146.152147
5,22,1532.050191
5,11,866.819867
4,12,978.79306
2,10,345.980089
5,7,876.987928
3,14,1673.984698
5,17,1301.026842
5,12,885.406167
5,12,1161.657093
5,10,1432.439897
5,18,1102.276304
2,16,1863.794499
1,7,863.723755
0,24,241.325753
0,10,220.358547
7,14,438.581452
4,16,2095.4902
0,11,1009.291706
2,9,1112.828231
4,7,482.710553
3,39,438.406386
3,6,676.229037
7,19,2267.996955
4,7,723.801117
2,7,527.434348
0,9,1053.047122
5,52,6272.304105
5,15,1673.979827
3,8,885.572204
3,30,3861.684411
4,4,527.557207
6,7,723.344018
4,13,1742.246436
7,176,613.506009
7,5,623.751165
7,8,910.59784
0,16,1676.983189
2,9,941.912833
0,7,818.041174
5,35,3249.87694
3,15,241.341432
5,4,580.92867
5,5,613.170332
5,17,3047.702203
0,6,613.433326
3,21,1360.84289
1,30,1555.165503
3,15,2311.939096
0,77,9201.317406
5,9,744.640107
0,10,794.464544
2,26,1053.409845
0,35,1315.131139
1,3,220.280728
5,28,146.154713
5,18,3470.738326
1,3,220.351634
5,15,1023.172781
2,2,383.222949
5,14,942.608975
7,3,346.013156
5,16,831.716953
0,4,723.221309
7,4,292.330592
5,14,1252.665015
5,19,2242.983293
5,15,489.018402
7,4,581.202157
7,18,1872.624148
0,14,2441.088952
2,21,3374.930506
5,4,438.454517
7,9,1110.0589
7,9,672.026342
2,9,1303.546947
4,11,907.246051
0,6,723.992577
6,13,1101.481497
0,5,672.026939
4,16,2070.835051
7,8,766.589965
7,10,1372.099779
5,7,527.62485
7,18,2891.303083
1,19,2830.226379
4,3,438.408312
3,8,876.78003
5,26,941.823603
1,4,396.549108
1,19,885.851644
2,9,1185.076524
2,6,650.731236
2,5,650.509788
0,27,2111.560087
7,13,1453.896286
2,15,220.475967
0,18,1881.602188
0,10,1351.259299
7,4,220.563894
7,11,1037.999413
5,11,867.007248
4,21,2312.793204
1,9,818.302214
7,13,1447.250359
5,10,1301.839512
5,22,2676.267699
3,11,1732.808763
4,23,2818.316178
5,54,5938.5
7,14,2219.526394
2,19,1293.794055
5,13,438.398683
1,22,799.131114
0,30,2528.310759
5,32,505.766891
7,41,2818.209445
5,17,1023.0291
0,5,584.599607
5,13,2286.43755
0,8,942.054793
5,25,3593.035681
4,8,672.584292
5,92,8878.116456
5,5,675.501265
2,11,1148.169236
5,17,876.949448
4,30,146.154713
5,30,361.655495
0,8,921.259366
0,6,306.39882
0,7,744.784466
0,8,1184.833211
0,10,1233.619015
3,6,672.029203
3,5,584.648358
3,14,1592.36273
7,15,1822.699175
7,42,220.408649
5,4,440.781026
0,7,582.573048
0,12,796.093926
7,3,361.745111
2,5,488.910911
3,6,723.829355
5,36,2110.254004
5,25,2274.502949
1,24,2745.818806
7,16,1634.90687
7,8,866.900193
3,7,672.027813
5,6,527.544616
5,24,1070.095683
2,7,397.16891
0,6,672.026223
7,14,818.33339
5,11,1346.929253
7,7,306.300607
6,33,2289.521466
7,28,2421.486264
5,20,1240.897409
7,19,3566.582571
3,37,4047.255227
5,24,3171.532242
5,12,965.409451
0,13,800.830317
0,23,2796.107382
4,8,1495.844178
4,6,1084.576909
5,15,1322.902378
3,4,396.367643
3,5,345.994822
3,12,1635.883455
4,13,1138.093559
0,16,650.586061
0,31,4408.688413
1,26,1488.357796
5,13,1550.680116
5,4,241.337058
0,8,1112.819875
2,9,1161.501715
0,34,2454.705545
5,16,1542.55822
7,20,1738.274692
3,5,586.199614
7,11,919.751298
0,7,818.429705
4,25,2392.206572
7,16,2745.485252
5,34,1944.159703
5,10,1037.971552
3,11,146.18677
4,18,2203.265656
7,8,1098.793143
3,22,2359.297409
7,28,1823.02308
0,9,1517.908374
5,24,1301.846759
0,30,3983.840779
7,28,2946.558527
5,16,965.76096
3,82,13769.84976
5,5,482.749866
5,6,1055.095527
0,4,766.490765
0,43,6010.899343
7,16,1490.852159
5,53,1226.463828
0,12,1438.050192
4,12,1223.321878
0,6,796.50729
4,4,396.94595
4,26,1150.060251
5,20,1303.502888
7,14,2366.136143
0,11,1970.527388
1,60,1294.303875
2,14,1547.754476
0,6,672.885983
3,3,396.603115
3,12,1517.175018
3,14,1156.307257
7,3,241.3294
0,8,959.027841
2,17,1839.342991
0,2,361.343538
7,41,4631.805502
4,58,1446.839303
0,27,2542.586722
0,56,907.244907
4,11,1531.390721
0,10,1006.713559
6,9,1345.170789
1,160,864.426336
3,7,702.09882
5,23,2818.290843
2,31,2563.214437
7,13,1383.919902
5,6,1009.688415
3,15,1531.67145
5,39,4664.474044
0,23,1635.328967
5,13,1226.396651
7,5,692.013416
5,20,1453.896408
4,13,1051.115381
4,15,892.090469
0,29,146.144448
2,101,11215.0879
3,8,910.749083
4,4,292.248452
5,7,799.147745
5,58,6690.34891
3,3,361.697955
5,2,220.282459
0,6,505.82371
6,14,1099.056158
5,14,1968.95229
5,8,867.066105
5,47,3737.430889
3,31,3473.200927
4,7,781.940028
4,9,1577.921943
5,8,1098.803667
5,27,3555.696455
5,16,1813.118064
7,8,919.650493
5,20,2401.363469
7,30,2288.537447
5,6,525.104024
7,9,910.839736
7,7,724.130256
7,11,1037.932782
2,12,1258.143693
1,10,1124.987369
4,10,866.894839
2,38,2209.454611
3,16,2189.555947
0,26,2344.641987
2,18,2125.89102
5,9,1169.009219
3,43,4125.184426
3,12,1317.846353
0,6,691.946793
7,12,346.013834
5,7,1144.957983
3,8,1346.728915
0,22,2363.633245
3,29,1930.547642
4,13,1758.696373
5,15,482.620851
7,13,1161.354446
7,11,1085.849896
2,4,482.72439
0,39,2747.724356
5,11,527.475324
4,19,796.358248
3,17,1054.298706
0,8,1406.529749
0,29,4299.977901
5,4,586.202467
0,12,1431.913544
7,13,1102.138215
3,160,505.707052
3,18,1053.310955
3,26,2225.652497
7,5,586.184773
0,19,612.996681
0,60,864.611347
0,6,942.376894
4,3,241.320645
4,13,1922.959587
5,15,723.890523
3,9,612.963054
0,8,1138.235409
3,11,1234.476428
4,17,1753.929679
3,7,730.905011
0,12,2105.775266
5,17,1491.124842
4,26,2824.999939
3,34,1085.447402
0,7,770.140673
7,10,1527.910576
1,10,942.666902
7,7,744.966358
6,17,1071.693989
5,6,580.490941
5,14,1401.147268
4,23,2516.851989
1,5,241.31079
7,8,723.164647
3,27,1758.424044
3,26,3501.253678
5,18,2106.836808
5,9,965.330729
3,16,2020.423849
1,15,1161.117037
7,64,3121.10564
1,17,1829.530435
4,16,1252.64494
3,2,146.132894
7,29,2784.495979
0,10,1055.07034
7,11,1598.342803
5,13,1084.612347
1,4,672.026143
7,16,867.493684
3,65,146.152789
0,13,885.44113
7,16,1303.705514
0,26,1742.037804
7,29,942.203122
1,108,220.356819
1,10,1381.493465
0,12,1356.405788
0,23,1555.145001
5,6,650.723981
2,8,795.833489
5,19,1390.123434
0,6,220.403468
5,19,1547.133281
5,13,241.318091
0,17,1200.187281
2,16,1608.856935
3,7,1021.250215
1,9,793.240939
3,13,1653.655987
5,58,1587.853046
7,10,220.42937
5,10,1241.064288
0,45,4030.389474
5,8,831.08559
0,14,2070.543339
5,7,1185.426611
7,7,586.148209
0,30,5059.357696
0,14,1654.163779
1,5,581.846249
3,18,1405.384058
0,7,691.985339
2,7,1169.455708
4,19,867.023301
3,5,769.496582
5,14,672.026939
1,10,1087.656941
7,10,396.803527
5,18,1711.642392
3,7,1011.847657
3,27,2454.208714
2,89,1816.913062
3,4,691.969022
5,23,702.678715
7,60,220.273807
5,7,613.063918
1,23,1300.954176
7,20,1241.36077
4,39,2191.71405
4,9,864.522825
5,79,482.715652
4,11,1055.104971
7,28,527.577664
3,17,1894.961424
5,13,1333.891769
3,7,241.315536
7,29,220.391377
1,6,723.546786
0,30,2770.996611
7,8,383.329766
4,31,220.318785
7,12,1404.63789
7,5,525.117652
0,16,220.372372
0,28,793.024896
5,26,2601.198306
0,36,676.588647
5,13,1022.889809
7,56,2543.454558
2,24,2295.462317
4,19,3116.891516
3,10,1137.576361
7,14,1379.841292
5,14,1776.551618
7,21,1055.177353
5,14,1304.312689
1,54,3974.924631
7,9,1309.290221
7,26,2690.424994
5,71,4377.922301
5,20,1389.886351
6,5,799.1788
5,43,672.028806
4,78,5565.384414
5,4,453.622025
5,27,220.408649
5,15,1563.879743
3,167,10744.63838
3,23,1969.556124
6,18,2115.206283
0,9,1161.59168
7,22,1087.274307
3,8,453.600682
7,16,1112.83056
3,26,1894.972511
5,104,505.817731
3,12,1322.260151
7,11,1148.277183
5,21,2645.287074
5,56,661.034159
1,74,5766.248479
1,13,1360.798173
5,15,2412.885065
5,9,963.69407
5,9,1023.042575
2,10,1309.301765
5,85,3847.419432
5,9,963.648855
7,19,2540.151902
5,50,2016.073776
4,55,4509.328844
7,17,2046.565429
3,11,1522.603206
0,13,1360.840742
7,16,396.78427
4,15,2715.789605
7,50,220.46734
3,6,220.507013
3,52,5948.511003
3,8,730.99791
3,12,1802.407151
5,24,1051.712878
7,7,1100.525652
7,3,582.425531
5,44,4810.464681
4,7,292.313917
3,12,1353.460537
5,41,482.647857
7,14,1781.947375
5,8,963.770558
4,34,527.502103
5,14,1446.168694
0,5,361.660213
0,22,2667.782997
0,16,1356.548384
1,12,1931.046021
3,6,146.176516
3,9,864.522825
4,10,1165.387865
7,6,1223.333001
4,11,1542.364631
3,11,1592.226246
2,22,3110.319487
0,4,440.597789
0,21,1633.75723
3,20,2125.89724
0,5,586.236115
1,7,691.946339
5,14,1281.84039
4,23,660.883709
1,13,1630.211798
0,5,892.091223
5,12,827.177696
7,11,885.362458
3,4,396.757304
3,20,1156.353589
4,21,1257.552848
5,23,2528.70833
1,12,960.132515
3,2,396.72648
5,19,2396.731441
7,116,13971.51659
2,60,1588.108554
7,39,4103.434951
2,19,3140.785496
0,11,623.654757
1,4,584.589341
5,34,2498.393024
5,3,383.377371
3,12,1404.544537
5,12,1145.009394
0,2,440.83284
3,10,1168.942427
0,6,672.553412
5,16,220.379284
0,24,3862.88241
6,52,1737.963139
5,20,1524.821512
7,8,672.916762
7,9,1900.219695
2,9,1206.639706
3,20,1746.355073
5,37,4995.96098
5,24,2121.225858
2,10,1447.818367
5,18,2159.808496
5,24,292.40877
4,4,241.382208
0,11,1225.623326
5,11,1380.750095
0,18,1547.115167
5,19,3593.061333
0,7,723.074898
5,26,3336.837939
3,26,3975.160268
5,12,2051.813158
5,14,1453.893327
4,5,942.26929
5,83,672.025706
2,11,2001.754387
7,9,586.262891
5,19,2451.627978
0,5,745.085452
3,7,941.656837
0,8,910.744045
0,6,781.93974
7,28,3342.337813
0,16,2985.728288
0,7,907.211688
0,24,3263.010643
7,10,1776.549617
0,13,1406.886179
0,7,766.873616
4,7,965.536103
3,19,2104.106524
5,14,1710.997372
5,6,724.1117
3,7,1050.035377
0,8,723.447787
0,8,977.435494
5,8,1054.871848
1,23,2935.647856
5,45,6060.484492
2,6,675.452669
2,12,1443.218294
0,9,1125.002638
0,17,2145.753119
3,10,769.010539
5,4,831.225204
0,33,3691.967305
0,3,672.668063
0,5,489.184393
0,6,881.562052
0,9,1346.283644
1,11,766.525115
0,6,817.879181
0,7,1053.497726
5,6,892.087065
2,21,241.296912
0,10,1344.057373
0,8,977.601815
0,10,1491.255651
2,6,863.418343
3,12,1607.433585
3,12,1185.747231
2,25,3470.569606
0,18,2981.519377
3,7,965.266523
5,4,482.744772
1,40,4292.505805
2,11,919.465598
7,8,794.295566
5,13,1149.916932
7,17,2101.523621
5,7,863.813525
5,5,1101.126674
3,7,864.461285
4,7,827.013736
3,7,793.156085
5,24,2555.562248
0,10,1301.426193
4,33,4471.630494
3,30,3456.599723
3,34,5515.660395
0,4,650.811024
5,5,580.621975
0,6,792.955417
5,50,5655.409068
4,7,793.395153
5,14,1344.059041
7,7,691.948609
5,5,792.909088
0,3,672.026303
0,6,581.418166
3,15,1956.063837
3,6,1020.616895
5,19,2289.920643
1,6,744.684051
0,24,3810.07388
7,13,796.025651
0,29,2982.979686
5,4,613.147933
2,6,800.329924
1,16,2932.453251
0,7,1776.533399
0,14,1582.643289
5,4,383.367854
3,8,1052.970136
2,6,586.149352
5,15,1742.528559
5,16,2031.782903
0,30,3759.854454
4,9,1109.55762
6,9,1037.962713
0,7,623.627371
0,4,292.489398
3,3,383.253494
3,15,1466.16058
0,5,525.453456
5,27,3116.299646
2,34,4251.786904
2,4,910.592795
0,12,1550.537403
2,8,580.773351
5,8,884.977554
4,5,672.027455
5,16,3117.574723
7,11,1138.984285
4,15,2449.950715
4,50,6346.335081
4,26,3456.599723
0,5,672.621777
7,12,978.149128
3,4,702.372279
7,16,453.61
1,13,1156.776833
0,15,1750.154246
0,5,613.047111
7,14,1591.274044
7,5,963.69407
4,16,2200.752848
7,17,2544.881588
5,7,586.148209
4,6,1053.62951
0,5,582.159735
2,5,876.953296
3,26,3276.544599
0,7,1009.499564
4,6,453.616301
5,3,582.011923
7,28,3756.175037
0,9,1055.161621
5,8,907.211688
5,2,527.44223
0,18,2379.931032
4,9,885.205055
1,13,1186.329454
5,3,827.005384
0,6,910.655839
7,7,1098.793143
7,7,562.492793
0,21,2858.46619
3,22,2685.992365
4,13,1518.112622
4,14,1531.839814
5,6,582.490451
7,13,1374.707605
3,6,723.834061
0,8,793.487639
2,11,1560.983425
3,5,482.695254
4,11,1401.632612
0,5,361.516185
6,5,525.453456
5,8,1037.953872
4,5,650.727609
5,13,730.863347
5,23,2962.204646
3,16,1935.650677
1,5,867.605784
0,9,1357.509692
5,16,2278.033732
5,4,723.117416
5,11,1147.893242
7,9,453.610573
0,5,586.150496
2,5,505.713037
1,29,1234.410744
0,9,1112.828663
5,11,2026.856262
3,8,907.240902
3,10,864.644107
5,5,623.726426
5,6,623.614326
2,12,1727.851523
7,6,864.163383
0,6,1011.219504
2,3,440.660049
0,7,781.939949
2,23,1322.747096
4,29,4410.881499
0,26,1625.77864
4,8,1087.955962
0,11,1112.818584
5,4,527.484776
5,10,1144.98662
5,4,702.078799
0,10,1053.552642
7,34,1784.183473
1,17,1727.384656
2,9,1518.001039
3,7,958.768577
4,8,1293.474179
3,11,2136.248804
0,36,3834.437688
7,14,1577.25717
5,14,2027.883348
0,37,4956.614341
4,13,731.132344
3,16,2096.195092
3,7,702.638768
1,13,580.740633
5,7,744.815837
1,5,907.216561
7,23,1228.221319
7,33,2827.160008
2,4,438.489154
7,6,864.602394
4,7,661.27257
0,7,801.068489
4,11,482.73895
7,13,2140.905286
0,4,361.855835
3,9,1242.757658
2,6,799.13256
6,13,1321.803744
7,14,1517.927462
1,7,306.67891
5,23,2948.747295
7,6,1011.111659
3,14,2859.56492
7,17,1401.48172
0,13,1445.992251
5,7,1068.172662
2,14,1247.482801
0,11,1345.347142
1,7,800.760561
2,8,1006.970212
7,10,1087.518377
4,24,3412.225087
0,5,562.493642
5,7,292.354954
7,13,1635.974396
0,11,1592.209182
5,7,795.970158
0,7,831.350061
5,11,793.210086
2,11,2294.874713
5,7,796.157911
5,22,3723.33186
3,8,1405.202402
4,6,793.687919
5,2,146.166258
2,5,661.184495
7,4,730.79281
3,15,1006.970212
1,11,745.44237
0,8,527.692431
5,11,488.249838
0,7,910.70877
7,2,396.888229
1,5,586.172209
5,54,2246.593262
0,5,440.877728
4,20,146.203425
7,6,1011.758019
5,8,919.667296
0,9,676.132127
7,6,1050.525893
7,4,527.568223
2,14,1906.396244
7,14,1578.329122
3,18,1726.936068
1,6,864.800013
4,9,383.416371
5,12,1836.896755
4,5,453.602547
5,32,3699.240766
7,8,220.465615
5,8,831.107639
3,11,1225.3989
7,4,440.946758
3,20,1023.105444
7,14,220.339534
2,14,1383.914459
7,4,345.986664
3,13,1200.149538
0,10,885.746884
4,19,2097.141091
3,6,723.966313
7,6,453.609284
0,7,220.536322
3,11,1461.47335
2,17,489.05259
3,10,1281.85299
0,5,769.798934
2,19,1228.784221
2,24,3909.699026
3,10,1282.25601
0,30,3055.484592
4,3,306.401625
7,7,488.695728
4,6,525.716185
2,18,818.177435
5,16,1662.663405
5,5,800.934912
4,3,146.198301
