ID,EX,EY,geohash,class
6815,121.429,31.206,wtw3e0vuhu0b,4
6816,121.461,31.205,wtw3ebtnq3tg,4
6817,121.498,31.222,wtw3sgb1kdeh,7
6818,121.485,31.302,wtw6h6qemetx,5
6819,121.533,31.268,wtw3vs1tk1sv,2
6820,121.553,31.275,wtw3yj2nn4w1,2
6821,121.406,31.322,wtw64tvpugfz,4
6822,121.442,31.205,wtw3e2xq79w7,0
6823,121.469,31.287,wtw3upe5bze0,0
6824,121.438,31.233,wtw3emu3qmpy,3
6825,121.458,31.32,wtw65veh0x0v,0
6826,121.377,31.271,wtw3fh8nc0fu,7
6827,121.364,31.229,wtw39tnd45t3,4
6828,121.527,31.268,wtw3vkjm23ej,3
6829,121.518,31.236,wtw3tnqdyskj,5
6830,121.321,31.137,wtw30sr60jqr,7
6831,121.437,31.186,wtw37m5xx5y0,4
6832,121.526,31.205,wtw3t2sw3197,0
6833,121.418,31.192,wtw36ymfs6nz,3
6834,121.418,31.275,wtw3fvmyh6wc,3
6835,121.401,31.237,wtw3dw988qfe,0
6836,121.458,31.229,wtw3ev540e8c,5
6837,121.494,31.301,wtw6hdjjx3k3,7
6838,121.421,31.216,wtw3e48n6k5t,0
6839,121.67,31.131,wtw90ejrhrp8,0
6840,121.424,31.178,wtw375f3022w,4
6841,121.457,31.296,wtw65c623jpr,7
6842,121.473,31.193,wtw3kntbqh9s,7
6843,121.523,31.256,wtw3v3fr7hsq,5
6844,121.547,31.29,wtw6jb5v6qu0,0
6845,121.516,31.195,wtw3mnvk012z,5
6846,121.49,31.312,wtw6hs4md5vg,7
6847,121.483,31.29,wtw6h2jjrnf2,2
6848,121.38,31.243,wtw3dpd5wvrf,5
6849,121.542,31.321,wtw6jvb4jcef,0
6850,121.484,31.306,wtw6h7jfwm7u,4
6851,121.441,31.235,wtw3eqnth6hb,4
6852,121.579,31.254,wtw3y9e5spch,5
6853,121.435,31.208,wtw3e34rb8fg,0
6854,121.511,31.302,wtw6j43e7e8x,4
6855,121.531,31.283,wtw3vwbhttce,5
6856,121.468,31.207,wtw3s143cw3q,7
6857,121.468,31.22,wtw3s56m9tc6,3
6858,121.535,31.288,wtw3vxg1fcbm,6
6859,121.46,31.257,wtw3gfhmpph5,7
6860,121.442,31.269,wtw3gkr75sn6,5
6861,121.521,31.287,wtw3vr8gux90,3
6862,121.456,31.215,wtw3ef989ctx,5
6863,121.405,31.294,wtw648ukv83m,0
6864,121.504,31.281,wtw3uys903j1,4
6865,121.475,31.203,wtw3s0r6ssv1,5
6866,121.509,31.334,wtw6m00jubvq,7
6867,121.346,31.258,wtw3c637n9x8,7
6868,121.45,31.198,wtw37xmjw0ex,0
6869,121.504,31.282,wtw3uyswb7mn,4
6870,121.485,31.23,wtw3smnxvtvw,7
6871,121.483,31.261,wtw3u6vhx0f2,1
6872,121.413,31.208,wtw3dc4pzby7,0
6873,121.299,31.203,wtw380r4xscc,7
6874,121.482,31.201,wtw3kruqzzbw,0
6875,121.451,31.209,wtw3e9mvt7m2,5
6876,121.407,31.313,wtw64smgknk8,0
6877,121.41,31.268,wtw3fu0j619t,7
6878,121.449,31.307,wtw65ek2qzf1,7
6879,121.535,31.211,wtw3t9g16b07,7
6880,121.425,31.157,wtw35pfyxtf2,3
6881,121.433,31.396,wtw6e72ycyxe,3
6882,121.508,31.259,wtw3ufx2vegw,0
6883,121.556,31.271,wtw3yhdqu0gh,5
6884,121.412,31.299,wtw64cc9bskz,5
6885,121.419,31.138,wtw34uqxgzbm,7
6886,121.494,31.196,wtw3kxj1z7uk,1
6887,121.519,31.285,wtw3vpr2mfty,2
6888,121.531,31.306,wtw6je04tt3s,1
6889,121.41,31.242,wtw3dz2jf4ct,7
6890,121.414,31.128,wtw34fdvxrb0,7
6891,121.531,31.328,wtw6jx04vd3x,1
6892,121.521,31.305,wtw6j6buudcn,5
6893,121.43,31.322,wtw65jyxu5fx,5
6894,121.491,31.29,wtw6h85j3qz8,3
6895,121.507,31.148,wtw3hyqdq21c,5
6896,121.452,31.391,wtw6edw9udx0,3
6897,121.375,31.208,wtw39cnxf2ze,3
6898,121.544,31.291,wtw6jb3ek3pj,3
6899,121.423,31.249,wtw3g09w8gz1,4
6900,121.431,31.292,wtw650x357s6,7
6901,121.412,31.298,wtw64c9s0dhf,4
6902,121.49,31.312,wtw6hs4md5vg,7
6903,121.401,31.07,wtw2f81eb7f9,3
6904,121.486,31.211,wtw3s3z3kbp5,5
6905,121.497,31.346,wtw6kdr7tmcm,2
6906,121.411,31.231,wtw3dv2vc275,3
6907,121.288,31.194,wtw1ryxnpppd,2
6908,121.475,31.23,wtw3sjprutvn,0
6909,121.367,31.12,wtw31c0z0h6q,5
6910,121.515,31.276,wtw3vjsebszp,5
6911,121.509,31.302,wtw6j425kgtr,7
6912,121.444,31.321,wtw65tbf439f,5
6913,121.376,31.246,wtw3cbpm1u96,0
6914,121.4,31.288,wtw3fxbcc1bv,0
6915,121.35,31.151,wtw31qu7ezq3,5
6916,121.329,31.291,wtw60bm5695t,7
6917,121.386,31.171,wtw364w84z9c,3
6918,121.528,31.324,wtw6jqmgx8ud,4
6919,121.418,31.196,wtw36zjcu7yu,5
6920,121.421,31.223,wtw3e5bp4m59,6
6921,121.426,31.13,wtw35559qus5,5
6922,121.405,31.239,wtw3dwukme9m,5
6923,121.427,31.158,wtw370hkw0jt,5
6924,121.404,31.245,wtw3dxgxq4ps,4
6925,121.459,31.339,wtw67c5dzv48,3
6926,121.338,31.133,wtw315edu7f6,7
6927,121.459,31.333,wtw65zgxzyd9,0
6928,121.385,31.315,wtw64htz5e05,7
6929,121.439,31.18,wtw37kjhtv38,0
6930,121.434,31.283,wtw3gqcs9mc5,0
6931,121.498,31.2,wtw3kzb1hte1,6
6932,121.517,31.302,wtw6j4mgr7dx,5
6933,121.483,31.261,wtw3u6vhx0f2,1
6934,121.477,31.316,wtw6hkbugm82,5
6935,121.306,31.244,wtw38ru36xtx,1
6936,121.316,31.146,wtw30tgweenn,7
6937,121.489,31.343,wtw6k9cd4ysj,7
6938,121.538,31.281,wtw3vwt309j3,4
6939,121.356,31.241,wtw39x28pb80,0
6940,121.329,31.149,wtw30yt04d7w,2
6941,121.593,31.216,wtw3wftq6k0j,3
6942,121.484,31.215,wtw3s6tbw3ez,2
6943,121.483,31.258,wtw3u6m5p1d2,1
6944,121.521,31.29,wtw6j20vkwc0,5
6945,121.53,31.182,wtw3mkx2q605,1
6946,121.378,31.314,wtw64h8c22st,0
6947,121.465,31.31,wtw6h5b1gxh9,4
6948,121.536,31.256,wtw3v9gz6h9y,0
6949,121.405,31.283,wtw3fwukttc7,0
6950,121.335,31.249,wtw3c09qw7v3,5
6951,121.526,31.286,wtw3vrkw1j17,5
6952,121.535,31.287,wtw3vxe5fz82,0
6953,121.375,31.213,wtw39fnsfkzt,5
6954,121.468,31.252,wtw3u1621e13,7
6955,121.391,31.269,wtw3fk65pk44,7
6956,121.474,31.221,wtw3s5wet25r,0
6957,121.546,31.267,wtw3vggp7p62,7
6958,121.506,31.127,wtw3hfmzzj27,5
6959,121.403,31.284,wtw3fx4fwbmc,7
6960,121.441,31.308,wtw657qwk6hy,5
6961,121.387,31.315,wtw64hxr4557,7
6962,121.504,31.299,wtw6hcu9bkmp,4
6963,121.444,31.175,wtw37e0zd31y,4
6964,121.43,31.34,wtw671q8sp6w,3
6965,121.434,31.365,wtw67mcd37c0,7
6966,121.543,31.274,wtw3vv2bm0js,7
6967,121.471,31.32,wtw6hjskprnm,7
6968,121.497,31.264,wtw3uerqj212,4
6969,121.391,31.205,wtw3d2dnr3d5,3
6970,121.52,31.207,wtw3t301vnrq,5
6971,121.404,31.279,wtw3fw5tqhpw,3
6972,121.524,31.309,wtw6j7eh4kw5,5
6973,121.549,31.271,wtw3vutqbbzk,0
6974,121.472,31.308,wtw6h5mnqf0n,5
6975,121.479,31.27,wtw3ukd2cy7x,1
6976,121.397,31.325,wtw64qw975hp,0
6977,121.396,31.133,wtw347tfggf6,7
6978,121.413,31.217,wtw3dffhpyw6,4
6979,121.438,31.135,wtw357uqw2xv,3
6980,121.487,31.283,wtw3uwbhsmbg,4
6981,121.322,31.258,wtw3bdrgp3xb,2
6982,121.434,31.327,wtw65qct1214,5
6983,121.382,31.35,wtw6655dvxe4,2
6984,121.474,31.193,wtw3knw8mkek,1
6985,121.418,31.275,wtw3fvmyh6wc,3
6986,121.432,31.183,wtw37k8n4stb,5
6987,121.499,31.225,wtw3su2fgcus,0
6988,121.41,31.185,wtw36v01f13e,3
6989,121.489,31.242,wtw3sx3tffuj,4
6990,121.561,31.196,wtw3qpn1begk,5
6991,121.364,31.174,wtw33en9dnv3,7
6992,121.453,31.235,wtw3ewpmh408,1
6993,121.498,31.217,wtw3sfbhhwe4,2
6994,121.499,31.308,wtw6hg2y7fhw,5
6995,121.459,31.192,wtw37y7dxf4x,5
6996,121.511,31.275,wtw3vj3w5d89,4
6997,121.483,31.211,wtw3s3v1r047,3
6998,121.439,31.194,wtw37qtnjz1d,3
6999,121.441,31.178,wtw377y9h2ky,6
7000,121.421,31.247,wtw3g024fqgx,5
7001,121.458,31.298,wtw65ceh0d0f,7
7002,121.537,31.264,wtw3vekw1258,5
7003,121.494,31.324,wtw6hwm5x2u6,3
7004,121.429,31.157,wtw35pvysvbb,0
7005,121.475,31.294,wtw6h0zku8mj,1
7006,121.488,31.338,wtw6k8bv5dde,5
7007,121.41,31.268,wtw3fu0j619t,7
7008,121.521,31.321,wtw6jmbfh994,2
7009,121.366,31.256,wtw3ccbp2u8y,7
7010,121.498,31.303,wtw6hf81hw5h,4
7011,121.47,31.215,wtw3s4eb81sz,5
7012,121.307,31.297,wtw603mn1zxj,5
7013,121.502,31.394,wtw6sg553cc8,5
7014,121.411,31.288,wtw3fzbcc3gj,1
7015,121.386,31.315,wtw64hwx4g1g,5
7016,121.436,31.197,wtw37r4zxyk9,0
7017,121.436,31.193,wtw37qdbruss,4
7018,121.459,31.192,wtw37y7dxf4x,5
7019,121.437,31.23,wtw3em5xzjyn,0
7020,121.404,31.211,wtw3d9g9q0pe,0
7021,121.464,31.243,wtw3ezx7sm6f,7
7022,121.361,31.339,wtw639h6um02,3
7023,121.386,31.152,wtw34pn9dc9y,0
7024,121.445,31.289,wtw3gxcx9s77,2
7025,121.429,31.289,wtw3gpvzsu2g,7
7026,121.426,31.188,wtw37jeeqbs4,3
7027,121.525,31.32,wtw6jmeu1xpv,3
7028,121.468,31.187,wtw3kj6m3w1m,6
7029,121.382,31.237,wtw3dne8twg5,0
7030,121.655,31.257,wtw9b64mnzng,4
7031,121.475,31.202,wtw3s0pkudm5,4
7032,121.443,31.193,wtw37w807h8h,0
7033,121.54,31.321,wtw6jtydp38d,5
7034,121.416,31.187,wtw36vkmmy5m,7
7035,121.483,31.336,wtw6k2t1rjf3,5
7036,121.29,31.194,wtw32n8wjz54,4
7037,121.431,31.249,wtw3g0xqe7u3,6
7038,121.524,31.286,wtw3vr7n4mn5,5
7039,121.542,31.289,wtw3vzbptu7g,5
7040,121.314,31.193,wtw32wd0mhds,7
7041,121.455,31.19,wtw37vbyft7v,7
7042,121.426,31.131,wtw3555xnzh0,5
7043,121.372,31.133,wtw31gs6uefd,5
7044,121.459,31.159,wtw37b7drfdd,0
7045,121.338,31.267,wtw3c5gxkr62,5
7046,121.406,31.294,wtw648vhub6v,5
7047,121.485,31.306,wtw6h7ndttms,5
7048,121.604,31.234,wtw3xjvr4xd7,5
7049,121.449,31.252,wtw3g9k2ng41,5
7050,121.372,31.11,wtw2czkkus6d,3
7051,121.535,31.258,wtw3vd754c82,1
7052,121.432,31.115,wtw3522448mu,4
7053,121.475,31.201,wtw3kpzquxvn,0
7054,121.534,31.241,wtw3tx6252w8,2
7055,121.512,31.274,wtw3vj626b4h,0
7056,121.446,31.219,wtw3ee4rbgmh,0
7057,121.362,31.243,wtw39xt5et64,0
7058,121.393,31.241,wtw3dr78jbt2,3
7059,121.435,31.274,wtw3gm62284u,7
7060,121.467,31.256,wtw3u1cx6hxy,3
7061,121.45,31.156,wtw35xv0y57e,5
7062,121.44,31.17,wtw376mfmj5h,1
7063,121.54,31.324,wtw6jwqex2bd,5
7064,121.537,31.258,wtw3vdke13e8,7
7065,121.531,31.256,wtw3v9bpms9w,0
7066,121.463,31.169,wtw37fnst49p,5
7067,121.495,31.262,wtw3uejfqenj,7
7068,121.405,31.217,wtw3ddukjw96,3
7069,121.48,31.269,wtw3uk751hj6,2
7070,121.383,31.188,wtw36js7kbsf,3
7071,121.416,31.149,wtw34ys2jf7q,7
7072,121.515,31.276,wtw3vjsebszp,5
7073,121.535,31.287,wtw3vxe5fz82,0
7074,121.406,31.245,wtw3dxvpkf4u,7
7075,121.511,31.268,wtw3vh1t798t,7
7076,121.45,31.157,wtw35xvnwjg8,5
7077,121.543,31.166,wtw3mc8gj5mx,0
7078,121.405,31.242,wtw3dxkmvdcm,4
7079,121.398,31.308,wtw647rq66jw,7
7080,121.35,31.171,wtw336s25zw3,4
7081,121.473,31.194,wtw3kntynp1d,7
7082,121.363,31.143,wtw31tmv4ggz,7
7083,121.48,31.312,wtw6hk5j95v7,7
7084,121.514,31.265,wtw3v5egc6mt,5
7085,121.467,31.319,wtw6hj3w6hzb,4
7086,121.316,31.194,wtw32wew5xn4,5
7087,121.398,31.308,wtw647rq66jw,7
7088,121.543,31.293,wtw6jb8yvnj8,3
7089,121.463,31.193,wtw37yw8mh9h,0
7090,121.478,31.269,wtw3uk3e4s44,0
7091,121.492,31.274,wtw3ut7b2b1h,0
7092,121.534,31.318,wtw6jt62e6qd,4
7093,121.402,31.264,wtw3fe6np8h2,0
7094,121.441,31.188,wtw37mwek2sf,0
7095,121.455,31.184,wtw37ubgfwgv,5
7096,121.455,31.263,wtw3gg2b4teg,1
7097,121.467,31.206,wtw3s0cs4hpb,7
7098,121.388,31.026,wtw2d20593t5,5
7099,121.488,31.204,wtw3s88b7x4w,4
7100,121.432,31.131,wtw3570p4xjb,1
7101,121.392,31.107,wtw2fqfgqt5f,5
7102,121.427,31.277,wtw3gju3wpms,2
7103,121.553,31.245,wtw3wpbpq4nh,0
7104,121.485,31.306,wtw6h7ndttms,5
7105,121.547,31.268,wtw3vu5v63sj,7
7106,121.504,31.273,wtw3uvhd2mtp,3
7107,121.308,31.238,wtw38qty932b,0
7108,121.445,31.338,wtw678ct1de7,2
7109,121.336,31.254,wtw3c1d5txzh,3
7110,121.443,31.197,wtw37x0pen21,3
7111,121.491,31.331,wtw6hxeh33xw,7
7112,121.397,31.342,wtw663ws7hk0,5
7113,121.414,31.302,wtw64f6gr78p,7
7114,121.49,31.262,wtw3ue4665jv,2
7115,121.59,31.279,wtw3yy5jkk5q,1
7116,121.381,31.259,wtw3f4dby7cw,0
7117,121.402,31.264,wtw3fe6np8h2,0
7118,121.515,31.303,wtw6j4s90wph,4
7119,121.478,31.286,wtw3ur3w4t45,5
7120,121.35,31.281,wtw3cqs35cn3,7
7121,121.374,31.322,wtw61vvzg5vz,5
7122,121.522,31.146,wtw3jmcweg4y,4
7123,121.529,31.333,wtw6jryxyyw3,5
7124,121.452,31.28,wtw3gwqehwxh,0
7125,121.4,31.13,wtw34e0c3h8g,5
7126,121.529,31.273,wtw3vmndqvwr,5
7127,121.53,31.143,wtw3jmrmn7bp,4
7128,121.484,31.32,wtw6hmtunr5v,7
7129,121.483,31.32,wtw6hmthpp4m,7
7130,121.428,31.32,wtw65jthjrpm,5
7131,121.437,31.339,wtw6735dzjn0,3
7132,121.484,31.319,wtw6hmmyqkgb,0
7133,121.362,31.13,wtw31ej17sd5,0
7134,121.397,31.321,wtw64myd51s4,3
7135,121.431,31.192,wtw37nr6e6hr,5
7136,121.447,31.319,wtw65t7n2hy8,0
7137,121.629,31.247,wtw3z8rdcngz,0
7138,121.484,31.306,wtw6h7jfwm7u,4
7139,121.532,31.281,wtw3vw8chc53,4
7140,121.41,31.168,wtw36cbnf03d,7
7141,121.538,31.151,wtw3jwv78xm3,0
7142,121.448,31.306,wtw65e5dxt2k,3
7143,121.495,31.178,wtw3kevcn8qn,0
7144,121.473,31.203,wtw3s0mfwhc9,5
7145,121.459,31.25,wtw3gbgsry4x,0
7146,121.478,31.27,wtw3uk98fw6p,5
7147,121.535,31.287,wtw3vxe5fz82,0
7148,121.52,31.315,wtw6jk8pj5p7,2
7149,121.447,31.32,wtw65teh0pnt,0
7150,121.483,31.289,wtw3urvpxh67,2
7151,121.506,31.276,wtw3uvtgzhbr,4
7152,121.58,31.321,wtw6ntgf53dd,2
7153,121.35,31.226,wtw39ks2euq3,0
7154,121.407,31.117,wtw348tvsjhx,3
7155,121.448,31.227,wtw3esewrw8q,5
7156,121.381,31.136,wtw34h4uq71d,5
7157,121.514,31.232,wtw3tjeg96v8,3
7158,121.443,31.296,wtw659207j0p,2
7159,121.396,31.163,wtw363jceu4r,2
7160,121.402,31.206,wtw3d8fhpsh2,7
7161,121.508,31.312,wtw6hupmtege,3
7162,121.459,31.16,wtw37be8pv48,0
7163,121.49,31.276,wtw3utd7fhvz,7
7164,121.442,31.295,wtw653p6edy6,2
7165,121.511,31.307,wtw6j5387xb9,3
7166,121.452,31.258,wtw3gdqeh9x0,0
7167,121.405,31.335,wtw668k7te37,5
7168,121.457,31.119,wtw35c4334p3,0
7169,121.485,31.306,wtw6h7ndttms,5
7170,121.53,31.251,wtw3v3p6q28h,5
7171,121.531,31.323,wtw6jw0jtw3t,0
7172,121.427,31.218,wtw3e5h6n0vx,5
7173,121.371,31.272,wtw3cugst734,0
7174,121.514,31.303,wtw6j4ec1qjs,7
7175,121.424,31.213,wtw3e44kbkbt,5
7176,121.454,31.298,wtw65c8h5646,0
7177,121.444,31.225,wtw3es2ff3cu,7
7178,121.456,31.308,wtw65g3w3fjw,4
7179,121.546,31.276,wtw3vve5ghfr,0
7180,121.463,31.214,wtw3efqdtp34,3
7181,121.357,31.249,wtw3c89qx5cc,5
7182,121.453,31.201,wtw37xzqupbw,5
7183,121.391,31.269,wtw3fk65pk44,7
7184,121.413,31.185,wtw36v41zcq7,0
7185,121.451,31.159,wtw378mfm6t6,7
7186,121.484,31.257,wtw3u6jvnr5g,0
7187,121.309,31.244,wtw38ry92xdr,1
7188,121.483,31.196,wtw3krj1z5fk,0
7189,121.536,31.225,wtw3ts7ff1cu,0
7190,121.441,31.297,wtw653qwhrsv,0
7191,121.475,31.227,wtw3shxqkwtn,5
7192,121.446,31.283,wtw3gwfk8vv5,1
7193,121.451,31.228,wtw3esvum3j7,5
7194,121.431,31.237,wtw3enx2equ7,0
7195,121.473,31.315,wtw6hhtzn51e,3
7196,121.482,31.202,wtw3s2hkzf2e,4
7197,121.486,31.273,wtw3ump6kvxp,4
7198,121.4,31.289,wtw3fxbz9h2g,0
7199,121.319,31.306,wtw60ejf9t7h,0
7200,121.476,31.207,wtw3s301gyqw,5
7201,121.328,31.239,wtw38yuk779v,5
7202,121.493,31.293,wtw6h8swbn4b,7
7203,121.578,31.282,wtw3ywdquerq,3
7204,121.524,31.263,wtw3v7704mw5,4
7205,121.513,31.323,wtw6jn5jdn7v,3
7206,121.471,31.201,wtw3kpuqzryq,0
7207,121.513,31.3,wtw6j1gpdngu,5
7208,121.353,31.231,wtw39mqtcb77,2
7209,121.54,31.303,wtw6jdw9pq0s,2
7210,121.467,31.27,wtw3uh98fnrz,7
7211,121.457,31.264,wtw3gg6q10p2,1
7212,121.429,31.246,wtw3g0jvhu8f,5
7213,121.48,31.298,wtw6h3eh14j6,5
7214,121.511,31.307,wtw6j5387xb9,3
7215,121.406,31.197,wtw36xjpsy6c,5
7216,121.453,31.206,wtw3e8zkhh08,7
7217,121.491,31.255,wtw3u9g196r9,2
7218,121.44,31.154,wtw35rmvjne0,2
7219,121.444,31.182,wtw37s8b661g,5
7220,121.399,31.206,wtw3d8bh1sp2,0
7221,121.481,31.315,wtw6hkez07ng,5
7222,121.41,31.229,wtw3dv044599,0
7223,121.457,31.185,wtw37v43c1r7,5
7224,121.448,31.137,wtw35s7dpt2r,5
7225,121.44,31.296,wtw653mbmj5p,3
7226,121.479,31.21,wtw3s3d73vet,4
7227,121.34,31.228,wtw39hvh6cjg,7
7228,121.492,31.184,wtw3ksggbycj,1
7229,121.389,31.113,wtw2frby2ewf,4
7230,121.511,31.172,wtw3m49w59bw,5
7231,121.476,31.208,wtw3s30pgbye,5
7232,121.488,31.308,wtw6he2y7d4w,5
7233,121.443,31.184,wtw37sb5gnbj,3
7234,121.437,31.25,wtw3g2gsrnnp,1
7235,121.384,31.241,wtw3dpm0h0w8,2
7236,121.479,31.205,wtw3s2dq3cee,7
7237,121.532,31.314,wtw6js8ckbem,2
7238,121.412,31.196,wtw36z19beuu,0
7239,121.369,31.19,wtw33vfnytmt,5
7240,121.414,31.236,wtw3dy6fzk2j,4
7241,121.48,31.333,wtw6hrgpcnt3,0
7242,121.508,31.303,wtw6hfx3jw5s,5
7243,121.489,31.288,wtw3uxc9fcuj,5
7244,121.423,31.237,wtw3en988yz5,5
7245,121.426,31.259,wtw3g4e8ygun,2
7246,121.493,31.285,wtw3uxk824dy,5
7247,121.472,31.198,wtw3kpmjwb8p,0
7248,121.443,31.184,wtw37sb5gnbj,3
7249,121.392,31.12,wtw3434zns7y,0
7250,121.429,31.226,wtw3ehtbsu2c,3
7251,121.423,31.272,wtw3ghcs8gr4,2
7252,121.384,31.208,wtw3d1jpu0ye,5
7253,121.514,31.232,wtw3tjeg96v8,3
7254,121.479,31.212,wtw3s3fr1fe8,5
7255,121.53,31.328,wtw6jrp6y62p,2
7256,121.448,31.181,wtw37s7drx8q,5
7257,121.449,31.21,wtw3e9s7qvdj,7
7258,121.444,31.288,wtw3gxbcf3cv,3
7259,121.458,31.187,wtw37v7j2w0v,7
7260,121.492,31.285,wtw3ux7b2f9n,5
7261,121.431,31.195,wtw37nzk53kr,1
7262,121.516,31.266,wtw3v5v38hbf,7
7263,121.533,31.268,wtw3vs1tk1sv,2
7264,121.664,31.239,wtw98wch2ett,2
7265,121.37,31.232,wtw39vdgtfz2,3
7266,121.519,31.291,wtw6j0r7mcjv,7
7267,121.418,31.137,wtw34umfhmqz,5
7268,121.443,31.216,wtw3ed8n7h0j,5
7269,121.452,31.226,wtw3esw8ssr1,2
7270,121.522,31.328,wtw6jr1dgf6z,5
7271,121.464,31.194,wtw37yxqhr4f,0
7272,121.393,31.149,wtw34qe8jfmq,5
7273,121.39,31.269,wtw3fk3e0h06,0
7274,121.453,31.258,wtw3gdr7h188,2
7275,121.581,31.256,wtw3y9ux6ssq,5
7276,121.385,31.315,wtw64htz5e05,7
7277,121.457,31.242,wtw3ez6mc4zm,1
7278,121.446,31.126,wtw35d660fvn,0
7279,121.48,31.286,wtw3ur7n1jj7,7
7280,121.434,31.229,wtw3em1d1791,5
7281,121.466,31.21,wtw3s18g6vwj,4
7282,121.421,31.124,wtw351bn6q5e,3
7283,121.369,31.253,wtw3cc6jytmw,3
7284,121.472,31.197,wtw3kpjpwy21,3
7285,121.434,31.255,wtw3g3c99631,5
7286,121.462,31.12,wtw35cjzjsrw,7
7287,121.365,31.359,wtw63sxr3mr1,2
7288,121.48,31.237,wtw3sqe09nv7,5
7289,121.418,31.336,wtw66btckmyc,0
7290,121.469,31.253,wtw3u17jbv7n,0
7291,121.54,31.271,wtw3vswwz2bs,0
7292,121.367,31.237,wtw39y8b8nf7,0
7293,121.413,31.17,wtw36f64rvnk,2
7294,121.462,31.231,wtw3evmvv8re,1
7295,121.569,31.158,wtw3q25ue00t,5
7296,121.465,31.21,wtw3s1857tst,3
7297,121.422,31.171,wtw3748b1xt3,5
7298,121.428,31.209,wtw3e1mjt7r2,3
7299,121.527,31.284,wtw3vrj68271,5
7300,121.459,31.159,wtw37b7drfdd,0
7301,121.349,31.233,wtw39mg9kthw,0
7302,121.502,31.22,wtw3sg7j9vcd,5
7303,121.488,31.262,wtw3ue0f7e4t,5
7304,121.42,31.284,wtw3fzp6e061,7
7305,121.535,31.287,wtw3vxe5fz82,0
7306,121.514,31.172,wtw3m4ey13vw,0
7307,121.477,31.214,wtw3s62fer26,4
7308,121.481,31.225,wtw3sk7fb3yu,7
7309,121.486,31.272,wtw3ukzksgr4,7
7310,121.457,31.208,wtw3ec4rc0z7,4
7311,121.503,31.286,wtw3uz7y1j57,0
7312,121.588,31.202,wtw3wb1svdrg,0
7313,121.482,31.3,wtw6h3urxybs,0
7314,121.459,31.242,wtw3ez7tzfft,0
7315,121.48,31.224,wtw3sk5hcpmr,7
7316,121.514,31.299,wtw6j1gcckmx,5
7317,121.486,31.246,wtw3u2pmhux4,0
7318,121.54,31.259,wtw3vdw8z7bw,0
7319,121.458,31.245,wtw3ezgp2d0u,0
7320,121.476,31.234,wtw3smbp5zwe,5
7321,121.228,31.376,wtw4qxgd3nk6,0
7322,121.489,31.282,wtw3uw9wfgkn,5
7323,121.402,31.214,wtw3dd64xxk6,5
7324,121.459,31.23,wtw3ev5xzvfw,5
7325,121.531,31.323,wtw6jw0jtw3t,0
7326,121.435,31.125,wtw3564k28dc,5
7327,121.458,31.25,wtw3gbgh2w0z,0
7328,121.418,31.237,wtw3dytbsqyg,7
7329,121.483,31.253,wtw3u3mjzj6q,2
7330,121.464,31.194,wtw37yxqhr4f,0
7331,121.404,31.239,wtw3dwgsq5xt,5
7332,121.362,31.131,wtw31ejp5x40,0
7333,121.528,31.228,wtw3tkvur9he,0
7334,121.515,31.309,wtw6j5ss0sx5,3
7335,121.52,31.271,wtw3vk8nv0zk,4
7336,121.402,31.24,wtw3dx44pwh6,5
7337,121.541,31.263,wtw3ver2ntd5,7
7338,121.45,31.253,wtw3g9mjyj7w,7
7339,121.408,31.19,wtw36tywgmqj,4
7340,121.498,31.26,wtw3uf8nsw75,4
7341,121.398,31.17,wtw366r66mjs,0
7342,121.479,31.31,wtw6h7f3cz59,3
7343,121.431,31.136,wtw35hpk77h6,0
7344,121.422,31.215,wtw3e48b99tr,2
7345,121.482,31.28,wtw3uqk7py8s,3
7346,121.368,31.218,wtw39g16p2up,5
7347,121.451,31.293,wtw658tyvqj2,0
7348,121.416,31.208,wtw3dchrvbg7,7
7349,121.411,31.272,wtw3fubu9774,6
7350,121.521,31.28,wtw3vq2ghw9h,7
7351,121.385,31.166,wtw361tg5e2p,0
7352,121.425,31.14,wtw35hfgxsdr,4
7353,121.415,31.238,wtw3dyeww93b,2
7354,121.403,31.209,wtw3d96vwgmb,5
7355,121.425,31.14,wtw35hfgxsdr,4
7356,121.466,31.192,wtw3kn2fdfnp,4
7357,121.407,31.158,wtw368jus0ht,2
7358,121.423,31.273,wtw3gj1d2vxp,7
7359,121.333,31.266,wtw3bgzcxuf4,7
7360,121.486,31.236,wtw3sqr6uurj,3
7361,121.422,31.264,wtw3g52y18j2,4
7362,121.31,31.215,wtw386x0xcsp,5
7363,121.36,31.218,wtw39e5dhbyz,7
7364,121.438,31.178,wtw377u3n2ry,2
7365,121.49,31.309,wtw6hedk4htg,5
7366,121.52,31.291,wtw6j225m1pm,0
7367,121.359,31.25,wtw3c8fumwjp,7
7368,121.477,31.256,wtw3u3bz7k8q,0
7369,121.44,31.179,wtw377vyv4g5,0
7370,121.514,31.303,wtw6j4ec1qjs,7
7371,121.453,31.33,wtw65xrqkp29,5
7372,121.506,31.304,wtw6hftzp083,4
7373,121.378,31.155,wtw34p8g02uw,5
7374,121.447,31.324,wtw65w7580yd,5
7375,121.364,31.246,wtw3c8nt4ht6,5
7376,121.497,31.316,wtw6hszkvm92,5
7377,121.498,31.272,wtw3uubhse74,5
7378,121.403,31.113,wtw2fxfyqgtf,7
7379,121.423,31.154,wtw35p3t0yx0,7
7380,121.459,31.316,wtw65ugszvd8,5
