ID,EX,EY,geohash
93254,121.539,31.314,wtw6jstcrbwv
93255,121.427,31.284,wtw3gph6w0m9
93256,121.405,31.274,wtw3ftk2m81k
93257,121.488,31.268,wtw3us0v79dt
93258,121.468,31.252,wtw3u1621e13
93259,121.523,31.315,wtw6jkdr55h7
93260,121.374,31.239,wtw39yvu75tv
93261,121.504,31.169,wtw3kfhs86tp
93262,121.524,31.263,wtw3v7704mw5
93263,121.308,31.208,wtw383jzc2bg
93264,121.564,31.25,wtw3y2bhqw0r
93265,121.54,31.297,wtw6j9qwpr8t
93266,121.487,31.296,wtw6h920km0z
93267,121.492,31.154,wtw3hx7v0y90
93268,121.541,31.324,wtw6jwr7w8f4
93269,121.436,31.332,wtw65rffpuhs
93270,121.432,31.331,wtw65r8h69ty
93271,121.442,31.189,wtw37mz35dyr
93272,121.458,31.259,wtw3gfe0beby
93273,121.48,31.307,wtw6h7703pv3
93274,121.452,31.33,wtw65xqwkxr1
93275,121.429,31.303,wtw654tchy0u
93276,121.424,31.254,wtw3g1d78rbs
93277,121.469,31.196,wtw3kp51bggh
93278,121.497,31.404,wtw6sszmt3ck
93279,121.559,31.256,wtw3y1ux3uxy
93280,121.49,31.222,wtw3sef364tu
93281,121.444,31.266,wtw3gebcdkcf
93282,121.548,31.274,wtw3vvk838ju
93283,121.517,31.281,wtw3vntcp349
93284,121.367,31.228,wtw39ubu2147
93285,121.528,31.336,wtw6m2tcrtu9
93286,121.316,31.134,wtw30eg8ewq0
93287,121.355,31.176,wtw33e2j27we
93288,121.407,31.283,wtw3fwvusjue
93289,121.376,31.31,wtw61gz3cz13
93290,121.541,31.241,wtw3txr2n8d0
93291,121.371,31.362,wtw63v78vk91
93292,121.352,31.283,wtw3cqvudtce
93293,121.314,31.246,wtw3b84jjhdd
93294,121.451,31.27,wtw3gstbvqmr
93295,121.498,31.126,wtw3hf24hdgn
93296,121.448,31.292,wtw658e9pe86
93297,121.386,31.26,wtw3f4wwdy3g
93298,121.465,31.336,wtw6k0817tu9
93299,121.486,31.279,wtw3uqpmkupn
93300,121.536,31.295,wtw6j95fd4cf
93301,121.349,31.209,wtw3937tsek8
93302,121.493,31.255,wtw3u9u9846c
93303,121.5,31.257,wtw3uf1t5pn7
93304,121.514,31.29,wtw6j05v3qv8
93305,121.532,31.312,wtw6js0vsgg7
93306,121.524,31.307,wtw6j7706ry1
93307,121.552,31.185,wtw3mvp3yck7
93308,121.364,31.147,wtw31wns6jtk
93309,121.423,31.145,wtw35jc8bbz1
93310,121.464,31.287,wtw3gzx7urdb
93311,121.547,31.291,wtw6jb7g63hj
93312,121.446,31.17,wtw37d662vjh
93313,121.516,31.318,wtw6jjm2842f
93314,121.454,31.195,wtw37ybh536r
93315,121.497,31.262,wtw3uep6m71m
93316,121.474,31.193,wtw3knw8mkek
93317,121.436,31.257,wtw3g64vpzhe
93318,121.457,31.208,wtw3ec4rc0z7
93319,121.338,31.17,wtw3347dkm4k
93320,121.483,31.282,wtw3uqtnz56q
93321,121.523,31.259,wtw3v6d2g5uq
93322,121.322,31.298,wtw609xup6pf
93323,121.477,31.283,wtw3uqbuemb7
93324,121.43,31.256,wtw3g1yxkhdw
93325,121.388,31.278,wtw3fmbp93v1
93326,121.512,31.282,wtw3vndqfg6n
93327,121.491,31.315,wtw6hsep17pe
93328,121.447,31.236,wtw3ew74bhqt
93329,121.413,31.266,wtw3fgf1xuy6
93330,121.481,31.239,wtw3sqgu27wv
93331,121.494,31.343,wtw6k9v4pqsm
93332,121.505,31.176,wtw3kgmjrewe
93333,121.491,31.275,wtw3ut7n16x9
93334,121.546,31.297,wtw6jc7n5pdm
93335,121.46,31.328,wtw65zh6z4kp
93336,121.504,31.137,wtw3hukd0mmp
93337,121.458,31.243,wtw3eze58t2f
93338,121.472,31.32,wtw6hjthnz0j
93339,121.504,31.304,wtw6hfsx02t1
93340,121.504,31.268,wtw3uuht23tj
93341,121.359,31.206,wtw398fujsj0
93342,121.429,31.228,wtw3ehvukc0g
93343,121.533,31.188,wtw3mt9ek0sf
93344,121.449,31.342,wtw679skqu60
93345,121.483,31.284,wtw3urj4x063
93346,121.45,31.334,wtw678jjy0gw
93347,121.589,31.263,wtw3yg62jj9e
93348,121.437,31.324,wtw65q7ex0y4
93349,121.387,31.212,wtw3d1zr44e2
93350,121.538,31.142,wtw3jtjr29t6
93351,121.526,31.255,wtw3v3u99433
93352,121.479,31.224,wtw3sk4kcz7x
93353,121.455,31.339,wtw67c0fft5b
93354,121.34,31.266,wtw3c5v1duvf
93355,121.311,31.241,wtw38rrbp0tb
93356,121.451,31.04,wtw2edtvj7mk
93357,121.441,31.309,wtw657wshksg
93358,121.538,31.317,wtw6jtj68xvm
93359,121.367,31.228,wtw39ubu2147
93360,121.427,31.217,wtw3e4uknntd
93361,121.35,31.127,wtw316krgvq7
93362,121.296,31.299,wtw601v1cskz
93363,121.427,31.335,wtw670k7w5me
93364,121.444,31.19,wtw37tbyfm3v
93365,121.58,31.244,wtw3wxgc7rdx
93366,121.484,31.282,wtw3uqtyy77y
93367,121.539,31.3,wtw6j9vzxyyu
93368,121.438,31.36,wtw67kumnrxy
93369,121.455,31.329,wtw65z2bdsgu
93370,121.466,31.318,wtw6hj2bdfq4
93371,121.522,31.197,wtw3mr1xey6c
93372,121.383,31.25,wtw3f0ukkyhz
93373,121.461,31.199,wtw37zt5q7ju
93374,121.483,31.282,wtw3uqtnz56q
93375,121.541,31.207,wtw3t9p3yw6n
93376,121.348,31.211,wtw393fcm24g
93377,121.427,31.332,wtw65pu6nhjs
93378,121.419,31.292,wtw64bw95g86
93379,121.448,31.126,wtw35d7dpdbq
93380,121.408,31.299,wtw649y9gkqp
93381,121.539,31.3,wtw6j9vzxyyu
93382,121.436,31.201,wtw37rfyzzuw
93383,121.53,31.328,wtw6jrp6y62p
93384,121.45,31.344,wtw67dj0n15d
93385,121.542,31.296,wtw6jc20mv5z
93386,121.49,31.318,wtw6ht62d4mf
93387,121.423,31.283,wtw3gncs8vz5
93388,121.485,31.204,wtw3s2w8mxjw
93389,121.431,31.135,wtw355zqe2sm
93390,121.453,31.153,wtw35xprkh0e
93391,121.508,31.119,wtw3hcp3md59
93392,121.359,31.247,wtw3c86fvwvp
93393,121.289,31.195,wtw1ryzun93r
93394,121.527,31.254,wtw3v3t78rgh
93395,121.533,31.284,wtw3vx1ds0kc
93396,121.333,31.129,wtw30fzgxf4j
93397,121.436,31.39,wtw6e66upbhe
93398,121.262,31.175,wtw1r7hr93hw
93399,121.428,31.204,wtw3e0t0mrpq
93400,121.497,31.208,wtw3s9prv2c7
93401,121.49,31.276,wtw3utd7fhvz
93402,121.523,31.178,wtw3m7f350kq
93403,121.474,31.205,wtw3s0wwm3e7
93404,121.526,31.331,wtw6jrss319q
93405,121.414,31.15,wtw34ydvzkb5
93406,121.483,31.308,wtw6h7mnr44q
93407,121.464,31.28,wtw3gyr7hqdu
93408,121.473,31.271,wtw3uhtyy0cs
93409,121.469,31.22,wtw3s57j8vg4
93410,121.395,31.329,wtw64rm0ssbs
93411,121.538,31.317,wtw6jtj68xvm
93412,121.447,31.318,wtw65t7084qd
93413,121.415,31.277,wtw3fvg9wx3u
93414,121.377,31.252,wtw3f120154c
93415,121.382,31.242,wtw3dp7tvdgj
93416,121.397,31.304,wtw646wx50s1
93417,121.431,31.276,wtw3gjx7gkur
93418,121.473,31.271,wtw3uhtyy0cs
93419,121.381,31.314,wtw64hdcq29t
93420,121.496,31.28,wtw3uwqejyxu
93421,121.412,31.189,wtw36vc90duz
93422,121.478,31.237,wtw3sq98dwf5
93423,121.265,31.382,wtw4x2ymrkc9
93424,121.447,31.314,wtw65se120wt
93425,121.428,31.254,wtw3g1t5trzk
93426,121.384,31.212,wtw3d1vph4w8
93427,121.49,31.252,wtw3u96245jc
93428,121.366,31.251,wtw3cc042b8u
93429,121.386,31.066,wtw2dpqsdf1u
93430,121.335,31.249,wtw3c09qw7v3
93431,121.489,31.231,wtw3st3tfbk5
93432,121.506,31.128,wtw3hftvxpb2
93433,121.39,31.24,wtw3dr1d0n06
93434,121.46,31.275,wtw3gvkqp4s1
93435,121.409,31.189,wtw36tz34dzz
93436,121.452,31.347,wtw67dw9s8r4
93437,121.496,31.259,wtw3udw8vgzy
93438,121.459,31.263,wtw3gg78pvde
93439,121.428,31.242,wtw3epmjv6zm
93440,121.484,31.294,wtw6h2vuy27v
93441,121.441,31.303,wtw656w9hqhu
93442,121.509,31.142,wtw3jj0pkct6
93443,121.491,31.279,wtw3uw5j3kpw
93444,121.458,31.239,wtw3eygh2e8v
93445,121.448,31.19,wtw37tgwzt2m
93446,121.465,31.299,wtw6h1b1gskx
93447,121.442,31.366,wtw67qp25wnq
93448,121.368,31.26,wtw3cf9qxqk5
93449,121.594,31.252,wtw3ycq01e1c
93450,121.407,31.283,wtw3fwvusjue
93451,121.431,31.294,wtw650zkg2km
93452,121.404,31.211,wtw3d9g9q0pe
93453,121.422,31.256,wtw3g1bz3stq
93454,121.524,31.3,wtw6j3gpdqyh
93455,121.527,31.321,wtw6jmv603e4
93456,121.524,31.322,wtw6jmgpf7yp
93457,121.481,31.336,wtw6k2ec2myc
93458,121.486,31.271,wtw3ukxqubzh
93459,121.438,31.259,wtw3g6s2y7zy
93460,121.47,31.259,wtw3u4ebb5uy
93461,121.441,31.309,wtw657wshksg
93462,121.451,31.287,wtw3gxtgvrt2
93463,121.446,31.261,wtw3gdfk8bv0
93464,121.404,31.127,wtw34d7xyjre
93465,121.352,31.244,wtw39rvc6x9x
93466,121.479,31.289,wtw3urfr9u7e
93467,121.544,31.273,wtw3vv1dkmxp
93468,121.521,31.255,wtw3v3bcsd31
93469,121.43,31.203,wtw3e0qdshf9
93470,121.445,31.343,wtw679cd1wem
93471,121.409,31.286,wtw3fxrq4tpg
93472,121.451,31.34,wtw679mbtrmq
93473,121.477,31.283,wtw3uqbuemb7
93474,121.427,31.276,wtw3gjs7yhvx
93475,121.458,31.247,wtw3gb74bwbz
93476,121.498,31.276,wtw3uv85usgp
93477,121.278,31.262,wtw1zepfq5pj
93478,121.542,31.264,wtw3vg2njb5b
93479,121.484,31.314,wtw6hktcq2ev
93480,121.45,31.325,wtw65wt1q55x
93481,121.322,31.259,wtw3bdxbz7zy
93482,121.396,31.245,wtw3drvz7f4k
93483,121.493,31.135,wtw3heuw80dv
93484,121.416,31.238,wtw3dysqtc72
93485,121.465,31.32,wtw6hj8h5xht
93486,121.348,31.192,wtw33q6ft64z
93487,121.436,31.32,wtw65mdupzht
93488,121.338,31.265,wtw3c5eeu66m
93489,121.452,31.178,wtw37ey9h8rn
93490,121.309,31.298,wtw603ws0d46
93491,121.424,31.348,wtw674dr268x
93492,121.538,31.306,wtw6jej68tmk
93493,121.46,31.31,wtw65gu3zph1
93494,121.494,31.204,wtw3s8t0rrhq
93495,121.458,31.196,wtw37z51bebu
93496,121.385,31.177,wtw365tg5w01
93497,121.477,31.271,wtw3uk8yg2bk
93498,121.434,31.167,wtw373c8cmch
93499,121.528,31.324,wtw6jqmgx8ud
93500,121.479,31.307,wtw6h7623zg9
93501,121.352,31.283,wtw3cqvudtce
93502,121.518,31.275,wtw3vjqwnds1
93503,121.367,31.237,wtw39y8b8nf7
93504,121.442,31.164,wtw373pr7wwm
93505,121.486,31.279,wtw3uqpmkupn
93506,121.478,31.27,wtw3uk98fw6p
93507,121.475,31.278,wtw3ujzrs9v1
93508,121.445,31.266,wtw3gec99sg6
93509,121.386,31.293,wtw640wwfy1b
93510,121.441,31.329,wtw65rq8skuu
93511,121.433,31.25,wtw3g2bu3ypx
93512,121.516,31.274,wtw3vjm2200u
93513,121.465,31.278,wtw3ujbpe9u9
93514,121.526,31.277,wtw3vmu99p3k
93515,121.49,31.313,wtw6hs676nmb
93516,121.533,31.321,wtw6jtcdh1sf
93517,121.554,31.253,wtw3y12vvmrw
93518,121.387,31.226,wtw3dhx2dh73
93519,121.535,31.314,wtw6jse16b8m
93520,121.503,31.268,wtw3uu5v31em
93521,121.531,31.313,wtw6js25mw38
93522,121.421,31.288,wtw3gpb1f3gt
93523,121.372,31.111,wtw2czs6swdx
93524,121.484,31.305,wtw6h6vuy6gy
93525,121.547,31.276,wtw3vvegfkup
93526,121.366,31.251,wtw3cc042b8u
93527,121.362,31.131,wtw31ejp5x40
93528,121.378,31.232,wtw3dj8g86u8
93529,121.488,31.201,wtw3kxbygxfw
93530,121.528,31.253,wtw3v3mvztkw
93531,121.535,31.288,wtw3vxg1fcbm
93532,121.479,31.27,wtw3ukd2cy7x
93533,121.482,31.29,wtw6h2hmryb8
93534,121.455,31.038,wtw2ef2c6wec
93535,121.32,31.24,wtw38xnd0yhd
93536,121.391,31.122,wtw343d4z361
93537,121.532,31.313,wtw6js2gky72
93538,121.52,31.319,wtw6jm2nmhz2
93539,121.368,31.208,wtw39c1rz2u5
93540,121.414,31.142,wtw34v4zr384
93541,121.335,31.246,wtw3c01mnkt6
93542,121.415,31.238,wtw3dyeww93b
93543,121.531,31.323,wtw6jw0jtw3t
93544,121.398,31.143,wtw34mrm47vx
93545,121.452,31.279,wtw3gwntkspn
93546,121.438,31.34,wtw673k2wrry
93547,121.45,31.293,wtw658tnyn58
93548,121.423,31.236,wtw3en3dburj
93549,121.614,31.279,wtw3zqht7s4y
93550,121.32,31.241,wtw38xq80bs8
93551,121.45,31.292,wtw658t1n5ed
93552,121.434,31.239,wtw3eqcs379j
93553,121.486,31.3,wtw6h3zrsyzh
93554,121.369,31.243,wtw39zd5wtmd
93555,121.506,31.321,wtw6hvvfp186
93556,121.399,31.244,wtw3dxb13xxr
93557,121.4,31.261,wtw3fdbu90bb
93558,121.555,31.28,wtw3yn3ehy9k
93559,121.374,31.322,wtw61vvzg5vz
93560,121.421,31.284,wtw3gp04d279
93561,121.421,31.217,wtw3e4bh4qed
93562,121.367,31.237,wtw39y8b8nf7
93563,121.512,31.059,wtw2tn47fc4p
93564,121.421,31.167,wtw371b0fmgs
93565,121.52,31.207,wtw3t301vnrq
93566,121.318,31.137,wtw30sm44m3r
93567,121.39,31.088,wtw2f73s8p0r
93568,121.446,31.319,wtw65t6q2uv0
93569,121.469,31.261,wtw3u4gh8bg0
93570,121.573,31.268,wtw3yknv21xj
93571,121.479,31.396,wtw6s76qcyee
93572,121.482,31.29,wtw6h2hmryb8
93573,121.425,31.284,wtw3gp4fx863
93574,121.528,31.301,wtw6j6jvx9k9
93575,121.532,31.305,wtw6jdbuufgq
93576,121.509,31.142,wtw3jj0pkct6
93577,121.319,31.138,wtw30smzcxgj
93578,121.41,31.242,wtw3dz2jf4ct
93579,121.381,31.179,wtw365fyy6ce
93580,121.383,31.11,wtw2fpkkuukf
93581,121.419,31.27,wtw3fuw8gy2r
93582,121.415,31.137,wtw34u7dnt3z
93583,121.391,31.141,wtw34m41rr4h
93584,121.374,31.322,wtw61vvzg5vz
93585,121.422,31.282,wtw3gn8ycemq
93586,121.356,31.363,wtw63t2wxybn
93588,121.45,31.292,wtw658t1n5ed
93589,121.422,31.283,wtw3gnbu9tv7
93590,121.53,31.309,wtw6j7xknk85
93591,121.575,31.351,wtw6qe20ycfr
93592,121.507,31.282,wtw3uywwy73y
93593,121.422,31.264,wtw3g52y18j2
93594,121.361,31.216,wtw39dsqkk0m
93595,121.42,31.129,wtw34fz7e44j
93596,121.429,31.246,wtw3g0jvhu8f
93597,121.389,31.164,wtw3630z2wwv
93598,121.329,31.248,wtw3bbt0f97s
93599,121.604,31.279,wtw3znjm6s4q
93600,121.398,31.244,wtw3drz36rtx
93601,121.47,31.297,wtw6h17y0psv
93602,121.353,31.164,wtw333nx3yem
93603,121.357,31.157,wtw31xcqxjcb
93604,121.487,31.311,wtw6hebpu32y
93605,121.512,31.305,wtw6j4fkfffn
93606,121.418,31.208,wtw3dcjzu2yg
93607,121.319,31.241,wtw38xmb18e0
93608,121.32,31.243,wtw38xwe8vkd
93609,121.567,31.251,wtw3y346k2th
93610,121.386,31.319,wtw64jqw6ucb
93611,121.316,31.194,wtw32wew5xn4
93612,121.383,31.11,wtw2fpkkuukf
93613,121.485,31.306,wtw6h7ndttms
93614,121.364,31.249,wtw3c8wwd5v3
93615,121.501,31.261,wtw3uffkd8b0
93616,121.401,31.13,wtw34e192kde
93617,121.296,31.204,wtw380t03xhy
93618,121.443,31.326,wtw65w8p5j8h
93619,121.397,31.321,wtw64myd51s4
93620,121.433,31.353,wtw6778u3yzd
93621,121.433,31.353,wtw6778u3yzd
93622,121.461,31.253,wtw3gcmjymmy
93623,121.342,31.163,wtw331n99s1p
93624,121.531,31.322,wtw6jtbpvecx
93625,121.506,31.283,wtw3uyvuxjb7
93626,121.367,31.237,wtw39y8b8nf7
93627,121.394,31.25,wtw3f2ukmnpp
93629,121.432,31.356,wtw67k0jfwjc
93630,121.419,31.136,wtw34uns7g06
93631,121.423,31.264,wtw3g53w0bp0
93632,121.482,31.245,wtw3srurrf0s
93633,121.385,31.227,wtw3dhty7w8n
93634,121.393,31.307,wtw64778mzv3
93635,121.551,31.208,wtw3tcnxz8fg
93636,121.519,31.207,wtw3t1p3vymy
93637,121.319,31.241,wtw38xmb18e0
93638,121.433,31.266,wtw3g7bc9uzd
93639,121.381,31.263,wtw3f56bnm9e
93640,121.47,31.253,wtw3u17vbjky
93641,121.32,31.24,wtw38xnd0yhd
93642,121.408,31.313,wtw64sqe7qq0
93643,121.507,31.329,wtw6hzq8wkcu
93644,121.485,31.319,wtw6hmqwmsv8
93645,121.432,31.25,wtw3g2bh6wjz
93646,121.322,31.298,wtw609xup6pf
93647,121.502,31.3,wtw6hcgp9ycs
93648,121.481,31.288,wtw3urgcb3yv
93649,121.387,31.108,wtw2fpp34pe2
93650,121.39,31.269,wtw3fk3e0h06
93651,121.529,31.333,wtw6jryxyyw3
93652,121.372,31.217,wtw39fukhwdd
93653,121.275,31.319,wtw4ptmy2kf0
93654,121.31,31.31,wtw607z1zzh1
93655,121.251,31.123,wtw1p1u295dw
93656,121.52,31.326,wtw6jq8pjjxk
93657,121.536,31.213,wtw3td5ufhcv
93658,121.532,31.326,wtw6jw8zhvek
93659,121.489,31.291,wtw6h83e6chj
93660,121.509,31.289,wtw3vpbpsum7
93661,121.471,31.305,wtw6h4ukz6yq
93662,121.49,31.276,wtw3utd7fhvz
93663,121.336,31.241,wtw39p60j8x0
93664,121.386,31.293,wtw640wwfy1b
93665,121.423,31.273,wtw3gj1d2vxp
93666,121.445,31.336,wtw678993tg3
93667,121.449,31.307,wtw65ek2qzf1
93668,121.501,31.249,wtw3ubdqdeb1
93669,121.385,31.165,wtw361mv7904
93670,121.41,31.141,wtw34v016p1s
93671,121.484,31.305,wtw6h6vuy6gy
93672,121.459,31.257,wtw3gf5tpz4e
93674,121.429,31.265,wtw3g5tguf2v
93675,121.434,31.355,wtw67k18179h
93676,121.43,31.267,wtw3g5yxkp68
93677,121.405,31.241,wtw3dxk2j892
93678,121.334,31.241,wtw39p28p0eb
93679,121.506,31.321,wtw6hvvfp186
93680,121.406,31.205,wtw3d8tnkcdg
93681,121.483,31.32,wtw6hmthpp4m
93682,121.456,31.243,wtw3ez9e9vmd
93683,121.488,31.286,wtw3ux2y5t4e
93684,121.467,31.302,wtw6h43e65xz
93685,121.43,31.219,wtw3e5nxu56s
93686,121.427,31.182,wtw37hs2q4je
93687,121.477,31.286,wtw3ur2y5m07
93688,121.506,31.321,wtw6hvvfp186
93689,121.421,31.162,wtw370b5f3gd
93690,121.338,31.252,wtw3c178h743
93691,121.334,31.157,wtw31pbwxjgb
93692,121.538,31.281,wtw3vwt309j3
93693,121.476,31.297,wtw6h32n5zwt
93694,121.428,31.135,wtw355vnt2xm
93695,121.477,31.238,wtw3sq8ye322
93696,121.39,31.269,wtw3fk3e0h06
93697,121.538,31.151,wtw3jwv78xm3
93698,121.528,31.22,wtw3t7mvxtud
93699,121.376,31.122,wtw31cx6cc33
93700,121.562,31.205,wtw3w0wwrcsg
93701,121.319,31.264,wtw3bemy1850
93702,121.49,31.277,wtw3utf3dpmu
93703,121.371,31.097,wtw2cv59jkcn
93704,121.447,31.318,wtw65t7084qd
93705,121.402,31.264,wtw3fe6np8h2
93706,121.4,31.17,wtw36d2f3j0u
93707,121.5,31.344,wtw6kf1851n6
93708,121.381,31.315,wtw64hdzn71e
93709,121.324,31.222,wtw38gc3q4ek
93710,121.384,31.112,wtw2fpv0s1nt
93711,121.486,31.279,wtw3uqpmkupn
93712,121.538,31.306,wtw6jej68tmk
93713,121.461,31.257,wtw3gfjjnrjg
93714,121.458,31.313,wtw65u752w2b
93715,121.532,31.322,wtw6jtbzuggr
93716,121.482,31.282,wtw3uqsqzg2w
93717,121.417,31.217,wtw3dfvhjnt4
93718,121.457,31.197,wtw37z4r9nr3
93719,121.446,31.218,wtw3ee460bvp
93720,121.391,31.268,wtw3fk4jr3dj
93721,121.329,31.291,wtw60bm5695t
93722,121.466,31.21,wtw3s18g6vwj
93723,121.448,31.259,wtw3gde8zebq
93724,121.436,31.332,wtw65rffpuhs
93725,121.514,31.3,wtw6j1gz9qvs
93726,121.446,31.297,wtw6596q0ztj
93727,121.458,31.268,wtw3gu5j298v
93729,121.503,31.306,wtw6hg5f9j7k
93730,121.427,31.228,wtw3ehukq1je
93731,121.533,31.259,wtw3vd98u5uy
93732,121.516,31.252,wtw3v1m2050c
93733,121.525,31.225,wtw3tk7fc9zu
93734,121.537,31.317,wtw6jthd9rgt
93735,121.442,31.301,wtw656pme9q3
93736,121.319,31.241,wtw38xmb18e0
93737,121.434,31.167,wtw373c8cmch
93738,121.391,31.141,wtw34m41rr4h
93739,121.49,31.281,wtw3uwd341jc
93740,121.504,31.25,wtw3ubus2qjp
93741,121.413,31.302,wtw64f65rgwr
93742,121.439,31.407,wtw6emmpjc1s
93743,121.549,31.226,wtw3tut28ur3
93744,121.492,31.223,wtw3segz0v11
93745,121.365,31.277,wtw3ctz39rrh
93746,121.298,31.186,wtw32jnx87b2
93747,121.455,31.327,wtw65ybv485f
93748,121.459,31.31,wtw65gg9zz49
93749,121.596,31.346,wtw6qfre8jvj
93750,121.512,31.258,wtw3v4674cd0
93751,121.548,31.269,wtw3vuke1sjf
93752,121.483,31.29,wtw6h2jjrnf2
93753,121.484,31.319,wtw6hmmyqkgb
93755,121.39,31.269,wtw3fk3e0h06
93756,121.484,31.285,wtw3urmbq6ey
93757,121.51,31.173,wtw3m4bguhqu
93758,121.451,31.143,wtw35tmvj7vr
93759,121.484,31.28,wtw3uqmgnqeu
93760,121.352,31.308,wtw617my6d1w
93761,121.485,31.319,wtw6hmqwmsv8
93762,121.466,31.289,wtw3upbzduq5
93763,121.515,31.274,wtw3vjk828ph
93764,121.437,31.296,wtw65378rjnp
93765,121.512,31.262,wtw3v5466g4j
93766,121.49,31.361,wtw6kt4744jg
93767,121.319,31.241,wtw38xmb18e0
93768,121.528,31.309,wtw6j7tupsse
93769,121.449,31.305,wtw65dukyffn
93770,121.421,31.152,wtw35p01d3ew
93771,121.447,31.308,wtw65e7n24nw
93772,121.515,31.158,wtw3m0hs88pj
93773,121.506,31.265,wtw3ugtgz42m
93774,121.515,31.3,wtw6j1ux8wzh
93775,121.468,31.407,wtw6sj6r191k
93776,121.489,31.227,wtw3ss9w6ysn
93777,121.367,31.238,wtw39y8y8162
93778,121.506,31.321,wtw6hvvfp186
93779,121.432,31.154,wtw35r2j4wtb
93780,121.49,31.277,wtw3utf3dpmu
93781,121.468,31.263,wtw3u5621t97
93782,121.45,31.283,wtw3gwvhwjge
93783,121.32,31.241,wtw38xq80bs8
93784,121.467,31.293,wtw6h09wfnpb
93785,121.478,31.27,wtw3uk98fw6p
93786,121.453,31.279,wtw3gwpmkh0w
93787,121.44,31.331,wtw65rtum1en
93788,121.507,31.328,wtw6hzndy63z
93789,121.422,31.284,wtw3gp0f98m3
93790,121.388,31.32,wtw64m8h1rjj
93791,121.459,31.329,wtw65z78xufs
93792,121.415,31.302,wtw64f7eqe9z
93793,121.385,31.237,wtw3dntbewb5
93794,121.438,31.34,wtw673k2wrry
93795,121.434,31.356,wtw67k1tcq11
93796,121.539,31.22,wtw3temvxvyf
93797,121.374,31.322,wtw61vvzg5vz
93798,121.394,31.066,wtw2drkkt4ph
93799,121.387,31.283,wtw3fnzkdjg7
93800,121.446,31.328,wtw65x46bfmp
93801,121.382,31.22,wtw3d57tttg4
93802,121.336,31.241,wtw39p60j8x0
93803,121.447,31.319,wtw65t7n2hy8
93804,121.578,31.179,wtw3qefqudz7
93805,121.531,31.266,wtw3veb1tscd
93806,121.348,31.282,wtw3cqdyv76y
93807,121.531,31.323,wtw6jw0jtw3t
93808,121.532,31.321,wtw6jtbfhce6
93809,121.374,31.218,wtw39gjf50vz
93810,121.412,31.196,wtw36z19beuu
93811,121.43,31.246,wtw3g0nthhdd
93812,121.32,31.138,wtw30sqxbzut
93813,121.418,31.128,wtw34ftvsryb
93814,121.431,31.153,wtw35ppr7kh7
93815,121.367,31.237,wtw39y8b8nf7
93816,121.387,31.275,wtw3fjrq44e3
93817,121.464,31.323,wtw65ypmsq6v
93818,121.596,31.236,wtw3wyrdbhmj
93819,121.316,31.193,wtw32we87swh
93820,121.538,31.322,wtw6jtvrbevr
93821,121.397,31.249,wtw3f2wwe5u1
93822,121.318,31.241,wtw38xm04292
93823,121.55,31.276,wtw3vvw5bkcp
93824,121.39,31.311,wtw647cxb12q
93826,121.35,31.282,wtw3cqsqggqq
93827,121.44,31.115,wtw352mfj07h
93828,121.49,31.331,wtw6hxdk61ty
93829,121.4,31.261,wtw3fdbu90bb
93830,121.541,31.321,wtw6jtz6n9d4
93831,121.32,31.241,wtw38xq80bs8
93832,121.36,31.209,wtw3997tsgqb
93833,121.534,31.26,wtw3vddqeqqe
93834,121.484,31.32,wtw6hmtunr5v
93835,121.442,31.192,wtw37qr6ednr
93836,121.567,31.261,wtw3y6fks2v0
93837,121.4,31.13,wtw34e0c3h8g
93838,121.321,31.296,wtw609r22jnr
93839,121.459,31.25,wtw3gbgsry4x
93840,121.313,31.151,wtw30wc7tz31
93841,121.507,31.28,wtw3uyqenq9u
93842,121.536,31.288,wtw3vxgcf1cv
93843,121.489,31.331,wtw6hx9s6csn
93844,121.472,31.27,wtw3uht0yy2p
93845,121.524,31.264,wtw3v77n42n0
93846,121.439,31.407,wtw6emmpjc1s
93847,121.536,31.256,wtw3v9gz6h9y
93848,121.416,31.155,wtw34zs7jbgq
93849,121.45,31.158,wtw378jhw05t
93850,121.476,31.404,wtw6skbjecys
93851,121.513,31.275,wtw3vj7n44ec
93852,121.32,31.241,wtw38xq80bs8
93853,121.43,31.367,wtw67nnwh0de
93854,121.535,31.266,wtw3veg1dub6
93855,121.307,31.172,wtw326tn1czn
93856,121.449,31.305,wtw65dukyffn
93857,121.405,31.221,wtw3des7t81r
93858,121.353,31.164,wtw333nx3yem
93859,121.524,31.314,wtw6jke162wj
93860,121.531,31.148,wtw3jw24m819
93861,121.506,31.261,wtw3ufvux0b2
93862,121.441,31.331,wtw65rwsk3sy
93863,121.531,31.323,wtw6jw0jtw3t
93864,121.4,31.261,wtw3fdbu90bb
93865,121.509,31.281,wtw3vn81hcj3
93866,121.322,31.296,wtw609rbrmpz
93867,121.477,31.27,wtw3uk8bgq2r
93868,121.49,31.232,wtw3std7d4vb
93869,121.422,31.283,wtw3gnbu9tv7
93870,121.395,31.173,wtw366v5us2s
93871,121.461,31.217,wtw3efvhnqtf
93872,121.483,31.321,wtw6hmv4p1d6
93873,121.4,31.261,wtw3fdbu90bb
93874,121.419,31.196,wtw36zn9ggbk
93875,121.483,31.32,wtw6hmthpp4m
93876,121.32,31.24,wtw38xnd0yhd
93877,121.488,31.311,wtw6hebzg96w
93878,121.507,31.329,wtw6hzq8wkcu
