路段编码,路名,区属,类型,段起点,段止点,等级,长度,路段面积,人行道面积
YPS000014627,国年路,杨浦,路段,政肃路,政修路,支路,188.5,3146,1508
YPS000014620,国权北路,杨浦,路段,三门路,政立路,次干路,482,8521,2406
YPS000020235,国权东路,杨浦,路段,黄兴路,关山路,支路,171.5,3204.6,1380.6
YPS000020236,国权东路,杨浦,路段,关山路,双阳北路,支路,469.2,9121.2,3822.8
YPS000014621,国权路,杨浦,路段,国权支路,黄兴路,支路,298,5709,2084
YPS000014612,国权路,杨浦,路段,政化路,四平路,支路,115,1485,630
YPS000014614,国权路,杨浦,路段,政熙路,政化路,支路,250,3228,1152
YPS000014616,国权路,杨浦,路段,政修路,政熙路,支路,223,3122,1314
YPS000014618,国权路,杨浦,路段,政肃路,政修路,支路,234.5,4098,1792
YPS000014619,国权路,杨浦,路段,四平路,政本路,支路,522,9808,3060
YPS000014630,国权路,杨浦,路段,邯郸路,政肃路,支路,401,5381,1584
YPS000014649,国权路,杨浦,路段,黄兴路,黄兴绿地,支路,258,3274,1864
YPS000014997,国权路,杨浦,路段,政本路,国权支路,支路,224,3840,1264
YPS000014988,国权支路,杨浦,路段,国权路,国科,支路,208.4,2449,943
YPS000020074,国顺东路,杨浦,路段,营口路,双阳路,次干路,747,19687.8,2763.2
YPS000020075,国顺东路,杨浦,路段,双阳路,关山,次干路,323,5818,1884
YPS000020076,国顺东路,杨浦,路段,关山,黄兴路,次干路,170,3484,924
YPS000014631,国顺东路,杨浦,路段,沙岗路,营口路,次干路,460,9029.7,2255
YPS000014643,国顺东路,杨浦,路段,包头南路,沙岗路,次干路,383,8576,2258
YPS000014644,国顺东路,杨浦,路段,翔殷路,包头南路,次干路,673.6,13104.6,5400.6
YPS000014632,国顺路,杨浦,路段,四平路,政法路,支路,120,1378,568
YPS000014634,国顺路,杨浦,路段,政化路,四平路,支路,93.8,1540,714
YPS000014636,国顺路,杨浦,路段,政熙路,政化路,支路,170,3126,1332
YPS000014638,国顺路,杨浦,路段,政修路,政熙路,支路,160,2757,972
YPS000014639,国顺路,杨浦,路段,政肃路,政修路,支路,172,3196,1287
YPS000014651,国顺路,杨浦,路段,邯郸路,政肃路,支路,301,5359,2088
YPS000014611,国顺路,杨浦,路段,政本路,黄兴路,支路,410,8613,3778
YPS000014601,国顺路,杨浦,路段,政法路,政本路,支路,300,5989,2508
YPS000014583,国泰路,杨浦,路段,政熙路,政修路,支路,285,3830,1717
YPS000014585,国泰路,杨浦,路段,四平路,政熙路,支路,333,4348,1831
YPS000020192,国伟路,杨浦,路段,闸殷路,中原路,次干路,334.6,10010.9,1716.6
YPS000020193,国伟路,杨浦,路段,中原路,殷行路,次干路,852.6,26414.3,5653.9
YPS000020203,国伟路,杨浦,路段,政悦路,闸殷路,支路,562,9826.4,1538.9
YPS000014579,国庠路,杨浦,路段,政旦东路,翔殷路,支路,100,1127.6,483.6
YPS000014581,国庠路,杨浦,路段,体育场路,政通路,支路,100,1156,524
YPS000014569,国庠路,杨浦,路段,政通路,政旦东路,支路,100,1242,554
YPS000020214,国晓路,杨浦,路段,淞沪路,政澄路,支路,291.5,5594.9,1429.6
YPS000020215,国晓路,杨浦,路段,政澄路,政和,支路,309.6,6346.2,1566.2
YPS000020216,国晓路,杨浦,路段,政和,江湾城,支路,343.2,6844.7,1656.8
YPS000020207,国秀路,杨浦,路段,淞沪路,政和,支路,526.1,10473.8,2362.6
YPS000020208,国秀路,杨浦,路段,政和,江湾城,支路,396.4,7262,1664
YPS000014577,海安路,杨浦,路段,桥,军工路,支路,308.5,3312,648
YPS000014589,海安路,杨浦,路段,共青路,桥,支路,194.5,4177.8,928.8
YPS000014576,海城路,杨浦,路段,内江路,内江集市,支路,172.5,2224.4,874.4
YPS000014578,海州路,杨浦,路段,隆昌路,宁武路,支路,427.3,5436.6,1644
YPS000014571,海州路,杨浦,路段,腾越路,隆昌路,支路,273.5,2234,0
YPS000014573,海州路,杨浦,路段,贵阳路,腾越路,支路,284.3,3444,0
YPS000014602,海州路,杨浦,路段,305弄,4号,支路,30,90,0
YPS000014603,海州路,杨浦,路段,299弄,13号,支路,55,138,0
YPS000014604,海州路,杨浦,路段,266弄,56号,支路,275,825,0
YPS000014605,海州路,杨浦,路段,283弄,14号,支路,100,250,0
YPS000014606,海州路,杨浦,路段,280弄,18号,支路,70,175,0
YPS000014607,海州路,杨浦,路段,418弄,23号,支路,290,1015,0
YPS000014608,海州路,杨浦,路段,338弄,41号,支路,230,1904,0
YPS000014596,邯郸路,杨浦,路段,国顺路,国年路,主干路,103,3485,531
YPS000014598,邯郸路,杨浦,路段,国达路,国顺路,主干路,220,7386.4,1060.4
YPS000014600,邯郸路,杨浦,路段,国定路,国达路,主干路,135.5,4141,650
YPS000014592,邯郸路,杨浦,路段,国权路,邯郸路桥,主干路,210,6740,1066
YPS000014594,邯郸路,杨浦,路段,国年路,国权路,主干路,206.4,6819.2,1024.2
YPS000020062,邯郸路,杨浦,路段,五角场,国定路,主干路,655,22688.7,6110
YPS000014494,杭州路,杨浦,路段,宁武路,临青路,支路,440,5664.4,1786
YPS000014371,杭州路,杨浦,路段,眉州路,西湖街,支路,316.4,4143,1368
YPS000014372,杭州路,杨浦,路段,573弄,64号甲,支路,440,880,0
YPS000014373,杭州路,杨浦,路段,渭南路,眉州路,支路,148,1823,529
YPS000014374,杭州路,杨浦,路段,宁国路,渭南路,支路,214,2620,736
YPS000014375,杭州路,杨浦,路段,松藩,宁国路,支路,134.1,1609.2,688
YPS000014377,杭州路,杨浦,路段,三星路,松藩,支路,242,4674,2554
YPS000014379,杭州路,杨浦,路段,临青路,三星路,支路,197.5,1946,848
YPS000014629,杭州路,杨浦,路段,隆昌路,宁武路,支路,348,4375.8,1621.8
YPS000014391,杭州路,杨浦,路段,485弄,162号,支路,150,300,0
YPS000014396,杭州路,杨浦,路段,593弄,7号,支路,180,360,0
YPS000014397,杭州路,杨浦,路段,500弄,21号,支路,120,240,0
YPS000014398,杭州路,杨浦,路段,492弄,17号,支路,210,420,0
YPS000014399,杭州路,杨浦,路段,589弄,32号,支路,185,463,0
YPS000014401,杭州路,杨浦,路段,509弄,123号,支路,155,310,0
YPS000014384,河间路,杨浦,路段,宁国路,渭南路,支路,192,3850,1600
YPS000014386,河间路,杨浦,路段,临青路,宁国路,支路,359,5450,2326
YPS000014388,河间路,杨浦,路段,宁武路,临青路,支路,454.3,7363.6,3650
YPS000014389,河间路,杨浦,路段,隆昌路,宁武路,支路,345,4980.7,2334.7
YPS000014362,河间路,杨浦,路段,眉州路,桥,支路,373.4,5757,2625
YPS000014359,河间路,杨浦,路段,渭南路,眉州路,支路,234.8,4752,1352
YPS000014402,河间路,杨浦,路段,贵阳路,隆昌路,支路,501.5,6496,2856
YPS000014392,河间路,杨浦,路段,内江路,贵阳路,支路,268,3270,1470
YPS000020174,河间路,杨浦,路段,爱国路,内江路,支路,268.9,3824,1434
YPS000014327,黑山路,杨浦,路段,桥,盘山路,支路,80,739,330
YPS000014329,黑山路,杨浦,路段,政立路,政衷路,支路,100,1565,606
YPS000014339,黑山路,杨浦,路段,政衷路,桥,支路,71,1205,454
YPS000014320,黑山路,杨浦,路段,长海路,政立路,支路,194,3018,1136
YPS000020199,黑山路,杨浦,路段,盘山路,翔殷路,支路,332,3637.1,1412.1
YPS000014324,恒仁路,杨浦,路段,长海路,政立路,支路,190,2859,1470
YPS000014325,恒仁路,杨浦,路段,清源环路,长海路,支路,321,4776,1945
YPS000014326,恒仁路,杨浦,路段,嫰江,清源环路,支路,227,3353,1381
YPS000014330,怀德路,杨浦,路段,惠民路,榆林路,支路,107,1396,750
YPS000014321,怀德路,杨浦,路段,长阳路,霍山路,支路,268,4176.3,2331.8
YPS000014322,怀德路,杨浦,路段,昆明路,长阳路,支路,281,4131,2176
YPS000014323,怀德路,杨浦,路段,壮河路,昆明路,支路,160,2106,728
YPS000014349,怀德路,杨浦,路段,霍山路,济宁路,支路,145,1939,936
YPS000014351,怀德路,杨浦,路段,济宁路,惠民路,支路,154,1838.5,759
YPS000014356,怀德路,杨浦,路段,龙江路,杨树浦路,支路,342,4095,1842.5
YPS000014357,怀德路,杨浦,路段,平凉路,杨州,支路,230,2923.8,1350
YPS000014358,怀德路,杨浦,路段,榆林路,平凉路,支路,107,1222,678
YPS000020197,怀德路,杨浦,路段,扬州路,龙江路,支路,204,2120,744
YPS000020161,怀德路,杨浦,路段,杨树浦路,江边路,支路,328,2962,960
YPS000014328,黄兴路,杨浦,路段,延吉西路,控江路,主干路,439,16163,3160
YPS000014360,黄兴路,杨浦,路段,五角场,国定路,主干路,675,14332.5,3865
YPS000014343,黄兴路,杨浦,路段,国权路,中山北二路,主干路,338,11783,2112
YPS000014345,黄兴路,杨浦,路段,国顺路,国权路,主干路,329,8331.8,2090
YPS000014347,黄兴路,杨浦,路段,国定路,国顺路,主干路,335,8762,2114
YPS000014458,黄兴路,杨浦,路段,眉州支路,长阳路,主干路,274,13493,2190
YPS000014460,黄兴路,杨浦,路段,九潭路,眉州支路,主干路,55,2270,452
YPS000014461,黄兴路,杨浦,路段,周家嘴路,九潭路,主干路,475,23379,3690
YPS000014463,黄兴路,杨浦,路段,控江路,周家嘴路,主干路,319,11238,1978
YPS000014411,黄兴路,杨浦,路段,中山北二路,延吉西路,主干路,492,15363,3542
YPS000014465,惠民路,杨浦,路段,辽阳路,景星路,支路,150,2281.1,1141.1
YPS000014472,惠民路,杨浦,路段,荆州路,大连路,支路,243.1,4501,1813
YPS000014478,惠民路,杨浦,路段,通北1,辽阳路,支路,150.5,2376.6,1176.6
YPS000014480,惠民路,杨浦,路段,通北路,通北1,支路,82,1099.3,658.3
YPS000014482,惠民路,杨浦,路段,汾州路,通北路,支路,127.3,1741.3,839.7
YPS000014483,惠民路,杨浦,路段,许昌路,汾州路,支路,256.3,4593.6,2419.6
YPS000014485,惠民路,杨浦,路段,景星路,荆州路,支路,123,1833.7,1039.9
YPS000014448,惠民路,杨浦,路段,兰州路,齐齐哈尔路,支路,244.8,3329.8,1229.8
YPS000014453,惠民路,杨浦,路段,江浦路,怀德路,支路,180.5,2608.6,1266
YPS000014455,惠民路,杨浦,路段,怀德路,许昌路,支路,177.5,2604.5,1268
YPS000014412,霍山路,杨浦,路段,许昌路,通北路,支路,309,5343.2,2373.2
YPS000014414,霍山路,杨浦,路段,怀德路,许昌路,支路,212.4,4492.4,2782.4
YPS000014415,霍山路,杨浦,路段,江浦路,怀德路,支路,163,2405.9,1175.9
YPS000014417,霍山路,杨浦,路段,齐齐哈尔路,江浦路,支路,262,4044,1834
YPS000014419,霍山路,杨浦,路段,兰州路,齐齐哈尔路,支路,216.2,3158.1,1338.1
YPS000014422,霍山路,杨浦,路段,通北路,辽阳路,支路,240,4320.1,2340.1
YPS000014407,霍山路,杨浦,路段,荆州路,大连路,支路,232.5,4006.1,2106.1
YPS000014409,霍山路,杨浦,路段,辽阳路,荆州路,支路,252.5,4176.4,2036.4
YPS000014441,吉林路,杨浦,路段,许昌路,通北路,支路,319.5,4525.5,2205
YPS000020080,吉浦路,杨浦,路段,三门路,政立路,支路,389,8340,3317
YPS000020081,吉浦路,杨浦,路段,政立路,安民,支路,162.8,2852.1,1340.1
YPS000020082,吉浦路,杨浦,路段,安民,武东路,支路,223.5,4500,1734
YPS000020083,吉浦路,杨浦,路段,武东路,万安路,支路,294.3,6311.5,2557
YPS000020189,纪念路,杨浦,路段,逸仙路,吉浦路,支路,312.4,5123.8,1537
YPS000014439,纪念路,杨浦,路段,吉浦路,武川路,支路,244.7,4015.4,1391
YPS000014423,济宁路,杨浦,路段,江浦路,怀德路,支路,140,1761.9,869.9
YPS000014426,济宁路,杨浦,路段,457弄,弄底,支路,173,294,0
YPS000014427,济宁路,杨浦,路段,207弄,弄底,支路,180,180,0
YPS000014428,济宁路,杨浦,路段,198弄,弄底,支路,37,48,0
YPS000014429,济宁路,杨浦,路段,477弄,弄底,支路,100,286,0
YPS000014431,济宁路,杨浦,路段,许昌路,通北路,支路,271,3660,1356
YPS000014433,济宁路,杨浦,路段,怀德路,许昌路,支路,312,3820.1,2184.2
YPS000014436,济宁路,杨浦,路段,齐齐哈尔路,江浦路,支路,247,3279,1482
YPS000014438,济宁路,杨浦,路段,兰州路,齐齐哈尔路,支路,234,3114,1428
YPS000014712,佳木斯路,杨浦,路段,桥,营口路,支路,1119,21816,6696
YPS000014425,佳木斯路,杨浦,路段,军工路,桥,支路,178,1320,0
YPS000014881,江浦路,杨浦,路段,龙江路,丹阳路,次干路,205.5,3174,1484
YPS000014883,江浦路,杨浦,路段,746弄,弄底,次干路,106,265,0
YPS000014884,江浦路,杨浦,路段,268弄,弄底,次干路,60,120,0
YPS000014885,江浦路,杨浦,路段,248弄,弄底,次干路,391,782,0
YPS000014886,江浦路,杨浦,路段,杨树浦路,江边路,次干路,186.5,3301.6,1910
YPS000014888,江浦路,杨浦,路段,福宁路,杨树浦路,次干路,98.5,1262,728.5
YPS000014890,江浦路,杨浦,路段,济宁路,惠民路,次干路,193.5,3389.4,1919.4
YPS000014892,江浦路,杨浦,路段,1045弄,1号,次干路,123,308,0
YPS000014894,江浦路,杨浦,路段,盐山路,龙江路,次干路,141.5,1967.3,930.5
YPS000014896,江浦路,杨浦,路段,扬州路,盐山路,次干路,164.5,2934.2,1689.6
YPS000014897,江浦路,杨浦,路段,平凉路,扬州路,次干路,145,2390.4,1440.4
YPS000014899,江浦路,杨浦,路段,榆林路,平凉路,次干路,135,2290.1,1390.1
YPS000014901,江浦路,杨浦,路段,丹阳路,福宁路,次干路,204,3158,1492
YPS000014830,江浦路,杨浦,路段,1078号,1090号,次干路,83,83,0
YPS000014831,江浦路,杨浦,路段,843弄,弄底,次干路,109,174,0
YPS000014858,江浦路,杨浦,路段,831弄,弄底,次干路,141,481,0
YPS000014860,江浦路,杨浦,路段,桥,控江路,次干路,126,2392.9,1095.7
YPS000014861,江浦路,杨浦,路段,1078弄,88号,次干路,335,670,0
YPS000014863,江浦路,杨浦,路段,霍山路,济宁路,次干路,193,3329.5,1899.5
YPS000014864,江浦路,杨浦,路段,长阳路,霍山路,次干路,218.5,3730.2,2090.2
YPS000014866,江浦路,杨浦,路段,昆明路,长阳路,次干路,239.5,8409,1614
YPS000014868,江浦路,杨浦,路段,茭白园路,昆明路,次干路,318,11323.6,1700
YPS000014870,江浦路,杨浦,路段,控江路,周家嘴路,次干路,530,11460,5129
YPS000014871,江浦路,杨浦,路段,惠民路,榆林路,次干路,102,1949.5,1219.5
YPS000014873,江浦路,杨浦,路段,本溪路,桥,次干路,122,2568.1,1144
YPS000014874,江浦路,杨浦,路段,延吉西路,本溪路,次干路,241.6,6928.4,2096.4
YPS000014876,江浦路,杨浦,路段,抚顺路,延吉西路,次干路,290,5949.3,2367.9
YPS000014880,江浦路,杨浦,路段,周家嘴路,茭白园路,次干路,185,6699.8,1330
YPS000014832,江浦路,杨浦,路段,1315弄,9号,次干路,70,210,0
YPS000014833,江浦路,杨浦,路段,1171弄,西茭白园,次干路,385,847,0
YPS000014834,江浦路,杨浦,路段,1146弄,135号,次干路,390,936,0
YPS000014835,江浦路,杨浦,路段,1145弄,112号,次干路,210,630,0
YPS000014836,江浦路,杨浦,路段,1140弄,220号,次干路,240,576,0
YPS000014837,江浦路,杨浦,路段,1083弄,弄底,次干路,980,2450,0
YPS000020164,江浦路,杨浦,路段,中山北二路,抚顺路,次干路,416,7030,1590
YPS000014856,茭白园路,杨浦,路段,154弄,75号,支路,190,190,0
YPS000014857,茭白园路,杨浦,路段,112弄,115弄,支路,235,588,0
YPS000014829,茭白园路,杨浦,路段,江浦路,长浜路,支路,450,5813,2213
YPS000014851,锦西路,杨浦,路段,苏家屯路,打虎山路,支路,348,5638.5,2331
YPS000014853,锦西路,杨浦,路段,鞍山路,苏家屯路,支路,245,3698.5,1546
YPS000014855,锦西路,杨浦,路段,铁岭路,鞍山路,支路,341,4362.6,2484
YPS000020173,锦州湾路,杨浦,路段,108弄,25号,支路,105,263,0
YPS000020168,锦州湾路,杨浦,路段,临青路,宁国路,支路,412,2173,525
YPS000014845,荆州路,杨浦,路段,霍山路,惠民路,支路,267.5,3016,1072
YPS000014846,荆州路,杨浦,路段,长阳路,霍山路,支路,210.1,2358.9,848.6
YPS000014847,荆州路,杨浦,路段,昆明路,长阳路,支路,276.5,3210,1140
YPS000020195,荆州路,杨浦,路段,周家嘴路,唐山路,支路,88.5,967.5,367.5
YPS000020196,荆州路,杨浦,路段,唐山路,昆明路,支路,265.5,3886,1446
YPS000014841,景星路,杨浦,路段,302弄,弄底,支路,990,2573,0
YPS000014842,景星路,杨浦,路段,平凉路,以南,支路,197,2248,1128
YPS000014843,景星路,杨浦,路段,榆林路,平凉路,支路,198,2520,1194
YPS000014844,景星路,杨浦,路段,惠民路,榆林路,支路,201,2852,1449
YPS000014840,靖宇东路,杨浦,路段,延吉东路,安图路,支路,373.7,5177.1,2132.2
YPS000014976,靖宇东路,杨浦,路段,安图路,敦化路,支路,308,4187,2009
YPS000014960,靖宇东路,杨浦,路段,水丰路,营口路,支路,217.6,2619,1206
YPS000014962,靖宇东路,杨浦,路段,敦化路,水丰路,支路,223,2658,1218
YPS000014956,靖宇南路,杨浦,路段,永吉路,控江路,支路,365,4422,2230
YPS000014957,靖宇南路,杨浦,路段,延吉中路,永吉路,支路,183.5,2416,1456
YPS000014958,靖宇南路,杨浦,路段,靖宇中路,延吉中路,支路,296,3896,2120
YPS000014954,靖宇中路,杨浦,路段,永吉路,双阳路,支路,346.5,5211.5,2704
YPS000014950,靖宇中路,杨浦,路段,沧州路,靖宇南路,支路,282,4469,2344
YPS000014952,靖宇中路,杨浦,路段,双阳路,沧州路,支路,306,4849.5,2682
YPS000014944,靖宇中路,杨浦,路段,营口路,永吉路,支路,357,5563,2800
YPS000014946,九潭路,杨浦,路段,135号,144号,支路,58,174,0
YPS000014947,九潭路,杨浦,路段,眉州路,兰州河,支路,145,348,0
YPS000014948,九潭路,杨浦,路段,黄兴路,眉州路,支路,240,2640,720
YPS000014953,九潭路,杨浦,路段,25号,127号,支路,109,327,0
YPS000014974,九潭路,杨浦,路段,中新村,严家桥,支路,925,2775,0
YPS000014975,九潭路,杨浦,路段,华三新村,东海村,支路,295,738,0
YPS000014977,九潭路,杨浦,路段,西王家宅,东海村,支路,510,1275,0
YPS000014978,九潭路,杨浦,路段,东海桥,后王家宅,支路,1035,2588,0
YPS000014979,九潭路,杨浦,路段,严家桥,上钢二厂,支路,405,1013,0
YPS000014980,九潭路,杨浦,路段,西方子桥,杨树浦港,支路,505,1263,0
YPS000014981,九潭路,杨浦,路段,东方子桥,东海村,支路,300,750,0
YPS000014982,九潭路,杨浦,路段,13号,17号,支路,60,120,0
YPS000014983,九潭路,杨浦,路段,中方子桥,西方子桥104号,支路,225,445,0
YPS000014955,九潭路,杨浦,路段,西方子桥弄,弄底,支路,105,315,0
YPS000014966,军工路,杨浦,路段,嫩江路,民星路,主干路,345,11133,3379
YPS000014967,军工路,杨浦,路段,殷行路,嫩江路,主干路,1514,46128,10858
YPS000014969,军工路,杨浦,路段,浚浦局路,殷行路,主干路,423,12573,3074
YPS000014970,军工路,杨浦,路段,二号桥,浚浦局路,主干路,1442,40321,11481
YPS000014972,军工路,杨浦,路段,闸殷路,二号桥,主干路,160,3205,1245
YPS000014973,军工路,杨浦,路段,锚地,闸殷路,主干路,743,16417,5329
YPS000014945,军工路,杨浦,路段,佳木斯路,松花江路,主干路,364,14328,5696
