ID,BID,UID,ST,SX,SY,ET,EX,EY,EC,DU,DS
2551,124088,9895,2020/8/10 20:16,121.442,31.242,2020/8/10 20:27,121.434,31.238,2,11,881.762361
2552,70415,1518,2020/8/10 20:18,121.522,31.283,2020/8/10 20:38,121.537,31.264,5,20,2545.250099
2553,8307,9438,2020/8/10 20:22,121.458,31.216,2020/8/10 20:39,121.481,31.211,4,17,2260.712617
2554,11251,9090,2020/8/10 20:24,121.499,31.301,2020/8/10 20:28,121.496,31.3,3,4,306.37638
2555,170629,11082,2020/8/10 20:27,121.392,31.163,2020/8/10 20:59,121.356,31.145,7,32,3970.599647
2556,186900,3064,2020/8/10 20:30,121.479,31.32,2020/8/10 20:38,121.476,31.328,3,8,931.82751
2557,161707,7132,2020/8/10 20:31,121.412,31.27,2020/8/10 20:51,121.423,31.264,0,20,1240.980858
2558,127135,763,2020/8/10 20:33,121.438,31.241,2020/8/10 20:45,121.425,31.252,3,12,1738.091456
2559,6800,4127,2020/8/10 20:35,121.609,31.269,2020/8/10 21:01,121.606,31.279,2,26,1144.957399
2560,85023,3698,2020/8/10 20:37,121.444,31.174,2020/8/10 20:46,121.442,31.185,5,9,1234.409523
2561,144882,1532,2020/8/10 20:39,121.353,31.285,2020/8/10 20:51,121.343,31.291,3,12,1161.534433
2562,101318,9437,2020/8/10 20:41,121.455,31.154,2020/8/10 20:52,121.445,31.165,3,11,1548.055512
2563,153313,6326,2020/8/10 20:44,121.45,31.233,2020/8/10 21:23,121.482,31.228,4,39,3098.752041
2564,146960,10693,2020/8/10 20:44,121.386,31.199,2020/8/10 21:01,121.372,31.189,5,17,1734.86454
2565,42347,10273,2020/8/10 20:48,121.504,31.261,2020/8/10 20:54,121.496,31.257,5,6,881.631142
2566,144145,8697,2020/8/10 20:51,121.401,31.133,2020/8/10 22:05,121.41,31.12,1,74,1677.584376
2567,84860,10210,2020/8/10 20:53,121.438,31.245,2020/8/10 21:23,121.402,31.267,5,30,4208.017336
2568,16162,4363,2020/8/10 20:55,121.469,31.196,2020/8/10 21:30,121.457,31.185,5,35,1672.012715
2569,156178,2178,2020/8/10 20:57,121.358,31.219,2020/8/10 21:37,121.391,31.24,5,40,3912.331209
2570,187380,9066,2020/8/10 21:00,121.512,31.293,2020/8/10 21:18,121.517,31.301,5,18,1006.66396
2571,560,11443,2020/8/10 21:03,121.451,31.184,2020/8/10 21:15,121.461,31.192,0,12,1302.020615
2572,95438,2913,2020/8/10 21:05,121.481,31.207,2020/8/10 21:20,121.479,31.2,0,15,799.172665
2573,10008,3640,2020/8/10 21:09,121.456,31.223,2020/8/10 21:24,121.469,31.219,0,15,1315.682874
2574,136406,6851,2020/8/10 21:11,121.324,31.304,2020/8/10 21:37,121.297,31.311,2,26,2684.926024
2575,132627,1976,2020/8/10 21:12,121.422,31.23,2020/8/10 21:26,121.436,31.232,3,14,1352.132688
2576,142902,8005,2020/8/10 21:14,121.531,31.277,2020/8/10 21:46,121.529,31.279,5,32,292.308785
2577,124463,3592,2020/8/10 21:18,121.497,31.228,2020/8/10 22:35,121.486,31.296,0,77,7611.873063
2578,172724,10299,2020/8/10 21:20,121.451,31.325,2020/8/10 21:42,121.439,31.34,5,22,2017.494735
2579,70099,2224,2020/8/10 21:23,121.427,31.158,2020/8/10 21:28,121.424,31.159,3,5,306.773965
2580,187645,6350,2020/8/10 21:24,121.38,31.283,2020/8/10 21:37,121.386,31.29,1,13,963.718411
2581,53085,1883,2020/8/10 21:27,121.478,31.299,2020/8/10 21:37,121.467,31.303,3,10,1137.27179
2582,136731,177,2020/8/10 21:32,121.415,31.219,2020/8/10 21:46,121.405,31.235,3,14,2013.643391
2583,97682,3395,2020/8/10 21:37,121.459,31.332,2020/8/10 21:47,121.454,31.342,0,10,1206.544824
2584,176222,887,2020/8/10 21:41,121.43,31.165,2020/8/10 21:47,121.437,31.171,4,6,942.283966
2585,4994,4416,2020/8/10 21:46,121.433,31.28,2020/8/10 22:08,121.429,31.284,7,22,584.607306
2586,187957,6447,2020/8/10 21:51,121.455,31.319,2020/8/10 22:06,121.451,31.325,0,15,766.492673
2587,11989,5087,2020/8/10 21:54,121.477,31.213,2020/8/10 22:03,121.464,31.207,4,9,1406.141122
2588,47075,1011,2020/8/10 21:56,121.417,31.207,2020/8/10 22:15,121.441,31.225,7,19,3035.274041
2589,166637,5378,2020/8/10 21:58,121.43,31.267,2020/8/10 22:32,121.435,31.25,1,34,1944.087917
2590,133509,7341,2020/8/10 22:01,121.491,31.271,2020/8/10 22:10,121.493,31.282,7,9,1234.397674
2591,26056,8519,2020/8/10 22:04,121.386,31.107,2020/8/10 22:19,121.396,31.109,4,15,979.396865
2592,9859,7317,2020/8/10 22:06,121.489,31.217,2020/8/10 22:36,121.468,31.197,4,30,2986.990018
2593,168118,1536,2020/8/10 22:11,121.489,31.245,2020/8/10 22:48,121.498,31.274,7,37,3327.646758
2594,19626,7735,2020/8/10 22:13,121.583,31.245,2020/8/10 22:35,121.576,31.259,2,22,1689.379816
2595,100239,6263,2020/8/10 22:17,121.358,31.249,2020/8/10 22:36,121.384,31.251,1,19,2486.516633
2596,46738,11078,2020/8/10 22:24,121.473,31.196,2020/8/10 23:59,121.479,31.2,0,95,723.659865
2597,180026,6831,2020/8/10 22:27,121.492,31.33,2020/8/10 22:39,121.5,31.335,7,12,941.815997
2598,117845,3103,2020/8/10 22:32,121.519,31.325,2020/8/10 22:37,121.521,31.319,3,5,691.950877
2599,107320,10256,2020/8/10 22:36,121.476,31.225,2020/8/10 23:00,121.454,31.23,5,24,2168.158747
2600,156388,3948,2020/8/10 22:57,121.519,31.223,2020/8/10 23:14,121.513,31.24,5,17,1969.625074
2601,91681,8758,2020/8/10 23:03,121.374,31.313,2020/8/10 23:22,121.349,31.316,7,19,2402.868371
2602,188531,4891,2020/8/10 23:10,121.515,31.274,2020/8/10 23:24,121.524,31.286,5,14,1582.619678
2603,120092,10107,2020/8/10 23:18,121.488,31.288,2020/8/10 23:53,121.495,31.328,1,35,4484.773728
2604,188646,5455,2020/8/10 23:26,121.458,31.266,2020/8/10 23:52,121.43,31.248,3,26,3330.976557
2605,113247,8531,2020/8/10 23:40,121.394,31.247,2020/8/11 0:05,121.429,31.233,5,25,3677.856785
2606,165242,10669,2020/8/10 23:48,121.447,31.272,2020/8/10 23:53,121.439,31.271,4,5,769.886396
2607,72726,3245,2020/8/11 0:13,121.315,31.296,2020/8/11 0:31,121.317,31.293,6,18,383.272574
2608,32508,8541,2020/8/11 0:26,121.479,31.28,2020/8/11 0:50,121.471,31.294,7,24,1729.07391
2609,97863,10409,2020/8/11 0:46,121.49,31.238,2020/8/11 2:00,121.527,31.318,5,74,9544.1049
2610,189082,5411,2020/8/11 1:11,121.522,31.26,2020/8/11 1:26,121.503,31.25,3,15,2122.366563
2611,24465,8146,2020/8/11 2:08,121.442,31.187,2020/8/11 2:24,121.439,31.164,0,16,2566.053577
2612,21793,7367,2020/8/11 3:05,121.484,31.282,2020/8/11 3:11,121.479,31.289,3,6,910.509526
2613,152318,10626,2020/8/11 3:59,121.48,31.226,2020/8/11 4:22,121.481,31.25,7,23,2662.670318
2614,15986,11126,2020/8/11 4:58,121.48,31.226,2020/8/11 6:11,121.427,31.127,3,73,12083.35174
2615,189251,9125,2020/8/11 5:46,121.532,31.281,2020/8/11 5:55,121.551,31.289,4,9,2014.901181
2616,65714,1991,2020/8/11 5:55,121.518,31.286,2020/8/11 6:01,121.516,31.288,5,6,292.297237
2617,160591,1851,2020/8/11 6:11,121.422,31.252,2020/8/11 6:21,121.429,31.246,5,10,941.887331
2618,186744,7235,2020/8/11 6:26,121.333,31.264,2020/8/11 8:58,121.358,31.257,0,152,2504.387139
2619,98245,7809,2020/8/11 6:38,121.39,31.307,2020/8/11 6:46,121.384,31.311,4,8,723.13631
2620,64915,9576,2020/8/11 6:42,121.432,31.259,2020/8/11 6:47,121.423,31.264,0,5,1020.828154
2621,135241,2959,2020/8/11 6:51,121.546,31.291,2020/8/11 7:00,121.535,31.287,0,9,1137.393648
2622,77299,7801,2020/8/11 6:57,121.514,31.34,2020/8/11 7:04,121.507,31.329,2,7,1389.709907
2623,54659,7374,2020/8/11 7:02,121.498,31.291,2020/8/11 7:07,121.508,31.29,5,5,958.569011
2624,102615,3826,2020/8/11 7:05,121.387,31.262,2020/8/11 7:16,121.4,31.261,7,11,1243.108829
2625,135861,5604,2020/8/11 7:08,121.507,31.276,2020/8/11 7:12,121.502,31.274,0,4,525.249331
2626,68385,1029,2020/8/11 7:09,121.448,31.173,2020/8/11 7:16,121.442,31.178,0,7,796.537084
2627,101252,10088,2020/8/11 7:13,121.49,31.317,2020/8/11 7:21,121.484,31.32,7,8,660.914846
2628,133601,211,2020/8/11 7:15,121.382,31.153,2020/8/11 7:22,121.391,31.154,7,7,865.291019
2629,182248,9905,2020/8/11 7:17,121.38,31.164,2020/8/11 7:33,121.398,31.17,0,16,1840.501255
2630,9869,11419,2020/8/11 7:21,121.486,31.208,2020/8/11 7:25,121.489,31.202,7,4,724.071293
2631,31598,2190,2020/8/11 7:23,121.482,31.32,2020/8/11 7:47,121.497,31.29,2,24,3619.809661
2632,80197,6367,2020/8/11 7:25,121.536,31.333,2020/8/11 7:34,121.531,31.323,0,9,1206.561253
2633,50688,3182,2020/8/11 7:28,121.443,31.199,2020/8/11 7:31,121.446,31.203,0,3,527.664149
2634,139037,6160,2020/8/11 7:32,121.591,31.253,2020/8/11 7:37,121.581,31.256,5,5,1008.903996
2635,67239,5868,2020/8/11 7:34,121.392,31.154,2020/8/11 7:51,121.397,31.17,5,17,1836.892624
2636,63425,10143,2020/8/11 7:37,121.536,31.333,2020/8/11 7:48,121.531,31.323,0,11,1206.561253
2637,146073,883,2020/8/11 7:39,121.389,31.293,2020/8/11 7:57,121.377,31.272,0,18,2593.633302
2638,2877,4335,2020/8/11 7:41,121.443,31.264,2020/8/11 7:44,121.446,31.262,0,3,361.676727
2639,158973,4358,2020/8/11 7:42,121.545,31.285,2020/8/11 8:04,121.522,31.29,0,22,2259.057755
2640,189486,6168,2020/8/11 7:43,121.548,31.29,2020/8/11 8:06,121.515,31.274,0,23,3608.498655
2641,160505,8822,2020/8/11 7:45,121.442,31.261,2020/8/11 8:12,121.437,31.29,0,27,3250.415579
2642,179791,3217,2020/8/11 7:47,121.474,31.334,2020/8/11 8:18,121.515,31.332,4,31,3908.297775
2643,89415,6487,2020/8/11 7:49,121.493,31.274,2020/8/11 7:56,121.499,31.273,7,7,582.041494
2644,180809,2767,2020/8/11 7:51,121.54,31.293,2020/8/11 7:56,121.536,31.288,6,5,672.590908
2645,184035,1544,2020/8/11 7:52,121.324,31.15,2020/8/11 8:11,121.319,31.138,0,19,1413.319848
2646,87953,1627,2020/8/11 7:55,121.467,31.304,2020/8/11 8:05,121.466,31.292,5,10,1333.897171
2647,49154,6924,2020/8/11 7:57,121.494,31.288,2020/8/11 8:10,121.49,31.277,0,13,1277.709492
2648,116600,878,2020/8/11 7:58,121.485,31.306,2020/8/11 8:10,121.496,31.31,7,12,1137.200688
2649,189689,5495,2020/8/11 7:59,121.539,31.285,2020/8/11 8:04,121.535,31.287,0,5,440.72228
2650,154333,5949,2020/8/11 8:01,121.486,31.272,2020/8/11 8:11,121.477,31.271,4,10,864.235101
2651,177304,10744,2020/8/11 8:03,121.365,31.232,2020/8/11 8:14,121.367,31.237,0,11,586.198473
2652,68784,8859,2020/8/11 8:04,121.457,31.305,2020/8/11 8:18,121.485,31.306,5,14,2667.861222
2653,41613,6942,2020/8/11 8:07,121.506,31.25,2020/8/11 8:15,121.496,31.247,0,8,1008.960762
2654,145406,2522,2020/8/11 8:08,121.473,31.294,2020/8/11 8:15,121.486,31.296,0,7,1257.4243
2655,70426,8710,2020/8/11 8:10,121.455,31.19,2020/8/11 8:14,121.454,31.184,3,4,672.030116
2656,51600,3929,2020/8/11 8:11,121.543,31.294,2020/8/11 8:18,121.536,31.289,5,7,866.910901
2657,188619,11421,2020/8/11 8:13,121.413,31.187,2020/8/11 8:27,121.419,31.167,4,14,2290.028126
2658,121555,11187,2020/8/11 8:14,121.45,31.184,2020/8/11 8:33,121.455,31.199,5,19,1730.025054
2659,189575,770,2020/8/11 8:16,121.481,31.239,2020/8/11 8:46,121.489,31.266,4,30,3089.055443
2660,35869,8405,2020/8/11 8:17,121.442,31.101,2020/8/11 8:19,121.438,31.099,2,2,441.363613
2661,20269,8946,2020/8/11 8:18,121.526,31.331,2020/8/11 8:27,121.531,31.324,0,9,910.403464
2662,122996,9017,2020/8/11 8:20,121.491,31.282,2020/8/11 8:23,121.49,31.277,0,3,562.49033
2663,60101,8954,2020/8/11 8:23,121.39,31.269,2020/8/11 8:31,121.393,31.274,2,8,623.658668
2664,77050,1631,2020/8/11 8:25,121.504,31.272,2020/8/11 8:30,121.507,31.279,4,5,827.029508
2665,175402,10547,2020/8/11 8:26,121.497,31.261,2020/8/11 8:34,121.506,31.268,4,8,1156.320496
2666,20516,5427,2020/8/11 8:29,121.409,31.168,2020/8/11 8:42,121.432,31.174,5,13,2291.360347
2667,181802,8692,2020/8/11 8:30,121.532,31.323,2020/8/11 8:41,121.534,31.331,3,11,907.1962
2668,57845,8823,2020/8/11 8:31,121.325,31.298,2020/8/11 8:41,121.333,31.305,2,10,1087.396373
2669,60476,1398,2020/8/11 8:33,121.531,31.315,2020/8/11 8:38,121.524,31.314,5,5,675.487381
2670,185262,9577,2020/8/11 8:35,121.492,31.266,2020/8/11 8:43,121.476,31.27,2,8,1587.006099
2671,109532,1624,2020/8/11 8:37,121.452,31.26,2020/8/11 8:50,121.456,31.245,0,13,1706.192178
2672,60464,6560,2020/8/11 8:39,121.559,31.202,2020/8/11 8:46,121.567,31.203,4,7,770.43439
2673,39237,3943,2020/8/11 8:40,121.408,31.163,2020/8/11 8:50,121.404,31.178,0,10,1706.24497
2674,164379,3721,2020/8/11 8:41,121.528,31.317,2020/8/11 8:55,121.53,31.302,0,14,1673.984063
2675,15962,7776,2020/8/11 8:43,121.42,31.19,2020/8/11 8:54,121.423,31.177,5,11,1469.437812
2676,112677,5020,2020/8/11 8:43,121.472,31.318,2020/8/11 8:50,121.484,31.32,7,7,1163.544488
2677,72209,11219,2020/8/11 8:45,121.477,31.256,2020/8/11 8:50,121.484,31.253,2,5,745.110516
2678,76495,10095,2020/8/11 8:46,121.423,31.291,2020/8/11 8:57,121.437,31.295,2,11,1404.797881
2679,38570,2430,2020/8/11 8:47,121.531,31.304,2020/8/11 8:54,121.529,31.301,4,7,383.264943
2680,113916,3276,2020/8/11 8:49,121.441,31.214,2020/8/11 9:04,121.449,31.221,0,15,1087.861866
2681,9969,7883,2020/8/11 8:50,121.52,31.259,2020/8/11 9:11,121.524,31.265,0,21,766.607123
2682,187289,11301,2020/8/11 8:52,121.512,31.271,2020/8/11 9:04,121.505,31.264,5,12,1023.127892
2683,32253,10963,2020/8/11 8:54,121.439,31.163,2020/8/11 9:03,121.433,31.174,1,9,1347.076903
2684,41887,8188,2020/8/11 8:56,121.42,31.197,2020/8/11 9:08,121.422,31.204,3,12,799.173748
2685,184171,1420,2020/8/11 8:58,121.551,31.279,2020/8/11 9:13,121.539,31.293,3,15,1927.440296
2686,167258,7351,2020/8/11 9:01,121.366,31.23,2020/8/11 9:04,121.367,31.236,0,3,672.02829
2687,153882,7163,2020/8/11 9:06,121.491,31.29,2020/8/11 9:18,121.508,31.298,1,12,1845.679058
2688,57893,9581,2020/8/11 9:07,121.431,31.277,2020/8/11 9:12,121.438,31.281,0,5,800.632619
2689,22928,10273,2020/8/11 9:11,121.488,31.252,2020/8/11 9:23,121.482,31.258,0,12,877.014859
