ID,SX,SY,class,sort
1198,121.324,31.254,7,1
1199,121.407,31.208,7,1
1200,121.439,31.229,7,1
1201,121.394,31.258,3,1
1202,121.452,31.27,5,1
1203,121.448,31.273,0,1
1204,121.426,31.121,5,1
1205,121.496,31.209,5,1
1206,121.387,31.188,7,1
1207,121.452,31.311,7,1
1208,121.537,31.271,0,1
1209,121.47,31.26,5,1
1210,121.428,31.347,7,1
1211,121.445,31.22,5,1
1212,121.47,31.295,2,1
1213,121.54,31.279,5,1
1214,121.466,31.192,4,1
1215,121.423,31.235,7,1
1216,121.433,31.304,4,1
1217,121.492,31.32,5,1
1218,121.478,31.226,1,1
1219,121.422,31.328,7,1
1220,121.569,31.24,5,1
1221,121.453,31.157,3,1
1222,121.501,31.335,7,1
1223,121.46,31.197,6,1
1224,121.513,31.311,0,1
1225,121.543,31.274,3,1
1226,121.441,31.256,2,1
1227,121.478,31.278,3,1
1228,121.439,31.254,5,1
1229,121.508,31.295,2,1
1230,121.476,31.403,2,1
1231,121.429,31.213,4,1
1232,121.481,31.233,4,1
1233,121.429,31.199,7,1
1234,121.364,31.18,0,1
1235,121.389,31.354,5,1
1236,121.522,31.317,7,1
1237,121.491,31.265,0,1
1238,121.431,31.114,0,1
1239,121.539,31.265,7,1
1240,121.409,31.185,5,1
1241,121.525,31.283,3,1
1242,121.336,31.125,7,1
1243,121.511,31.28,7,1
1244,121.421,31.143,4,1
1245,121.442,31.156,7,1
1246,121.425,31.218,5,1
1247,121.423,31.281,3,1
1248,121.413,31.212,4,1
1249,121.463,31.274,5,1
1250,121.534,31.277,2,1
1251,121.436,31.18,0,1
1252,121.403,31.233,7,1
1253,121.441,31.192,5,1
1254,121.439,31.164,7,1
1255,121.482,31.237,5,1
1256,121.401,31.231,3,1
1257,121.495,31.311,3,1
1258,121.393,31.126,4,1
1259,121.518,31.27,7,1
1260,121.376,31.109,4,1
1261,121.455,31.327,3,1
1262,121.435,31.254,4,1
1263,121.531,31.318,5,1
1264,121.468,31.263,3,1
1265,121.415,31.22,0,1
1266,121.494,31.224,3,1
1267,121.417,31.17,5,1
1268,121.536,31.285,7,1
1269,121.477,31.232,7,1
1270,121.452,31.312,5,1
1271,121.467,31.247,6,1
1272,121.409,31.123,3,1
1273,121.328,31.144,0,1
1274,121.476,31.234,0,1
1275,121.447,31.162,7,1
1276,121.453,31.119,5,1
1277,121.487,31.239,1,1
1278,121.41,31.188,3,1
1279,121.47,31.288,5,1
1280,121.449,31.179,7,1
1281,121.485,31.308,7,1
1282,121.358,31.22,7,1
1283,121.415,31.289,4,1
1284,121.524,31.322,1,1
1285,121.445,31.187,5,1
1286,121.482,31.301,6,1
1287,121.541,31.328,7,1
1288,121.488,31.279,7,1
1289,121.464,31.243,7,1
1290,121.477,31.27,4,1
1291,121.432,31.131,5,1
1292,121.49,31.317,3,1
1293,121.428,31.244,0,1
1294,121.408,31.263,3,1
1295,121.48,31.258,7,1
1296,121.42,31.195,5,1
1297,121.427,31.335,3,1
1298,121.369,31.24,1,1
1299,121.475,31.264,5,1
1300,121.541,31.304,7,1
1301,121.454,31.207,0,1
1302,121.379,31.255,7,1
1303,121.456,31.19,7,1
1304,121.426,31.16,3,1
1305,121.455,31.291,2,1
1306,121.348,31.267,5,1
1307,121.529,31.328,7,1
1308,121.481,31.292,2,1
1309,121.416,31.218,4,1
1310,121.455,31.197,4,1
1311,121.52,31.32,2,1
1312,121.532,31.326,7,1
1313,121.467,31.215,5,1
1314,121.479,31.208,3,1
1315,121.519,31.253,5,1
1316,121.437,31.198,4,1
1317,121.505,31.286,0,1
1318,121.377,31.272,0,1
1319,121.518,31.318,3,1
1320,121.546,31.179,4,1
1321,121.556,31.271,5,1
1322,121.532,31.313,5,1
1323,121.474,31.315,4,1
1324,121.493,31.229,6,1
1325,121.396,31.269,0,1
1326,121.499,31.344,5,1
1327,121.387,31.21,0,1
1328,121.32,31.295,7,1
1329,121.469,31.207,1,1
1330,121.536,31.256,0,1
1331,121.442,31.237,7,1
1332,121.524,31.28,5,1
1333,121.462,31.174,4,1
1334,121.434,31.178,5,1
1335,121.542,31.289,0,1
1336,121.433,31.124,7,1
1337,121.388,31.291,3,1
1338,121.41,31.307,5,1
1339,121.365,31.141,5,1
1340,121.513,31.311,0,1
1341,121.522,31.309,3,1
1342,121.514,31.299,7,1
1343,121.495,31.318,3,1
1344,121.542,31.292,3,1
1345,121.432,31.282,4,1
1346,121.428,31.246,3,1
1347,121.514,31.262,0,1
1348,121.357,31.17,5,1
1349,121.417,31.216,5,1
1350,121.444,31.235,0,1
1351,121.538,31.265,5,1
1352,121.457,31.119,0,1
1353,121.489,31.334,1,1
1354,121.424,31.237,7,1
1355,121.433,31.163,4,1
1356,121.507,31.329,0,1
1357,121.386,31.131,4,1
1358,121.54,31.328,5,1
1359,121.535,31.284,5,1
1360,121.451,31.157,0,1
1361,121.443,31.251,7,1
1362,121.41,31.236,4,1
1363,121.496,31.208,7,1
1364,121.49,31.215,4,1
1365,121.435,31.221,3,1
1366,121.53,31.284,3,1
1367,121.388,31.277,5,1
1368,121.431,31.335,0,1
1369,121.551,31.167,6,1
1371,121.503,31.267,6,1
1372,121.523,31.325,1,1
1373,121.459,31.323,5,1
1374,121.478,31.279,5,1
1375,121.477,31.287,1,1
1376,121.537,31.331,5,1
1377,121.44,31.258,5,1
1378,121.498,31.294,2,1
1379,121.503,31.279,4,1
1380,121.527,31.262,5,1
1381,121.454,31.179,0,1
1382,121.507,31.329,0,1
1383,121.462,31.205,4,1
1384,121.504,31.306,7,1
1385,121.436,31.205,2,1
1386,121.513,31.304,0,1
1387,121.455,31.271,4,1
1388,121.377,31.232,5,1
1389,121.481,31.292,2,1
1390,121.393,31.21,7,1
1391,121.537,31.289,0,1
1392,121.417,31.146,7,1
1393,121.476,31.225,5,1
1394,121.523,31.325,1,1
1395,121.475,31.209,0,1
1396,121.542,31.303,3,1
1397,121.472,31.32,4,1
1398,121.448,31.184,4,1
1399,121.526,31.323,7,1
1400,121.455,31.256,3,1
1401,121.389,31.268,0,1
1402,121.449,31.255,5,1
1403,121.516,31.192,0,1
1404,121.474,31.218,6,1
1405,121.427,31.186,5,1
1406,121.458,31.336,5,1
1407,121.525,31.211,5,1
1408,121.493,31.312,7,1
1409,121.372,31.215,0,1
1410,121.364,31.218,7,1
1411,121.448,31.255,3,1
1412,121.457,31.233,0,1
1413,121.475,31.221,7,1
1414,121.475,31.2,0,1
1415,121.442,31.229,5,1
1416,121.474,31.215,3,1
1417,121.474,31.215,3,1
1418,121.537,31.33,5,1
1419,121.427,31.229,4,1
1420,121.428,31.175,7,1
1421,121.455,31.187,4,1
1422,121.536,31.321,5,1
1423,121.437,31.235,7,1
1424,121.538,31.328,6,1
1425,121.4,31.156,5,1
1426,121.471,31.232,0,1
1427,121.526,31.309,4,1
1428,121.476,31.21,5,1
1429,121.524,31.329,1,1
1430,121.42,31.157,4,1
1431,121.426,31.131,0,1
1432,121.421,31.154,5,1
1433,121.443,31.233,0,1
1434,121.442,31.178,0,1
1435,121.429,31.293,0,1
1436,121.431,31.26,7,1
1437,121.444,31.259,5,1
1438,121.419,31.292,0,1
1439,121.337,31.152,2,1
1440,121.481,31.295,3,1
1441,121.448,31.296,5,1
1442,121.43,31.161,0,1
1443,121.43,31.208,5,1
1444,121.453,31.191,4,1
1445,121.49,31.244,0,1
1446,121.462,31.257,7,1
1447,121.528,31.283,1,1
1448,121.443,31.264,0,1
1449,121.5,31.211,5,1
1450,121.498,31.267,7,1
1451,121.495,31.279,4,1
1452,121.532,31.314,2,1
1453,121.394,31.067,3,1
1454,121.414,31.207,0,1
1455,121.427,31.303,5,1
1456,121.342,31.259,2,1
1457,121.373,31.314,7,1
1458,121.519,31.223,3,1
1459,121.411,31.302,7,1
1460,121.42,31.211,2,1
1461,121.43,31.162,4,1
1462,121.416,31.285,5,1
1463,121.398,31.281,5,1
1464,121.432,31.272,2,1
1465,121.476,31.289,7,1
1466,121.435,31.321,7,1
1467,121.525,31.331,3,1
1468,121.489,31.338,7,1
1469,121.538,31.311,2,1
1470,121.411,31.286,5,1
1471,121.49,31.207,5,1
1472,121.49,31.252,7,1
1473,121.437,31.334,5,1
1474,121.49,31.244,0,1
1475,121.397,31.325,5,1
1476,121.503,31.267,6,1
1477,121.434,31.235,5,1
1478,121.334,31.22,6,1
1479,121.552,31.277,5,1
1480,121.459,31.247,2,1
1481,121.481,31.295,3,1
1482,121.509,31.288,5,1
1483,121.475,31.331,5,1
1484,121.53,31.309,4,1
1485,121.422,31.215,5,1
1486,121.455,31.251,0,1
1487,121.437,31.16,1,1
1488,121.509,31.296,1,1
1489,121.462,31.174,4,1
1490,121.487,31.266,4,1
1491,121.417,31.247,5,1
1492,121.505,31.176,3,1
1493,121.385,31.134,1,1
1494,121.464,31.183,7,1
1495,121.491,31.389,5,1
1496,121.393,31.155,0,1
1497,121.46,31.189,5,1
1498,121.49,31.276,0,1
1499,121.43,31.273,5,1
1500,121.538,31.329,5,1
1501,121.529,31.339,0,1
1502,121.457,31.305,3,1
1503,121.451,31.279,6,1
1504,121.499,31.335,7,1
1505,121.468,31.297,2,1
1506,121.463,31.184,0,1
1507,121.457,31.257,2,1
1508,121.516,31.274,7,1
1509,121.532,31.313,5,1
1510,121.534,31.321,5,1
1511,121.495,31.212,7,1
1512,121.456,31.215,3,1
1513,121.493,31.285,5,1
1514,121.443,31.242,7,1
1515,121.549,31.228,0,1
1516,121.533,31.285,5,1
1517,121.455,31.329,4,1
1518,121.539,31.294,3,1
1519,121.556,31.254,3,1
1520,121.492,31.311,0,1
1521,121.393,31.235,0,1
1522,121.482,31.201,2,1
1523,121.507,31.263,0,1
1524,121.367,31.237,7,1
1525,121.362,31.251,7,1
1526,121.465,31.247,3,1
1527,121.39,31.261,1,1
1528,121.324,31.244,7,1
1529,121.414,31.153,0,1
1530,121.554,31.287,5,1
1531,121.542,31.323,4,1
1532,121.447,31.256,3,1
1533,121.541,31.283,5,1
1534,121.401,31.275,3,1
1535,121.463,31.327,3,1
1536,121.451,31.138,5,1
1537,121.53,31.263,0,1
1538,121.403,31.14,0,1
1539,121.374,31.308,2,1
1540,121.435,31.279,0,1
1541,121.532,31.287,0,1
1542,121.448,31.372,2,1
1543,121.414,31.153,0,1
1544,121.445,31.166,5,1
1545,121.519,31.335,5,1
1546,121.534,31.277,2,1
1547,121.524,31.328,1,1
1548,121.464,31.291,2,1
1549,121.42,31.195,5,1
1550,121.44,31.237,3,1
1551,121.493,31.315,5,1
1552,121.465,31.215,7,1
1553,121.444,31.173,5,1
1554,121.404,31.279,3,1
1555,121.507,31.336,7,1
1556,121.493,31.312,7,1
1557,121.316,31.285,1,1
1558,121.49,31.311,5,1
1559,121.491,31.198,4,1
1560,121.42,31.212,5,1
1561,121.492,31.224,0,1
1562,121.52,31.311,5,1
1563,121.513,31.266,0,1
1564,121.522,31.315,3,1
1565,121.484,31.173,5,1
1566,121.49,31.331,5,1
1567,121.461,31.279,1,1
1568,121.298,31.312,7,1
1569,121.507,31.329,0,1
1570,121.408,31.313,2,1
1571,121.393,31.248,4,1
1572,121.516,31.309,6,1
1573,121.421,31.27,0,1
1574,121.442,31.256,0,1
1575,121.459,31.195,0,1
1576,121.409,31.216,3,1
1577,121.482,31.221,5,1
1578,121.517,31.314,7,1
1579,121.516,31.274,7,1
1580,121.464,31.2,3,1
1581,121.419,31.292,0,1
1582,121.422,31.214,3,1
1583,121.435,31.202,1,1
1584,121.434,31.168,3,1
1585,121.476,31.199,5,1
1586,121.428,31.276,4,1
1587,121.447,31.198,7,1
1588,121.41,31.308,5,1
1589,121.48,31.21,0,1
1590,121.458,31.268,1,1
1591,121.477,31.283,5,1
1592,121.508,31.292,7,1
1593,121.353,31.17,5,1
1594,121.5,31.14,5,1
1595,121.418,31.264,4,1
1596,121.427,31.276,4,1
1597,121.429,31.209,3,1
1598,121.538,31.322,0,1
1599,121.43,31.283,3,1
1600,121.367,31.241,5,1
1601,121.495,31.222,4,1
1602,121.463,31.187,7,1
1603,121.551,31.29,7,1
1604,121.485,31.243,3,1
1605,121.447,31.318,3,1
1606,121.308,31.204,0,1
1607,121.478,31.199,3,1
1608,121.509,31.293,3,1
1609,121.482,31.34,0,1
1610,121.581,31.251,5,1
1611,121.432,31.168,4,1
1612,121.438,31.167,5,1
1613,121.448,31.255,3,1
1614,121.426,31.259,7,1
1615,121.489,31.202,7,1
1616,121.435,31.16,3,1
1617,121.541,31.291,5,1
1618,121.507,31.288,3,1
1619,121.439,31.226,2,1
1620,121.403,31.285,5,1
1621,121.468,31.187,2,1
1622,121.354,31.282,7,1
1623,121.404,31.258,5,1
1624,121.489,31.34,7,1
1625,121.398,31.308,7,1
1626,121.359,31.344,4,1
1627,121.363,31.247,0,1
1628,121.507,31.172,5,1
1629,121.488,31.285,3,1
1630,121.476,31.198,0,1
1631,121.468,31.253,2,1
1632,121.477,31.304,3,1
1633,121.465,31.306,5,1
1634,121.476,31.198,0,1
1635,121.462,31.257,7,1
1636,121.477,31.261,7,1
1637,121.54,31.303,2,1
1638,121.339,31.169,2,1
1639,121.544,31.283,4,1
1640,121.426,31.271,5,1
1641,121.454,31.322,1,1
1642,121.483,31.208,3,1
1643,121.368,31.262,3,1
1644,121.446,31.225,5,1
1645,121.492,31.281,5,1
1646,121.489,31.202,7,1
1647,121.471,31.193,3,1
1648,121.444,31.311,0,1
1649,121.453,31.27,7,1
1650,121.343,31.255,3,1
1651,121.532,31.308,5,1
1652,121.428,31.21,2,1
1653,121.534,31.331,2,1
1654,121.44,31.331,1,1
1655,121.543,31.29,5,1
1656,121.364,31.26,5,1
1657,121.405,31.233,3,1
1658,121.412,31.164,2,1
1659,121.384,31.146,5,1
1660,121.494,31.315,5,1
1661,121.465,31.322,4,1
1662,121.532,31.311,0,1
1663,121.447,31.161,7,1
1664,121.49,31.241,7,1
1665,121.538,31.315,5,1
1666,121.454,31.214,0,1
1667,121.445,31.179,7,1
1668,121.437,31.318,4,1
1669,121.547,31.229,5,1
1670,121.363,31.233,4,1
1671,121.434,31.35,0,1
1672,121.463,31.194,0,1
1673,121.355,31.215,0,1
1674,121.548,31.288,5,1
1675,121.377,31.254,3,1
1676,121.359,31.259,7,1
1677,121.442,31.242,2,1
1678,121.539,31.261,5,1
1679,121.454,31.257,5,1
1680,121.501,31.35,3,1
1681,121.49,31.316,3,1
1682,121.348,31.163,2,1
1683,121.443,31.21,5,1
1684,121.435,31.26,4,1
1685,121.535,31.285,7,1
1686,121.493,31.289,7,1
1687,121.448,31.307,0,1
1688,121.416,31.154,4,1
1689,121.495,31.214,5,1
1690,121.514,31.262,0,1
1692,121.544,31.236,4,1
1693,121.49,31.219,1,1
1694,121.333,31.291,7,1
1695,121.479,31.311,0,1
1696,121.467,31.27,7,1
1697,121.541,31.26,5,1
1698,121.425,31.25,7,1
1699,121.4,31.111,5,1
1700,121.462,31.196,4,1
1701,121.42,31.195,5,1
1702,121.54,31.272,5,1
1703,121.49,31.244,0,1
1704,121.505,31.158,0,1
1705,121.437,31.205,0,1
1706,121.49,31.215,4,1
1707,121.43,31.203,7,1
1708,121.429,31.187,5,1
1709,121.501,31.22,4,1
1710,121.536,31.304,0,1
1711,121.5,31.275,3,1
1712,121.501,31.22,4,1
1713,121.501,31.259,5,1
1714,121.42,31.201,5,1
1715,121.482,31.226,0,1
1716,121.349,31.31,2,1
1717,121.472,31.3,2,1
1718,121.377,31.158,7,1
1719,121.482,31.226,0,1
1720,121.525,31.317,5,1
1721,121.541,31.299,5,1
1722,121.384,31.28,5,1
1723,121.463,31.254,3,1
1724,121.519,31.281,5,1
1725,121.432,31.249,2,1
1726,121.4,31.289,0,1
1727,121.443,31.337,7,1
1728,121.472,31.305,2,1
1729,121.442,31.199,3,1
1730,121.395,31.263,0,1
1731,121.417,31.157,4,1
1732,121.49,31.318,3,1
1733,121.476,31.328,3,1
1734,121.407,31.191,1,1
1735,121.575,31.339,5,1
1736,121.458,31.24,7,1
1737,121.42,31.277,5,1
1738,121.448,31.273,0,1
1739,121.41,31.226,4,1
1740,121.417,31.261,4,1
1741,121.485,31.202,3,1
1742,121.467,31.317,4,1
1743,121.527,31.318,5,1
1744,121.462,31.198,7,1
1745,121.512,31.266,1,1
1746,121.497,31.266,4,1
1747,121.527,31.255,3,1
1748,121.562,31.28,2,1
1749,121.534,31.303,5,1
1750,121.527,31.255,3,1
1751,121.434,31.202,0,1
1752,121.461,31.306,0,1
1753,121.43,31.201,0,1
1754,121.362,31.245,5,1
1755,121.397,31.268,5,1
1756,121.36,31.203,0,1
1757,121.532,31.319,5,1
1758,121.425,31.278,3,1
1759,121.476,31.199,5,1
