UID,ST
6734,2016/8/18 20:02
9762,2016/8/18 20:02
10282,2016/8/18 20:02
8108,2016/8/18 20:03
4222,2016/8/18 20:03
9889,2016/8/18 20:03
7974,2016/8/18 20:03
671,2016/8/18 20:04
12837,2016/8/18 20:04
1448,2016/8/18 20:04
9901,2016/8/18 20:05
4918,2016/8/18 20:05
4242,2016/8/18 20:06
9685,2016/8/18 20:06
2026,2016/8/18 20:06
6877,2016/8/18 20:06
11855,2016/8/18 20:07
645,2016/8/18 20:07
9277,2016/8/18 20:07
10820,2016/8/18 20:07
3429,2016/8/18 20:08
1836,2016/8/18 20:08
567,2016/8/18 20:09
10979,2016/8/18 20:09
13238,2016/8/18 20:09
8310,2016/8/18 20:09
6098,2016/8/18 20:10
6598,2016/8/18 20:11
6672,2016/8/18 20:11
731,2016/8/18 20:11
4549,2016/8/18 20:11
13033,2016/8/18 20:11
7695,2016/8/18 20:12
3180,2016/8/18 20:12
3525,2016/8/18 20:12
14585,2016/8/18 20:12
6126,2016/8/18 20:13
12101,2016/8/18 20:13
6798,2016/8/18 20:14
11408,2016/8/18 20:14
5702,2016/8/18 20:14
13750,2016/8/18 20:14
12941,2016/8/18 20:15
11774,2016/8/18 20:15
12526,2016/8/18 20:15
3103,2016/8/18 20:15
3891,2016/8/18 20:15
6186,2016/8/18 20:16
13077,2016/8/18 20:16
4446,2016/8/18 20:16
3548,2016/8/18 20:16
9454,2016/8/18 20:16
7671,2016/8/18 20:16
6479,2016/8/18 20:16
12392,2016/8/18 20:17
767,2016/8/18 20:17
9413,2016/8/18 20:17
14576,2016/8/18 20:17
12812,2016/8/18 20:17
11094,2016/8/18 20:18
8309,2016/8/18 20:18
713,2016/8/18 20:18
5231,2016/8/18 20:19
12870,2016/8/18 20:19
9460,2016/8/18 20:19
10857,2016/8/18 20:20
3128,2016/8/18 20:21
1987,2016/8/18 20:21
11835,2016/8/18 20:21
12182,2016/8/18 20:21
11312,2016/8/18 20:22
1006,2016/8/18 20:22
5971,2016/8/18 20:22
9877,2016/8/18 20:22
983,2016/8/18 20:22
9134,2016/8/18 20:23
939,2016/8/18 20:23
11264,2016/8/18 20:24
5404,2016/8/18 20:24
4543,2016/8/18 20:24
13809,2016/8/18 20:25
6929,2016/8/18 20:25
14632,2016/8/18 20:25
8290,2016/8/18 20:25
4185,2016/8/18 20:25
6536,2016/8/18 20:25
3814,2016/8/18 20:25
13569,2016/8/18 20:26
10464,2016/8/18 20:26
616,2016/8/18 20:27
13389,2016/8/18 20:27
11576,2016/8/18 20:27
13890,2016/8/18 20:28
6702,2016/8/18 20:28
11267,2016/8/18 20:28
11088,2016/8/18 20:28
5538,2016/8/18 20:28
13998,2016/8/18 20:28
13808,2016/8/18 20:29
13234,2016/8/18 20:30
5848,2016/8/18 20:30
4322,2016/8/18 20:30
10174,2016/8/18 20:30
1427,2016/8/18 20:30
6520,2016/8/18 20:30
13873,2016/8/18 20:31
2733,2016/8/18 20:31
5949,2016/8/18 20:31
2578,2016/8/18 20:32
4397,2016/8/18 20:32
5062,2016/8/18 20:32
6460,2016/8/18 20:32
2777,2016/8/18 20:32
12001,2016/8/18 20:33
12169,2016/8/18 20:34
1665,2016/8/18 20:34
7235,2016/8/18 20:35
10526,2016/8/18 20:35
2556,2016/8/18 20:35
4161,2016/8/18 20:35
13603,2016/8/18 20:35
1839,2016/8/18 20:35
1015,2016/8/18 20:35
1865,2016/8/18 20:35
11936,2016/8/18 20:36
5167,2016/8/18 20:36
4500,2016/8/18 20:36
2748,2016/8/18 20:36
13262,2016/8/18 20:36
4006,2016/8/18 20:36
7803,2016/8/18 20:36
1034,2016/8/18 20:36
5088,2016/8/18 20:37
5383,2016/8/18 20:37
1895,2016/8/18 20:38
10320,2016/8/18 20:38
10761,2016/8/18 20:38
12006,2016/8/18 20:38
3036,2016/8/18 20:38
7898,2016/8/18 20:39
13701,2016/8/18 20:39
1768,2016/8/18 20:40
1705,2016/8/18 20:41
13331,2016/8/18 20:41
2376,2016/8/18 20:41
6471,2016/8/18 20:41
6068,2016/8/18 20:41
9104,2016/8/18 20:42
3013,2016/8/18 20:42
3855,2016/8/18 20:42
9653,2016/8/18 20:43
637,2016/8/18 20:43
13993,2016/8/18 20:45
1942,2016/8/18 20:45
7259,2016/8/18 20:45
12496,2016/8/18 20:45
8960,2016/8/18 20:45
3980,2016/8/18 20:46
12118,2016/8/18 20:48
11366,2016/8/18 20:48
13499,2016/8/18 20:49
14644,2016/8/18 20:49
6587,2016/8/18 20:49
1741,2016/8/18 20:49
9739,2016/8/18 20:49
1475,2016/8/18 20:50
8266,2016/8/18 20:50
4544,2016/8/18 20:50
301,2016/8/18 20:51
7388,2016/8/18 20:51
7336,2016/8/18 20:51
9233,2016/8/18 20:51
13846,2016/8/18 20:51
1183,2016/8/18 20:51
11197,2016/8/18 20:52
12824,2016/8/18 20:53
7975,2016/8/18 20:53
6843,2016/8/18 20:53
2886,2016/8/18 20:53
12638,2016/8/18 20:54
1648,2016/8/18 20:54
7949,2016/8/18 20:54
7626,2016/8/18 20:55
5299,2016/8/18 20:55
8558,2016/8/18 20:55
12936,2016/8/18 20:55
4044,2016/8/18 20:55
8884,2016/8/18 20:56
11568,2016/8/18 20:56
5169,2016/8/18 20:56
12637,2016/8/18 20:56
5150,2016/8/18 20:56
8967,2016/8/18 20:56
7899,2016/8/18 20:56
12777,2016/8/18 20:56
13724,2016/8/18 20:57
2489,2016/8/18 20:57
1631,2016/8/18 20:57
12207,2016/8/18 20:57
3423,2016/8/18 20:57
7195,2016/8/18 20:57
10361,2016/8/18 20:58
2822,2016/8/18 20:58
11732,2016/8/18 20:58
12249,2016/8/18 20:58
6506,2016/8/18 20:58
2534,2016/8/18 20:58
7567,2016/8/18 20:58
10403,2016/8/18 20:59
10456,2016/8/18 21:00
5143,2016/8/18 21:00
7586,2016/8/18 21:00
5049,2016/8/18 21:00
12017,2016/8/18 21:01
5003,2016/8/18 21:01
7892,2016/8/18 21:02
10939,2016/8/18 21:02
7835,2016/8/18 21:03
3750,2016/8/18 21:03
1107,2016/8/18 21:03
9447,2016/8/18 21:03
3697,2016/8/18 21:03
3372,2016/8/18 21:04
9293,2016/8/18 21:04
13602,2016/8/18 21:04
11192,2016/8/18 21:05
8438,2016/8/18 21:05
12934,2016/8/18 21:05
12834,2016/8/18 21:05
6538,2016/8/18 21:06
9242,2016/8/18 21:06
1539,2016/8/18 21:06
10690,2016/8/18 21:06
284,2016/8/18 21:06
3386,2016/8/18 21:06
12336,2016/8/18 21:07
12781,2016/8/18 21:07
13294,2016/8/18 21:07
9514,2016/8/18 21:08
11565,2016/8/18 21:08
7196,2016/8/18 21:09
8845,2016/8/18 21:09
6916,2016/8/18 21:09
11688,2016/8/18 21:09
2553,2016/8/18 21:09
2437,2016/8/18 21:10
13435,2016/8/18 21:10
275,2016/8/18 21:10
10640,2016/8/18 21:11
6629,2016/8/18 21:11
8067,2016/8/18 21:11
11186,2016/8/18 21:11
4452,2016/8/18 21:12
4569,2016/8/18 21:12
12630,2016/8/18 21:12
1719,2016/8/18 21:12
4101,2016/8/18 21:12
11274,2016/8/18 21:12
3524,2016/8/18 21:13
7930,2016/8/18 21:14
9105,2016/8/18 21:14
3901,2016/8/18 21:15
5995,2016/8/18 21:16
2112,2016/8/18 21:16
8972,2016/8/18 21:16
4506,2016/8/18 21:16
9115,2016/8/18 21:17
10645,2016/8/18 21:18
11721,2016/8/18 21:19
10174,2016/8/18 21:19
8736,2016/8/18 21:20
5870,2016/8/18 21:20
3074,2016/8/18 21:20
11368,2016/8/18 21:20
11478,2016/8/18 21:21
1705,2016/8/18 21:21
5349,2016/8/18 21:21
1881,2016/8/18 21:21
11088,2016/8/18 21:22
5493,2016/8/18 21:22
4854,2016/8/18 21:23
8797,2016/8/18 21:24
10147,2016/8/18 21:25
458,2016/8/18 21:25
11094,2016/8/18 21:25
12580,2016/8/18 21:26
9847,2016/8/18 21:26
4336,2016/8/18 21:26
2248,2016/8/18 21:26
1817,2016/8/18 21:26
5788,2016/8/18 21:26
9393,2016/8/18 21:27
469,2016/8/18 21:28
699,2016/8/18 21:28
11106,2016/8/18 21:28
1448,2016/8/18 21:28
9008,2016/8/18 21:29
9517,2016/8/18 21:29
1988,2016/8/18 21:30
9452,2016/8/18 21:30
6641,2016/8/18 21:30
10236,2016/8/18 21:30
11490,2016/8/18 21:31
10835,2016/8/18 21:31
829,2016/8/18 21:31
9609,2016/8/18 21:31
10029,2016/8/18 21:31
10544,2016/8/18 21:32
7535,2016/8/18 21:32
1590,2016/8/18 21:32
7624,2016/8/18 21:32
13371,2016/8/18 21:32
12291,2016/8/18 21:32
4963,2016/8/18 21:33
9938,2016/8/18 21:33
3051,2016/8/18 21:33
9761,2016/8/18 21:33
11079,2016/8/18 21:34
12418,2016/8/18 21:34
7946,2016/8/18 21:34
9805,2016/8/18 21:34
7499,2016/8/18 21:35
9544,2016/8/18 21:35
8614,2016/8/18 21:36
2874,2016/8/18 21:37
1519,2016/8/18 21:37
9520,2016/8/18 21:37
12389,2016/8/18 21:38
6189,2016/8/18 21:38
3562,2016/8/18 21:39
10812,2016/8/18 21:40
1231,2016/8/18 21:40
11336,2016/8/18 21:40
1128,2016/8/18 21:41
11378,2016/8/18 21:41
7701,2016/8/18 21:42
10293,2016/8/18 21:42
775,2016/8/18 21:42
13080,2016/8/18 21:43
11068,2016/8/18 21:43
1702,2016/8/18 21:43
210,2016/8/18 21:43
7246,2016/8/18 21:44
1090,2016/8/18 21:44
9606,2016/8/18 21:45
97,2016/8/18 21:45
569,2016/8/18 21:45
13485,2016/8/18 21:46
9193,2016/8/18 21:47
13688,2016/8/18 21:48
6663,2016/8/18 21:48
7187,2016/8/18 21:49
3475,2016/8/18 21:49
6689,2016/8/18 21:49
10789,2016/8/18 21:50
13204,2016/8/18 21:50
2947,2016/8/18 21:50
4436,2016/8/18 21:51
6201,2016/8/18 21:51
10210,2016/8/18 21:51
13699,2016/8/18 21:52
9995,2016/8/18 21:52
11259,2016/8/18 21:52
9613,2016/8/18 21:53
5689,2016/8/18 21:53
5457,2016/8/18 21:53
12373,2016/8/18 21:54
6858,2016/8/18 21:54
7895,2016/8/18 21:54
2844,2016/8/18 21:54
11258,2016/8/18 21:54
3167,2016/8/18 21:56
7839,2016/8/18 21:56
8397,2016/8/18 21:56
6055,2016/8/18 21:58
11031,2016/8/18 21:58
11088,2016/8/18 21:58
5486,2016/8/18 21:59
9306,2016/8/18 21:59
13441,2016/8/18 22:00
12133,2016/8/18 22:00
13047,2016/8/18 22:01
5369,2016/8/18 22:01
6439,2016/8/18 22:01
3387,2016/8/18 22:01
2553,2016/8/18 22:02
7958,2016/8/18 22:02
6662,2016/8/18 22:03
6374,2016/8/18 22:03
7993,2016/8/18 22:03
6295,2016/8/18 22:04
8627,2016/8/18 22:05
10556,2016/8/18 22:05
11500,2016/8/18 22:05
7465,2016/8/18 22:05
6945,2016/8/18 22:05
12571,2016/8/18 22:07
416,2016/8/18 22:08
7549,2016/8/18 22:08
4872,2016/8/18 22:08
3883,2016/8/18 22:08
8118,2016/8/18 22:09
9414,2016/8/18 22:10
9056,2016/8/18 22:11
7650,2016/8/18 22:12
12142,2016/8/18 22:12
1755,2016/8/18 22:12
11383,2016/8/18 22:12
13211,2016/8/18 22:14
3571,2016/8/18 22:14
10918,2016/8/18 22:15
7656,2016/8/18 22:15
921,2016/8/18 22:17
11263,2016/8/18 22:17
5509,2016/8/18 22:18
10950,2016/8/18 22:18
11962,2016/8/18 22:19
12088,2016/8/18 22:19
10466,2016/8/18 22:19
1915,2016/8/18 22:20
876,2016/8/18 22:20
793,2016/8/18 22:22
13354,2016/8/18 22:22
4899,2016/8/18 22:23
5343,2016/8/18 22:24
1794,2016/8/18 22:24
1723,2016/8/18 22:26
1881,2016/8/18 22:26
7201,2016/8/18 22:27
2560,2016/8/18 22:28
6882,2016/8/18 22:28
8449,2016/8/18 22:29
9516,2016/8/18 22:31
13801,2016/8/18 22:31
4661,2016/8/18 22:31
4144,2016/8/18 22:31
9654,2016/8/18 22:31
2176,2016/8/18 22:32
12010,2016/8/18 22:32
13121,2016/8/18 22:32
982,2016/8/18 22:33
8677,2016/8/18 22:34
13074,2016/8/18 22:34
5796,2016/8/18 22:34
6309,2016/8/18 22:34
7589,2016/8/18 22:35
9510,2016/8/18 22:36
12337,2016/8/18 22:37
13494,2016/8/18 22:37
10170,2016/8/18 22:37
11904,2016/8/18 22:38
3143,2016/8/18 22:39
10889,2016/8/18 22:39
7713,2016/8/18 22:39
5034,2016/8/18 22:40
10926,2016/8/18 22:40
13489,2016/8/18 22:41
12960,2016/8/18 22:42
7266,2016/8/18 22:42
3775,2016/8/18 22:42
13187,2016/8/18 22:43
4432,2016/8/18 22:43
12019,2016/8/18 22:44
11491,2016/8/18 22:44
14608,2016/8/18 22:44
13923,2016/8/18 22:45
2809,2016/8/18 22:45
13079,2016/8/18 22:45
206,2016/8/18 22:48
11168,2016/8/18 22:49
13522,2016/8/18 22:49
11455,2016/8/18 22:49
2909,2016/8/18 22:50
1310,2016/8/18 22:50
11113,2016/8/18 22:50
12396,2016/8/18 22:50
11985,2016/8/18 22:51
11161,2016/8/18 22:51
11797,2016/8/18 22:51
7123,2016/8/18 22:51
1105,2016/8/18 22:52
6216,2016/8/18 22:52
11563,2016/8/18 22:52
4416,2016/8/18 22:52
9531,2016/8/18 22:53
1916,2016/8/18 22:55
8818,2016/8/18 22:56
9029,2016/8/18 22:57
2103,2016/8/18 22:59
12037,2016/8/18 22:59
1341,2016/8/18 22:59
7290,2016/8/18 23:00
8948,2016/8/18 23:00
11646,2016/8/18 23:00
10527,2016/8/18 23:02
4990,2016/8/18 23:02
5296,2016/8/18 23:03
13481,2016/8/18 23:05
5471,2016/8/18 23:05
5454,2016/8/18 23:05
854,2016/8/18 23:06
5788,2016/8/18 23:07
14568,2016/8/18 23:07
8028,2016/8/18 23:09
2949,2016/8/18 23:09
3469,2016/8/18 23:10
10404,2016/8/18 23:10
9936,2016/8/18 23:10
5547,2016/8/18 23:11
9673,2016/8/18 23:13
1648,2016/8/18 23:13
2809,2016/8/18 23:14
12561,2016/8/18 23:16
8942,2016/8/18 23:16
9423,2016/8/18 23:16
10271,2016/8/18 23:17
5918,2016/8/18 23:18
3871,2016/8/18 23:19
11529,2016/8/18 23:20
13254,2016/8/18 23:21
210,2016/8/18 23:28
5928,2016/8/18 23:28
14059,2016/8/18 23:32
11152,2016/8/18 23:33
7194,2016/8/18 23:35
14144,2016/8/18 23:38
13149,2016/8/18 23:39
11029,2016/8/18 23:40
1851,2016/8/18 23:42
10919,2016/8/18 23:46
13943,2016/8/18 23:48
12179,2016/8/18 23:50
13996,2016/8/18 23:57
835,2016/8/19 0:00
11324,2016/8/19 0:01
6346,2016/8/19 0:01
4899,2016/8/19 0:04
4850,2016/8/19 0:09
567,2016/8/19 0:09
8577,2016/8/19 0:09
13908,2016/8/19 0:14
4789,2016/8/19 0:14
10646,2016/8/19 0:16
9353,2016/8/19 0:19
11350,2016/8/19 0:20
3629,2016/8/19 0:20
8123,2016/8/19 0:22
3061,2016/8/19 0:22
612,2016/8/19 0:23
14224,2016/8/19 0:32
3752,2016/8/19 0:36
930,2016/8/19 0:39
721,2016/8/19 0:42
4371,2016/8/19 0:42
12567,2016/8/19 0:46
8626,2016/8/19 0:46
12206,2016/8/19 0:50
6097,2016/8/19 0:55
15563,2016/8/19 0:57
14637,2016/8/19 1:06
2890,2016/8/19 1:06
8995,2016/8/19 1:08
11175,2016/8/19 1:09
7569,2016/8/19 1:13
5930,2016/8/19 1:13
854,2016/8/19 1:13
5098,2016/8/19 1:18
10886,2016/8/19 1:18
15047,2016/8/19 1:20
10606,2016/8/19 1:24
14193,2016/8/19 1:30
2415,2016/8/19 1:34
12991,2016/8/19 1:38
7027,2016/8/19 1:39
2354,2016/8/19 1:41
10304,2016/8/19 1:41
10642,2016/8/19 1:43
1775,2016/8/19 1:44
2563,2016/8/19 1:45
4850,2016/8/19 1:58
572,2016/8/19 1:58
9495,2016/8/19 2:06
13030,2016/8/19 2:07
14986,2016/8/19 2:12
5655,2016/8/19 2:13
12574,2016/8/19 2:27
10725,2016/8/19 2:39
12124,2016/8/19 2:41
7954,2016/8/19 2:41
12635,2016/8/19 2:44
1482,2016/8/19 2:44
6690,2016/8/19 2:46
6955,2016/8/19 2:56
5050,2016/8/19 3:08
9515,2016/8/19 3:09
6199,2016/8/19 3:15
2602,2016/8/19 3:15
10844,2016/8/19 3:21
12919,2016/8/19 3:22
12448,2016/8/19 3:33
8860,2016/8/19 3:40
2351,2016/8/19 3:41
3322,2016/8/19 3:50
13559,2016/8/19 3:57
11233,2016/8/19 4:14
9485,2016/8/19 4:16
13066,2016/8/19 4:17
2020,2016/8/19 4:33
6961,2016/8/19 4:34
11167,2016/8/19 4:36
9308,2016/8/19 4:48
13154,2016/8/19 4:51
4313,2016/8/19 4:52
7512,2016/8/19 4:52
764,2016/8/19 5:11
456,2016/8/19 5:12
4994,2016/8/19 5:12
4067,2016/8/19 5:20
3110,2016/8/19 5:23
12777,2016/8/19 5:24
1550,2016/8/19 5:37
12211,2016/8/19 5:39
11306,2016/8/19 5:43
8942,2016/8/19 5:44
4620,2016/8/19 5:50
13491,2016/8/19 5:51
7614,2016/8/19 5:52
7433,2016/8/19 5:59
5468,2016/8/19 5:59
9148,2016/8/19 6:02
6890,2016/8/19 6:03
8602,2016/8/19 6:03
7890,2016/8/19 6:04
8425,2016/8/19 6:04
12651,2016/8/19 6:06
6838,2016/8/19 6:06
2838,2016/8/19 6:08
11898,2016/8/19 6:08
108,2016/8/19 6:08
3549,2016/8/19 6:11
7180,2016/8/19 6:12
9284,2016/8/19 6:13
7982,2016/8/19 6:14
9652,2016/8/19 6:14
12904,2016/8/19 6:16
10884,2016/8/19 6:17
4405,2016/8/19 6:18
13766,2016/8/19 6:19
457,2016/8/19 6:20
747,2016/8/19 6:21
7410,2016/8/19 6:21
1840,2016/8/19 6:22
4791,2016/8/19 6:26
5426,2016/8/19 6:26
4776,2016/8/19 6:28
2461,2016/8/19 6:28
11293,2016/8/19 6:28
1853,2016/8/19 6:31
8734,2016/8/19 6:32
7016,2016/8/19 6:32
10094,2016/8/19 6:33
11387,2016/8/19 6:33
9514,2016/8/19 6:33
2322,2016/8/19 6:33
3979,2016/8/19 6:33
1864,2016/8/19 6:33
6024,2016/8/19 6:34
10940,2016/8/19 6:34
1579,2016/8/19 6:35
11364,2016/8/19 6:36
6816,2016/8/19 6:36
13481,2016/8/19 6:36
12018,2016/8/19 6:37
12057,2016/8/19 6:38
13811,2016/8/19 6:39
5025,2016/8/19 6:39
10322,2016/8/19 6:40
4397,2016/8/19 6:41
13893,2016/8/19 6:42
13522,2016/8/19 6:42
12004,2016/8/19 6:42
9618,2016/8/19 6:42
8736,2016/8/19 6:42
2119,2016/8/19 6:43
10200,2016/8/19 6:44
67,2016/8/19 6:45
7744,2016/8/19 6:45
8371,2016/8/19 6:46
11684,2016/8/19 6:46
9493,2016/8/19 6:46
9639,2016/8/19 6:46
12559,2016/8/19 6:46
12610,2016/8/19 6:46
1964,2016/8/19 6:47
8097,2016/8/19 6:49
7512,2016/8/19 6:49
3414,2016/8/19 6:49
5165,2016/8/19 6:50
5663,2016/8/19 6:50
13108,2016/8/19 6:50
6438,2016/8/19 6:51
3413,2016/8/19 6:51
12396,2016/8/19 6:53
892,2016/8/19 6:53
2555,2016/8/19 6:54
2988,2016/8/19 6:54
6278,2016/8/19 6:54
13118,2016/8/19 6:54
4526,2016/8/19 6:55
12911,2016/8/19 6:55
7103,2016/8/19 6:56
7755,2016/8/19 6:56
721,2016/8/19 6:57
6933,2016/8/19 6:57
10383,2016/8/19 6:57
1397,2016/8/19 6:57
13730,2016/8/19 6:57
11854,2016/8/19 6:58
62,2016/8/19 6:59
4354,2016/8/19 7:00
1499,2016/8/19 7:00
12892,2016/8/19 7:00
4428,2016/8/19 7:00
13648,2016/8/19 7:01
5943,2016/8/19 7:01
13678,2016/8/19 7:01
13416,2016/8/19 7:02
10877,2016/8/19 7:02
11088,2016/8/19 7:02
8797,2016/8/19 7:02
1752,2016/8/19 7:03
1640,2016/8/19 7:03
9453,2016/8/19 7:05
10450,2016/8/19 7:05
2866,2016/8/19 7:05
7172,2016/8/19 7:06
7472,2016/8/19 7:06
10027,2016/8/19 7:06
7460,2016/8/19 7:07
6445,2016/8/19 7:07
5396,2016/8/19 7:07
12911,2016/8/19 7:07
14850,2016/8/19 7:08
1120,2016/8/19 7:08
10126,2016/8/19 7:08
4611,2016/8/19 7:09
8809,2016/8/19 7:09
8839,2016/8/19 7:09
12144,2016/8/19 7:09
3442,2016/8/19 7:09
7688,2016/8/19 7:10
2263,2016/8/19 7:10
12452,2016/8/19 7:10
5969,2016/8/19 7:10
11483,2016/8/19 7:11
4508,2016/8/19 7:11
8636,2016/8/19 7:11
6157,2016/8/19 7:11
2192,2016/8/19 7:12
10775,2016/8/19 7:13
5250,2016/8/19 7:13
10936,2016/8/19 7:13
7033,2016/8/19 7:14
2228,2016/8/19 7:14
12948,2016/8/19 7:14
1692,2016/8/19 7:14
9448,2016/8/19 7:15
10312,2016/8/19 7:15
6908,2016/8/19 7:16
4949,2016/8/19 7:16
8766,2016/8/19 7:16
13456,2016/8/19 7:16
582,2016/8/19 7:16
14298,2016/8/19 7:16
13759,2016/8/19 7:16
5720,2016/8/19 7:17
10479,2016/8/19 7:17
4404,2016/8/19 7:17
12531,2016/8/19 7:17
7881,2016/8/19 7:18
11810,2016/8/19 7:18
9480,2016/8/19 7:18
12642,2016/8/19 7:18
13164,2016/8/19 7:18
9869,2016/8/19 7:18
9395,2016/8/19 7:18
7103,2016/8/19 7:19
14723,2016/8/19 7:19
6484,2016/8/19 7:19
3915,2016/8/19 7:20
13940,2016/8/19 7:20
11867,2016/8/19 7:20
1632,2016/8/19 7:20
9638,2016/8/19 7:21
8855,2016/8/19 7:21
5301,2016/8/19 7:21
5937,2016/8/19 7:22
7340,2016/8/19 7:22
3655,2016/8/19 7:22
3037,2016/8/19 7:23
4996,2016/8/19 7:23
3723,2016/8/19 7:23
1795,2016/8/19 7:24
1243,2016/8/19 7:24
8558,2016/8/19 7:24
9875,2016/8/19 7:24
4790,2016/8/19 7:24
9166,2016/8/19 7:24
13620,2016/8/19 7:25
13287,2016/8/19 7:25
11870,2016/8/19 7:25
11161,2016/8/19 7:25
7746,2016/8/19 7:26
12635,2016/8/19 7:26
349,2016/8/19 7:26
12250,2016/8/19 7:27
745,2016/8/19 7:27
11564,2016/8/19 7:27
10270,2016/8/19 7:27
9117,2016/8/19 7:29
4066,2016/8/19 7:29
12236,2016/8/19 7:29
8130,2016/8/19 7:30
7043,2016/8/19 7:30
11044,2016/8/19 7:30
6935,2016/8/19 7:30
13030,2016/8/19 7:30
11298,2016/8/19 7:31
3840,2016/8/19 7:31
5182,2016/8/19 7:32
9506,2016/8/19 7:32
3060,2016/8/19 7:32
556,2016/8/19 7:32
12967,2016/8/19 7:32
5845,2016/8/19 7:33
7198,2016/8/19 7:33
5941,2016/8/19 7:33
1770,2016/8/19 7:33
6280,2016/8/19 7:34
2951,2016/8/19 7:34
2014,2016/8/19 7:34
13600,2016/8/19 7:34
9882,2016/8/19 7:34
14854,2016/8/19 7:34
3770,2016/8/19 7:35
13005,2016/8/19 7:35
5363,2016/8/19 7:35
1792,2016/8/19 7:36
6488,2016/8/19 7:36
7707,2016/8/19 7:36
5848,2016/8/19 7:37
11833,2016/8/19 7:37
2226,2016/8/19 7:37
13611,2016/8/19 7:37
5300,2016/8/19 7:37
6256,2016/8/19 7:38
1398,2016/8/19 7:38
7624,2016/8/19 7:38
11128,2016/8/19 7:38
9341,2016/8/19 7:38
13792,2016/8/19 7:38
9178,2016/8/19 7:38
4195,2016/8/19 7:39
2326,2016/8/19 7:39
9330,2016/8/19 7:39
2715,2016/8/19 7:39
2046,2016/8/19 7:39
10587,2016/8/19 7:39
3195,2016/8/19 7:39
11680,2016/8/19 7:39
7837,2016/8/19 7:39
13566,2016/8/19 7:40
5745,2016/8/19 7:40
12936,2016/8/19 7:40
12525,2016/8/19 7:41
5783,2016/8/19 7:41
10849,2016/8/19 7:41
9428,2016/8/19 7:41
4651,2016/8/19 7:42
4794,2016/8/19 7:42
9907,2016/8/19 7:42
1477,2016/8/19 7:43
2862,2016/8/19 7:43
5963,2016/8/19 7:43
3700,2016/8/19 7:43
4800,2016/8/19 7:43
12677,2016/8/19 7:44
12274,2016/8/19 7:44
10380,2016/8/19 7:44
10953,2016/8/19 7:45
5909,2016/8/19 7:45
10949,2016/8/19 7:45
10297,2016/8/19 7:45
11142,2016/8/19 7:45
10702,2016/8/19 7:46
12318,2016/8/19 7:46
2975,2016/8/19 7:47
11448,2016/8/19 7:47
2257,2016/8/19 7:47
5770,2016/8/19 7:47
6629,2016/8/19 7:47
6144,2016/8/19 7:47
6998,2016/8/19 7:47
5587,2016/8/19 7:47
9282,2016/8/19 7:48
1623,2016/8/19 7:48
198,2016/8/19 7:48
1744,2016/8/19 7:49
13048,2016/8/19 7:49
13806,2016/8/19 7:49
8145,2016/8/19 7:49
5013,2016/8/19 7:49
10526,2016/8/19 7:49
730,2016/8/19 7:49
10872,2016/8/19 7:49
2805,2016/8/19 7:50
12792,2016/8/19 7:50
3138,2016/8/19 7:50
14629,2016/8/19 7:50
7534,2016/8/19 7:50
13269,2016/8/19 7:50
13835,2016/8/19 7:50
2443,2016/8/19 7:50
7418,2016/8/19 7:51
12008,2016/8/19 7:51
12810,2016/8/19 7:51
6093,2016/8/19 7:51
6980,2016/8/19 7:51
5265,2016/8/19 7:52
5659,2016/8/19 7:52
13007,2016/8/19 7:52
4667,2016/8/19 7:52
11141,2016/8/19 7:52
7367,2016/8/19 7:53
11564,2016/8/19 7:53
353,2016/8/19 7:53
8875,2016/8/19 7:53
9784,2016/8/19 7:53
13997,2016/8/19 7:54
2353,2016/8/19 7:54
2905,2016/8/19 7:54
10012,2016/8/19 7:54
3348,2016/8/19 7:54
1870,2016/8/19 7:54
728,2016/8/19 7:55
4969,2016/8/19 7:55
10207,2016/8/19 7:56
11195,2016/8/19 7:56
7379,2016/8/19 7:56
2271,2016/8/19 7:56
958,2016/8/19 7:56
7517,2016/8/19 7:57
1240,2016/8/19 7:57
8722,2016/8/19 7:57
7381,2016/8/19 7:57
10514,2016/8/19 7:57
4523,2016/8/19 7:57
6372,2016/8/19 7:57
7022,2016/8/19 7:57
8138,2016/8/19 7:57
13678,2016/8/19 7:57
5215,2016/8/19 7:58
12328,2016/8/19 7:58
13171,2016/8/19 7:58
11269,2016/8/19 7:58
10758,2016/8/19 7:59
2204,2016/8/19 7:59
10219,2016/8/19 7:59
13634,2016/8/19 7:59
7981,2016/8/19 7:59
15563,2016/8/19 8:00
7353,2016/8/19 8:00
1031,2016/8/19 8:00
12477,2016/8/19 8:00
8261,2016/8/19 8:00
12658,2016/8/19 8:00
10876,2016/8/19 8:01
4408,2016/8/19 8:01
11411,2016/8/19 8:01
2304,2016/8/19 8:01
876,2016/8/19 8:02
1459,2016/8/19 8:02
1556,2016/8/19 8:02
5164,2016/8/19 8:02
14930,2016/8/19 8:02
10,2016/8/19 8:03
7284,2016/8/19 8:03
5774,2016/8/19 8:03
10780,2016/8/19 8:03
12917,2016/8/19 8:03
2075,2016/8/19 8:03
12235,2016/8/19 8:03
9790,2016/8/19 8:03
2406,2016/8/19 8:04
14579,2016/8/19 8:04
13732,2016/8/19 8:04
8018,2016/8/19 8:04
2079,2016/8/19 8:04
5188,2016/8/19 8:04
9503,2016/8/19 8:05
691,2016/8/19 8:05
13332,2016/8/19 8:05
1872,2016/8/19 8:05
