UID,ST,BID
4504,2020/8/22 13:46,189780
7212,2020/8/22 13:50,9607
1384,2020/8/22 13:55,141636
714,2020/8/22 13:57,52184
1962,2020/8/22 14:02,222351
1062,2020/8/22 14:09,104568
2008,2020/8/22 14:13,283724
4497,2020/8/22 14:16,101749
5430,2020/8/22 14:21,18689
12679,2020/8/22 14:26,56603
14961,2020/8/22 14:27,266828
14983,2020/8/22 14:30,171855
8525,2020/8/22 14:32,171146
9505,2020/8/22 14:35,113189
5556,2020/8/22 14:41,18475
14651,2020/8/22 14:46,295841
323,2020/8/22 14:50,253450
973,2020/8/22 14:57,145685
11861,2020/8/22 14:59,290625
2662,2020/8/22 15:02,183257
10622,2020/8/22 15:05,25227
14069,2020/8/22 15:08,137905
3989,2020/8/22 15:12,2662
1652,2020/8/22 15:15,114561
476,2020/8/22 15:18,190979
13547,2020/8/22 15:22,295540
9931,2020/8/22 15:26,291333
4004,2020/8/22 15:28,263329
14318,2020/8/22 15:33,57265
12858,2020/8/22 15:36,296165
2395,2020/8/22 15:40,290205
14321,2020/8/22 15:42,115934
12431,2020/8/22 15:45,127832
9966,2020/8/22 15:47,89166
11512,2020/8/22 15:49,293763
1166,2020/8/22 15:52,159366
2546,2020/8/22 15:56,113661
1537,2020/8/22 16:01,109814
2857,2020/8/22 16:03,105326
14420,2020/8/22 16:09,82479
9944,2020/8/22 16:13,239657
13118,2020/8/22 16:18,183227
5160,2020/8/22 16:20,144825
4115,2020/8/22 16:23,8033
9101,2020/8/22 16:25,184099
11735,2020/8/22 16:28,184781
12525,2020/8/22 16:31,138177
6945,2020/8/22 16:33,283425
12912,2020/8/22 16:36,172126
2016,2020/8/22 16:40,154132
2304,2020/8/22 16:42,177246
10507,2020/8/22 16:44,156236
5929,2020/8/22 16:48,250509
13736,2020/8/22 16:50,181238
2988,2020/8/22 16:52,265587
3854,2020/8/22 16:54,266983
13635,2020/8/22 16:56,107702
13753,2020/8/22 16:59,287059
14555,2020/8/22 17:01,131307
7779,2020/8/22 17:02,267057
4489,2020/8/22 17:03,121073
1401,2020/8/22 17:04,61772
14833,2020/8/22 17:05,132726
12193,2020/8/22 17:07,51658
8596,2020/8/22 17:08,75608
10667,2020/8/22 17:09,58666
12214,2020/8/22 17:10,44040
3999,2020/8/22 17:11,86110
195,2020/8/22 17:13,112973
7724,2020/8/22 17:15,273614
3086,2020/8/22 17:16,42418
12972,2020/8/22 17:18,39795
13733,2020/8/22 17:20,224253
2697,2020/8/22 17:21,297010
13544,2020/8/22 17:22,38816
1735,2020/8/22 17:25,279172
11414,2020/8/22 17:25,195035
13168,2020/8/22 17:28,58018
4195,2020/8/22 17:30,34416
10791,2020/8/22 17:33,247524
15624,2020/8/22 17:33,51051
3475,2020/8/22 17:34,257056
3316,2020/8/22 17:35,116660
10594,2020/8/22 17:36,5970
4840,2020/8/22 17:36,234121
11618,2020/8/22 17:37,168597
15960,2020/8/22 17:38,23781
8145,2020/8/22 17:40,224833
11179,2020/8/22 17:41,77664
5116,2020/8/22 17:42,30747
10190,2020/8/22 17:43,185462
15747,2020/8/22 17:44,189449
1388,2020/8/22 17:45,199846
10219,2020/8/22 17:46,112131
1265,2020/8/22 17:47,153733
6729,2020/8/22 17:48,45795
4350,2020/8/22 17:48,80864
14690,2020/8/22 17:50,82825
13932,2020/8/22 17:52,165048
12106,2020/8/22 17:53,108805
6414,2020/8/22 17:54,272032
2722,2020/8/22 17:55,148271
393,2020/8/22 17:57,293251
14426,2020/8/22 17:59,15341
13639,2020/8/22 17:59,78723
14887,2020/8/22 18:01,136388
11871,2020/8/22 18:02,250190
4807,2020/8/22 18:04,4103
9253,2020/8/22 18:04,27333
13416,2020/8/22 18:06,36746
14712,2020/8/22 18:07,21803
414,2020/8/22 18:09,254602
12992,2020/8/22 18:09,202225
10578,2020/8/22 18:11,130520
5031,2020/8/22 18:12,188971
11339,2020/8/22 18:13,277648
2354,2020/8/22 18:13,185212
1518,2020/8/22 18:15,259008
12275,2020/8/22 18:15,205906
3343,2020/8/22 18:16,297575
69,2020/8/22 18:17,243390
7267,2020/8/22 18:17,13996
13091,2020/8/22 18:18,93347
15711,2020/8/22 18:19,159116
9062,2020/8/22 18:20,87743
9798,2020/8/22 18:20,142134
6665,2020/8/22 18:22,266532
5025,2020/8/22 18:22,21048
6266,2020/8/22 18:23,286122
5341,2020/8/22 18:24,62622
14845,2020/8/22 18:25,287337
14991,2020/8/22 18:26,233504
10619,2020/8/22 18:27,133276
8076,2020/8/22 18:27,172213
15033,2020/8/22 18:29,30561
13052,2020/8/22 18:30,263050
2103,2020/8/22 18:31,203024
14725,2020/8/22 18:32,266956
716,2020/8/22 18:34,136473
9468,2020/8/22 18:34,56112
11661,2020/8/22 18:36,262069
6069,2020/8/22 18:37,217875
11176,2020/8/22 18:39,1867
7544,2020/8/22 18:39,72414
85,2020/8/22 18:40,274364
4455,2020/8/22 18:42,106156
6082,2020/8/22 18:43,276576
14442,2020/8/22 18:44,39145
3058,2020/8/22 18:46,288185
4783,2020/8/22 18:47,8703
12852,2020/8/22 18:48,186139
1851,2020/8/22 18:49,298137
12730,2020/8/22 18:49,227444
11293,2020/8/22 18:51,87146
13127,2020/8/22 18:52,246135
6499,2020/8/22 18:53,8800
4890,2020/8/22 18:54,63866
7426,2020/8/22 18:55,298588
6305,2020/8/22 18:56,142357
9838,2020/8/22 18:57,113518
15428,2020/8/22 18:58,211797
4994,2020/8/22 18:59,166879
1465,2020/8/22 19:00,282573
6767,2020/8/22 19:01,279349
15691,2020/8/22 19:03,105058
11219,2020/8/22 19:04,297381
5636,2020/8/22 19:06,289337
11508,2020/8/22 19:07,103684
6425,2020/8/22 19:09,279398
12634,2020/8/22 19:11,289390
8713,2020/8/22 19:12,29336
12248,2020/8/22 19:13,178076
10918,2020/8/22 19:14,135083
2307,2020/8/22 19:15,177076
12975,2020/8/22 19:16,222148
14504,2020/8/22 19:18,178795
5257,2020/8/22 19:19,204135
3433,2020/8/22 19:20,298957
8003,2020/8/22 19:22,285309
7026,2020/8/22 19:24,153802
11021,2020/8/22 19:25,242203
14849,2020/8/22 19:26,287971
10599,2020/8/22 19:27,39732
10662,2020/8/22 19:29,151661
8076,2020/8/22 19:30,242963
5244,2020/8/22 19:32,77151
14573,2020/8/22 19:35,29999
1315,2020/8/22 19:38,223761
6568,2020/8/22 19:39,279182
1883,2020/8/22 19:39,190656
14098,2020/8/22 19:41,264061
8633,2020/8/22 19:43,298435
6652,2020/8/22 19:45,274308
7740,2020/8/22 19:46,100758
8479,2020/8/22 19:48,298416
13975,2020/8/22 19:49,299361
4292,2020/8/22 19:51,299391
9200,2020/8/22 19:52,16253
8493,2020/8/22 19:53,255433
10125,2020/8/22 19:54,36643
3764,2020/8/22 19:56,79340
14025,2020/8/22 19:57,144588
14416,2020/8/22 19:59,196073
12098,2020/8/22 20:01,49118
911,2020/8/22 20:03,255660
1282,2020/8/22 20:05,172423
1938,2020/8/22 20:07,172627
9926,2020/8/22 20:09,278456
11683,2020/8/22 20:10,87671
13281,2020/8/22 20:12,56666
225,2020/8/22 20:15,131422
2684,2020/8/22 20:16,189809
12943,2020/8/22 20:18,21436
1012,2020/8/22 20:20,1576
81,2020/8/22 20:21,243226
14348,2020/8/22 20:23,299864
9235,2020/8/22 20:26,299577
2788,2020/8/22 20:28,254224
15393,2020/8/22 20:30,244314
8192,2020/8/22 20:32,269225
5028,2020/8/22 20:34,296761
4273,2020/8/22 20:36,139705
2332,2020/8/22 20:38,29516
8107,2020/8/22 20:41,298291
4605,2020/8/22 20:44,300126
2129,2020/8/22 20:45,173951
5050,2020/8/22 20:46,239738
175,2020/8/22 20:47,300142
699,2020/8/22 20:49,286950
10489,2020/8/22 20:51,291604
3946,2020/8/22 20:52,300269
9367,2020/8/22 20:55,123329
15625,2020/8/22 20:57,26448
5878,2020/8/22 20:59,240813
12713,2020/8/22 21:03,24180
3830,2020/8/22 21:06,102679
9662,2020/8/22 21:08,18245
9014,2020/8/22 21:10,75955
15571,2020/8/22 21:11,196806
3003,2020/8/22 21:13,24894
7267,2020/8/22 21:15,14474
9696,2020/8/22 21:17,229774
3577,2020/8/22 21:19,172226
4437,2020/8/22 21:21,300517
13289,2020/8/22 21:25,143054
13638,2020/8/22 21:28,54803
12739,2020/8/22 21:30,79586
13296,2020/8/22 21:35,222291
2780,2020/8/22 21:37,257961
12752,2020/8/22 21:39,300816
7550,2020/8/22 21:40,291789
11012,2020/8/22 21:43,203532
3896,2020/8/22 21:46,25971
1702,2020/8/22 21:50,262761
14661,2020/8/22 21:52,70979
2019,2020/8/22 21:54,215606
15586,2020/8/22 21:56,300887
5711,2020/8/22 21:59,263536
13646,2020/8/22 22:03,270035
10325,2020/8/22 22:07,270151
3097,2020/8/22 22:09,71048
11637,2020/8/22 22:12,301079
3069,2020/8/22 22:17,13335
6285,2020/8/22 22:21,295220
9843,2020/8/22 22:24,290485
8168,2020/8/22 22:26,230642
5685,2020/8/22 22:29,153166
8929,2020/8/22 22:33,276211
13359,2020/8/22 22:38,237576
3154,2020/8/22 22:42,236221
6651,2020/8/22 22:45,224445
5350,2020/8/22 22:48,20593
1693,2020/8/22 22:54,222926
6202,2020/8/22 22:59,209871
6430,2020/8/22 23:04,18665
14792,2020/8/22 23:07,250935
103,2020/8/22 23:12,157062
6383,2020/8/22 23:17,299052
3521,2020/8/22 23:23,112992
2251,2020/8/22 23:38,26715
5554,2020/8/22 23:45,89955
1061,2020/8/22 23:54,243122
15004,2020/8/23 0:15,49516
11683,2020/8/23 0:21,257071
3524,2020/8/23 0:32,30338
8436,2020/8/23 0:41,294097
9790,2020/8/23 0:50,301781
1433,2020/8/23 1:02,249280
5886,2020/8/23 1:15,147248
11812,2020/8/23 1:32,71710
10260,2020/8/23 1:52,236505
13126,2020/8/23 2:25,199105
5917,2020/8/23 2:44,145830
7959,2020/8/23 3:38,279867
15622,2020/8/23 4:21,122702
15399,2020/8/23 5:03,302220
6913,2020/8/23 5:33,88461
13926,2020/8/23 5:51,45022
4813,2020/8/23 6:00,304252
1817,2020/8/23 6:11,257474
10430,2020/8/23 6:15,15025
6611,2020/8/23 6:22,111964
13276,2020/8/23 6:26,292454
10330,2020/8/23 6:29,121616
3048,2020/8/23 6:35,252719
1020,2020/8/23 6:39,188745
9833,2020/8/23 6:43,244157
15433,2020/8/23 6:47,74697
8315,2020/8/23 6:49,110440
11710,2020/8/23 6:52,41796
13386,2020/8/23 6:53,195496
4424,2020/8/23 6:56,301001
11823,2020/8/23 6:59,19078
16930,2020/8/23 7:04,78970
12968,2020/8/23 7:07,37878
323,2020/8/23 7:09,214008
9516,2020/8/23 7:11,263939
189,2020/8/23 7:13,85708
2909,2020/8/23 7:15,65123
3222,2020/8/23 7:17,59826
9030,2020/8/23 7:20,172962
13113,2020/8/23 7:21,204553
11183,2020/8/23 7:24,8884
11921,2020/8/23 7:26,293243
10646,2020/8/23 7:28,243273
3335,2020/8/23 7:30,42028
15806,2020/8/23 7:30,21990
12890,2020/8/23 7:32,186988
15735,2020/8/23 7:33,91378
8263,2020/8/23 7:35,298338
13295,2020/8/23 7:36,133400
2490,2020/8/23 7:38,82478
14763,2020/8/23 7:38,116968
6970,2020/8/23 7:40,169635
3682,2020/8/23 7:41,253807
4279,2020/8/23 7:43,261004
6108,2020/8/23 7:45,196259
14146,2020/8/23 7:46,250451
9720,2020/8/23 7:47,263938
5688,2020/8/23 7:48,272395
8797,2020/8/23 7:49,288150
9571,2020/8/23 7:50,249403
13484,2020/8/23 7:52,68991
11380,2020/8/23 7:52,154357
2985,2020/8/23 7:53,231363
15633,2020/8/23 7:55,87778
11965,2020/8/23 7:56,180075
1658,2020/8/23 7:57,12316
6587,2020/8/23 7:58,249374
16453,2020/8/23 7:59,216544
2884,2020/8/23 8:00,42471
300,2020/8/23 8:02,121947
1510,2020/8/23 8:03,62217
12259,2020/8/23 8:05,707
8795,2020/8/23 8:07,36238
8448,2020/8/23 8:07,124760
13599,2020/8/23 8:08,198436
7272,2020/8/23 8:10,249770
11683,2020/8/23 8:11,35140
2728,2020/8/23 8:12,252039
1622,2020/8/23 8:12,243798
5241,2020/8/23 8:13,302914
4042,2020/8/23 8:14,189673
7886,2020/8/23 8:16,23959
142,2020/8/23 8:16,253935
11046,2020/8/23 8:19,198392
10949,2020/8/23 8:21,98188
8481,2020/8/23 8:22,62585
14003,2020/8/23 8:25,129349
4214,2020/8/23 8:26,125200
11959,2020/8/23 8:27,194756
5231,2020/8/23 8:29,100840
11847,2020/8/23 8:30,89956
9796,2020/8/23 8:32,94313
6997,2020/8/23 8:34,97676
4129,2020/8/23 8:35,199240
15978,2020/8/23 8:36,31677
10018,2020/8/23 8:38,199042
8964,2020/8/23 8:38,76997
9876,2020/8/23 8:39,26280
12598,2020/8/23 8:40,259792
9103,2020/8/23 8:41,176497
14167,2020/8/23 8:42,114160
2593,2020/8/23 8:44,114731
7675,2020/8/23 8:46,77356
9512,2020/8/23 8:48,164693
7655,2020/8/23 8:49,297542
12921,2020/8/23 8:51,224718
4849,2020/8/23 8:52,226074
8051,2020/8/23 8:53,216219
10286,2020/8/23 8:54,71076
16560,2020/8/23 8:55,45668
6755,2020/8/23 8:56,144152
7410,2020/8/23 8:59,61363
11040,2020/8/23 9:00,69054
10516,2020/8/23 9:01,303295
15654,2020/8/23 9:03,303341
10681,2020/8/23 9:05,272684
10220,2020/8/23 9:08,192513
15418,2020/8/23 9:10,178617
4759,2020/8/23 9:14,224035
13412,2020/8/23 9:17,227138
8875,2020/8/23 9:20,285229
5914,2020/8/23 9:23,301246
10471,2020/8/23 9:25,33723
11626,2020/8/23 9:26,31903
3401,2020/8/23 9:30,255800
12484,2020/8/23 9:31,63461
13588,2020/8/23 9:34,302890
2390,2020/8/23 9:36,311
5143,2020/8/23 9:37,288287
9930,2020/8/23 9:40,14808
14756,2020/8/23 9:44,302039
5369,2020/8/23 9:49,4353
12831,2020/8/23 9:53,44463
9417,2020/8/23 9:58,67216
9610,2020/8/23 10:01,48721
2432,2020/8/23 10:04,21139
4292,2020/8/23 10:06,239383
9624,2020/8/23 10:07,110206
14759,2020/8/23 10:13,12047
11986,2020/8/23 10:15,97354
4595,2020/8/23 10:20,47431
12899,2020/8/23 10:23,17222
13834,2020/8/23 10:26,179176
10328,2020/8/23 10:28,301697
14222,2020/8/23 10:30,158609
9640,2020/8/23 10:36,103385
12775,2020/8/23 10:40,268259
513,2020/8/23 10:45,11428
13058,2020/8/23 10:49,255672
4199,2020/8/23 10:55,59169
12842,2020/8/23 11:04,263563
15739,2020/8/23 11:08,223718
10350,2020/8/23 11:16,61758
6716,2020/8/23 11:19,284746
7343,2020/8/23 11:22,109609
10195,2020/8/23 11:27,260655
3268,2020/8/23 11:30,284237
5079,2020/8/23 11:33,120074
311,2020/8/23 11:35,298766
3225,2020/8/23 11:37,302860
15066,2020/8/23 11:39,304438
11569,2020/8/23 11:43,304457
2118,2020/8/23 11:46,56543
16499,2020/8/23 11:51,222855
15639,2020/8/23 11:55,112796
15578,2020/8/23 11:58,146184
15614,2020/8/23 12:00,88548
7424,2020/8/23 12:03,153343
13827,2020/8/23 12:07,189002
6806,2020/8/23 12:10,122026
5929,2020/8/23 12:17,5443
11832,2020/8/23 12:21,222239
3797,2020/8/23 12:26,9455
6989,2020/8/23 12:30,272552
4640,2020/8/23 12:34,304906
16684,2020/8/23 12:36,162161
7598,2020/8/23 12:40,200279
6106,2020/8/23 12:44,49654
16837,2020/8/23 12:48,218415
12377,2020/8/23 12:51,11040
16932,2020/8/23 12:55,265501
4221,2020/8/23 12:57,305062
6902,2020/8/23 13:02,291459
2991,2020/8/23 13:06,287055
6912,2020/8/23 13:09,126180
9899,2020/8/23 13:13,269084
11700,2020/8/23 13:17,241673
13290,2020/8/23 13:21,167191
13358,2020/8/23 13:26,147558
1192,2020/8/23 13:31,304665
38,2020/8/23 13:34,224455
3864,2020/8/23 13:36,185096
3116,2020/8/23 13:39,302643
16491,2020/8/23 13:42,309143
9402,2020/8/23 13:47,111266
2116,2020/8/23 13:49,268076
11458,2020/8/23 13:53,256337
14003,2020/8/23 13:57,18332
3212,2020/8/23 14:01,261595
15751,2020/8/23 14:05,183077
12236,2020/8/23 14:07,203359
15534,2020/8/23 14:12,4831
968,2020/8/23 14:16,304905
9197,2020/8/23 14:21,191190
10353,2020/8/23 14:26,251207
8808,2020/8/23 14:30,236115
11541,2020/8/23 14:33,31426
13241,2020/8/23 14:38,302338
14864,2020/8/23 14:43,259436
3197,2020/8/23 14:48,305834
7790,2020/8/23 14:52,236180
13129,2020/8/23 14:55,305400
5860,2020/8/23 14:59,305898
5376,2020/8/23 15:03,305889
2846,2020/8/23 15:06,244193
7498,2020/8/23 15:10,305974
10106,2020/8/23 15:13,50368
12017,2020/8/23 15:18,251442
6922,2020/8/23 15:21,298766
10404,2020/8/23 15:24,240532
4468,2020/8/23 15:27,195770
7780,2020/8/23 15:30,56775
14677,2020/8/23 15:32,247522
823,2020/8/23 15:36,247584
11253,2020/8/23 15:39,287165
12054,2020/8/23 15:44,9622
13445,2020/8/23 15:46,48741
14334,2020/8/23 15:49,64912
9246,2020/8/23 15:57,47342
3005,2020/8/23 16:03,7831
15241,2020/8/23 16:06,304694
16635,2020/8/23 16:10,46220
15287,2020/8/23 16:15,306444
1403,2020/8/23 16:16,288119
10402,2020/8/23 16:19,304336
7782,2020/8/23 16:21,149505
3821,2020/8/23 16:25,151372
9302,2020/8/23 16:28,107385
1831,2020/8/23 16:30,305991
15599,2020/8/23 16:32,261830
14010,2020/8/23 16:35,260601
14404,2020/8/23 16:37,85426
8077,2020/8/23 16:39,246753
7166,2020/8/23 16:40,138307
1562,2020/8/23 16:42,286650
3663,2020/8/23 16:44,14051
5176,2020/8/23 16:46,86814
5936,2020/8/23 16:49,157731
14321,2020/8/23 16:52,219413
13396,2020/8/23 16:55,265777
9031,2020/8/23 16:58,264763
10050,2020/8/23 17:00,264545
2703,2020/8/23 17:01,291282
9381,2020/8/23 17:02,306065
10173,2020/8/23 17:04,302839
10630,2020/8/23 17:05,306822
7077,2020/8/23 17:06,169118
12550,2020/8/23 17:07,95142
9379,2020/8/23 17:08,28184
16570,2020/8/23 17:09,270900
3098,2020/8/23 17:11,295700
2713,2020/8/23 17:12,181743
16567,2020/8/23 17:13,133825
9296,2020/8/23 17:15,59355
6294,2020/8/23 17:17,306467
14699,2020/8/23 17:18,302899
3244,2020/8/23 17:20,89050
81,2020/8/23 17:20,226154
9481,2020/8/23 17:22,305632
11315,2020/8/23 17:24,164617
8453,2020/8/23 17:26,202617
13618,2020/8/23 17:28,293832
6816,2020/8/23 17:30,250205
2139,2020/8/23 17:31,103102
11979,2020/8/23 17:32,205997
2904,2020/8/23 17:32,255321
6469,2020/8/23 17:33,252557
9740,2020/8/23 17:34,307145
1617,2020/8/23 17:35,142246
6612,2020/8/23 17:37,141391
1055,2020/8/23 17:38,172718
4420,2020/8/23 17:38,292432
5389,2020/8/23 17:39,57124
11709,2020/8/23 17:41,123265
6038,2020/8/23 17:41,276609
7218,2020/8/23 17:43,263493
10450,2020/8/23 17:45,28475
12517,2020/8/23 17:46,87843
13643,2020/8/23 17:46,39508
4196,2020/8/23 17:47,284073
8289,2020/8/23 17:49,159606
6710,2020/8/23 17:51,162618
6085,2020/8/23 17:52,42733
16141,2020/8/23 17:53,16975
12036,2020/8/23 17:54,50290
779,2020/8/23 17:55,67144
13654,2020/8/23 17:58,146448
15415,2020/8/23 17:58,114154
3387,2020/8/23 18:00,48366
582,2020/8/23 18:01,221643
11204,2020/8/23 18:02,83710
14845,2020/8/23 18:03,145990
322,2020/8/23 18:04,288049
4982,2020/8/23 18:04,40622
7291,2020/8/23 18:05,178697
6541,2020/8/23 18:06,37273
10651,2020/8/23 18:07,285857
16641,2020/8/23 18:08,49934
6015,2020/8/23 18:09,249059
12873,2020/8/23 18:09,269392
12202,2020/8/23 18:10,196787
14388,2020/8/23 18:11,5245
6448,2020/8/23 18:12,293119
767,2020/8/23 18:12,91729
860,2020/8/23 18:13,188223
12647,2020/8/23 18:13,187588
10576,2020/8/23 18:14,80624
9060,2020/8/23 18:15,60409
5809,2020/8/23 18:16,277871
7694,2020/8/23 18:17,47532
10418,2020/8/23 18:18,178714
2758,2020/8/23 18:19,109735
6621,2020/8/23 18:19,81114
11625,2020/8/23 18:20,227745
10303,2020/8/23 18:21,256791
11414,2020/8/23 18:22,235696
10869,2020/8/23 18:24,286122
6584,2020/8/23 18:25,200422
3373,2020/8/23 18:26,201968
6610,2020/8/23 18:27,307834
756,2020/8/23 18:28,302736
6099,2020/8/23 18:29,294478
4178,2020/8/23 18:30,281065
12896,2020/8/23 18:30,30616
1526,2020/8/23 18:31,1599
11269,2020/8/23 18:33,74903
12910,2020/8/23 18:34,6117
369,2020/8/23 18:34,241635
6818,2020/8/23 18:35,285470
13808,2020/8/23 18:36,108486
2900,2020/8/23 18:38,158321
9965,2020/8/23 18:39,174313
10580,2020/8/23 18:40,264484
11141,2020/8/23 18:41,279445
8506,2020/8/23 18:42,222647
13431,2020/8/23 18:43,216068
3357,2020/8/23 18:45,106096
13677,2020/8/23 18:47,225186
10698,2020/8/23 18:48,293792
1260,2020/8/23 18:49,183539
11832,2020/8/23 18:51,219195
5567,2020/8/23 18:52,307929
7014,2020/8/23 18:53,184565
16567,2020/8/23 18:54,156826
2701,2020/8/23 18:55,90830
14496,2020/8/23 18:56,84059
5775,2020/8/23 18:57,115244
109,2020/8/23 18:58,305167
12744,2020/8/23 18:59,250713
8826,2020/8/23 19:00,283540
12564,2020/8/23 19:01,308361
9587,2020/8/23 19:03,234091
3125,2020/8/23 19:05,41281
9938,2020/8/23 19:06,208141
15758,2020/8/23 19:07,301700
4536,2020/8/23 19:07,293896
12905,2020/8/23 19:08,138276
8059,2020/8/23 19:09,57852
15034,2020/8/23 19:11,185811
13458,2020/8/23 19:12,168548
16027,2020/8/23 19:14,26575
1982,2020/8/23 19:16,61463
13521,2020/8/23 19:17,249337
14072,2020/8/23 19:18,259314
822,2020/8/23 19:19,308574
16497,2020/8/23 19:21,293856
12545,2020/8/23 19:22,290308
5374,2020/8/23 19:23,103772
2607,2020/8/23 19:25,74736
11955,2020/8/23 19:26,304423
8635,2020/8/23 19:27,225290
7318,2020/8/23 19:28,237903
3995,2020/8/23 19:31,222466
10152,2020/8/23 19:33,125674
789,2020/8/23 19:34,57932
12403,2020/8/23 19:36,308505
15947,2020/8/23 19:37,94575
1727,2020/8/23 19:40,214992
10209,2020/8/23 19:41,248
6646,2020/8/23 19:42,198802
12840,2020/8/23 19:43,164413
4968,2020/8/23 19:45,294586
3703,2020/8/23 19:47,267401
14543,2020/8/23 19:49,247021
12276,2020/8/23 19:50,49534
3372,2020/8/23 19:52,309016
16631,2020/8/23 19:54,291924
10735,2020/8/23 19:57,296491
9968,2020/8/23 19:59,171114
11144,2020/8/23 20:00,299870
16477,2020/8/23 20:01,30617
16811,2020/8/23 20:04,204077
10419,2020/8/23 20:05,180531
11395,2020/8/23 20:06,257564
1981,2020/8/23 20:08,32253
15184,2020/8/23 20:10,234940
9907,2020/8/23 20:12,290625
4775,2020/8/23 20:13,215524
972,2020/8/23 20:15,138813
10264,2020/8/23 20:18,63560
4306,2020/8/23 20:19,109950
323,2020/8/23 20:21,44526
1180,2020/8/23 20:23,30351
3323,2020/8/23 20:25,220696
14071,2020/8/23 20:26,266887
4119,2020/8/23 20:28,251601
8564,2020/8/23 20:29,309459
4153,2020/8/23 20:32,147466
318,2020/8/23 20:34,231732
4151,2020/8/23 20:36,47719
5906,2020/8/23 20:37,220049
8960,2020/8/23 20:39,215733
5942,2020/8/23 20:41,202011
14941,2020/8/23 20:42,135220
10176,2020/8/23 20:44,140428
2386,2020/8/23 20:45,241077
15960,2020/8/23 20:47,270058
2905,2020/8/23 20:48,105702
14423,2020/8/23 20:49,54853
13777,2020/8/23 20:51,282368
6214,2020/8/23 20:55,244135
12238,2020/8/23 20:56,165385
5944,2020/8/23 20:57,225827
6991,2020/8/23 21:00,295882
7201,2020/8/23 21:02,171696
7242,2020/8/23 21:03,189497
13731,2020/8/23 21:06,200865
13936,2020/8/23 21:09,16785
14650,2020/8/23 21:11,202742
761,2020/8/23 21:13,224025
6070,2020/8/23 21:15,297686
4615,2020/8/23 21:16,229361
12435,2020/8/23 21:19,166987
11313,2020/8/23 21:21,230828
4005,2020/8/23 21:23,132639
1998,2020/8/23 21:25,133608
1403,2020/8/23 21:28,280085
11135,2020/8/23 21:30,11143
10603,2020/8/23 21:32,38341
12999,2020/8/23 21:34,64086
16622,2020/8/23 21:37,306344
15435,2020/8/23 21:38,144204
6926,2020/8/23 21:39,122638
9587,2020/8/23 21:41,127564
6551,2020/8/23 21:44,158633
3077,2020/8/23 21:46,185211
4033,2020/8/23 21:49,115802
760,2020/8/23 21:53,73188
11200,2020/8/23 21:55,35011
10160,2020/8/23 22:00,310567
2971,2020/8/23 22:02,290461
7007,2020/8/23 22:04,155864
8983,2020/8/23 22:06,286949
2192,2020/8/23 22:09,274837
13528,2020/8/23 22:11,36837
14684,2020/8/23 22:16,214352
559,2020/8/23 22:18,171956
10160,2020/8/23 22:20,251750
12851,2020/8/23 22:25,277485
16620,2020/8/23 22:28,151592
11327,2020/8/23 22:33,52127
13738,2020/8/23 22:37,202762
695,2020/8/23 22:39,219809
2251,2020/8/23 22:45,120357
2220,2020/8/23 22:50,75594
6255,2020/8/23 22:54,73910
9420,2020/8/23 22:56,107233
3265,2020/8/23 23:01,61168
4775,2020/8/23 23:03,55408
4302,2020/8/23 23:07,274835
7897,2020/8/23 23:10,204092
12848,2020/8/23 23:15,271596
12887,2020/8/23 23:23,143617
14834,2020/8/23 23:32,120921
16655,2020/8/23 23:36,311248
2517,2020/8/23 23:44,237652
2894,2020/8/23 23:50,309565
10854,2020/8/23 23:57,302183
1858,2020/8/24 0:04,213733
5877,2020/8/24 0:15,21629
16478,2020/8/24 0:22,66096
13143,2020/8/24 0:30,146991
7810,2020/8/24 0:39,277102
15626,2020/8/24 0:47,267924
800,2020/8/24 1:01,186366
10331,2020/8/24 1:09,25388
5809,2020/8/24 1:18,44592
9029,2020/8/24 1:42,285110
8288,2020/8/24 1:59,271387
15698,2020/8/24 2:18,178293
7479,2020/8/24 2:59,38862
15197,2020/8/24 3:22,305596
6724,2020/8/24 3:42,271831
9936,2020/8/24 4:25,122702
16510,2020/8/24 4:56,15986
13485,2020/8/24 5:14,73837
5698,2020/8/24 5:51,171524
5077,2020/8/24 6:00,233762
13610,2020/8/24 6:05,300967
6485,2020/8/24 6:11,57334
9797,2020/8/24 6:20,202861
